id,ingredient,trade_name,applicant,strength,appl_type,appl_no,te_code,approval_date,rld,type,applicant_full_name,dose_form,route,product_no
655515,ACETAMINOPHEN; CODEINE PHOSPHATE,PHENAPHEN W/ CODEINE NO. 2,ROBINS AH,325MG;15MG,A,084444,,,0,DISCN,AH ROBINS CO,CAPSULE,ORAL,001
679329,SODIUM LACTATE,SODIUM LACTATE 0.167 MOLAR IN PLASTIC CONTAINER,HOSPIRA,1.87GM/100ML,N,018249,,,0,DISCN,HOSPIRA INC,INJECTABLE,INJECTION,001
662465,MAFENIDE ACETATE,MAFENIDE ACETATE,PAR FORM,5%,A,201511,,2013-02-12,0,DISCN,PAR FORMULATIONS PRIVATE LTD,FOR SOLUTION,TOPICAL,001
653661,LAMOTRIGINE,LAMOTRIGINE,AUROBINDO PHARMA,100MG,A,078956,AB,2009-01-27,0,RX,AUROBINDO PHARMA LTD,TABLET,ORAL,002
649197,DESMOPRESSIN ACETATE,DESMOPRESSIN ACETATE,ACTAVIS LABS FL INC,0.1MG,A,076470,AB,2005-07-01,0,RX,ACTAVIS LABORATORIES FL INC,TABLET,ORAL,001
686549,ALISKIREN HEMIFUMARATE; AMLODIPINE BESYLATE; HYDROCHLOROTHIAZIDE,AMTURNIDE,NOVARTIS,EQ 150MG BASE;EQ 5MG BASE;12.5MG,N,200045,,2010-12-21,0,DISCN,NOVARTIS PHARMACEUTICALS CORP,TABLET,ORAL,001
672293,CLONIDINE HYDROCHLORIDE,CLONIDINE HYDROCHLORIDE,UPSHER SMITH LABS,0.1MG,A,211433,,2018-10-12,0,DISCN,UPSHER SMITH LABORATORIES LLC,"TABLET, EXTENDED RELEASE",ORAL,001
666154,LEVOFLOXACIN,LEVOFLOXACIN,HEC PHARM,750MG,A,204968,AB,2019-02-05,0,RX,HEC PHARM USA INC,TABLET,ORAL,003
687798,TREPROSTINIL,REMODULIN,UNITED THERAP,20MG/20ML (1MG/ML),N,208276,,2018-07-30,0,DISCN,UNITED THERAPEUTICS CORP,SOLUTION,"INTRAVENOUS, SUBCUTANEOUS",001
647496,INAMRINONE LACTATE,AMRINONE LACTATE,HIKMA,EQ 5MG BASE/ML,A,075513,,2000-05-09,0,RX,HIKMA PHARMACEUTICALS USA INC,INJECTABLE,INJECTION,001
658079,PROCAINAMIDE HYDROCHLORIDE,PROCAINAMIDE HYDROCHLORIDE,WATSON LABS,500MG,A,088534,,1984-12-03,0,DISCN,WATSON LABORATORIES INC,"TABLET, EXTENDED RELEASE",ORAL,001
639643,ACETAMINOPHEN; HYDROCODONE BITARTRATE,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,BARR,500MG;10MG,A,040309,,2000-07-26,0,DISCN,BARR LABORATORIES INC,TABLET,ORAL,001
688061,OMEPRAZOLE,OMEPRAZOLE,DEXCEL,20MG,N,209400,,2017-07-05,1,OTC,DEXCEL PHARMA TECHNOLOGIES LTD,"TABLET, ORALLY DISINTEGRATING, DELAYED RELEASE",ORAL,001
652719,BACLOFEN,BACLOFEN,NORTHSTAR HLTHCARE,10MG,A,078401,AB,2009-09-18,0,RX,NORTHSTAR HEALTHCARE HOLDINGS LTD,TABLET,ORAL,002
660874,CALCITRIOL,CALCITRIOL,BIONPHARMA,0.5MCG,A,091174,AB,2013-05-24,0,RX,BIONPHARMA INC,CAPSULE,ORAL,002
683250,EPINEPHRINE,ADRENACLICK,IMPAX,EQ 0.3MG/DELIVERY,N,020800,BX,2009-11-25,1,RX,IMPAX LABORATORIES LLC,INJECTABLE,"INTRAMUSCULAR, SUBCUTANEOUS",004
666426,ASPIRIN; BUTALBITAL; CAFFEINE,"BUTALBITAL, ASPIRIN AND CAFFEINE",LGM PHARMA,500MG;50MG;40MG,A,205230,,2021-10-18,0,DISCN,LGM PHARMA SOLUTIONS LLC,CAPSULE,ORAL,001
677786,VINCRISTINE SULFATE,ONCOVIN,LILLY,1MG/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,N,014103,,,1,DISCN,ELI LILLY AND CO,INJECTABLE,INJECTION,001
662140,EZETIMIBE; SIMVASTATIN,EZETIMIBE AND SIMVASTATIN,DR REDDYS LABS SA,10MG;80MG,A,200909,AB,2017-04-26,0,RX,DR REDDYS LABORATORIES SA,TABLET,ORAL,004
649824,CLOZAPINE,CLOZAPINE,IVAX SUB TEVA PHARMS,100MG,A,076809,AB,2005-12-16,0,RX,IVAX PHARMACEUTICALS INC SUB TEVA PHARMACEUTICALS USA,TABLET,ORAL,002
654282,PREDNISONE,PREDNISONE,IVAX SUB TEVA PHARMS,5MG,A,080283,,,0,DISCN,IVAX PHARMACEUTICALS INC SUB TEVA PHARMACEUTICALS USA,TABLET,ORAL,001
676586,CHLORPHENIRAMINE MALEATE,CHLOR-TRIMETON,SCHERING,2MG/5ML,N,006921,,,0,DISCN,SCHERING CORP SUB SCHERING PLOUGH CORP,SYRUP,ORAL,006
651584,QUETIAPINE FUMARATE,QUETIAPINE FUMARATE,TEVA PHARMS,EQ 300MG BASE,A,077745,AB,2012-03-27,0,RX,TEVA PHARMACEUTICALS USA,TABLET,ORAL,006
655733,MEPROBAMATE,MEPROBAMATE,PUREPAC PHARM,400MG,A,084804,,,0,DISCN,PUREPAC PHARMACEUTICAL CO,TABLET,ORAL,002
650893,LORAZEPAM,LORAZEPAM,ANI PHARMS,1MG,A,077396,,2006-12-13,0,DISCN,ANI PHARMACEUTICALS INC,TABLET,ORAL,002
656903,CHLORPROMAZINE HYDROCHLORIDE,PROMAPAR,PARKE DAVIS,100MG,A,086888,,,0,DISCN,PARKE DAVIS DIV WARNER LAMBERT CO,TABLET,ORAL,001
661114,NICOTINE POLACRILEX,NICOTINE POLACRILEX,PERRIGO R AND D,EQ 2MG BASE,A,091349,,2011-07-20,0,OTC,PERRIGO R AND D CO,"GUM, CHEWING",BUCCAL,001
650945,MOXIFLOXACIN HYDROCHLORIDE,MOXIFLOXACIN HYDROCHLORIDE,TEVA PHARMS USA,EQ 400MG BASE,A,077437,AB,2014-02-18,0,RX,TEVA PHARMACEUTICALS USA,TABLET,ORAL,001
665902,CLINDAMYCIN PHOSPHATE,CLINDAMYCIN PHOSPHATE,RISING,EQ 150MG BASE/ML,A,204748,,2017-10-10,0,DISCN,RISING PHARMA HOLDING INC,INJECTABLE,INJECTION,001
681650,HYDROCHLOROTHIAZIDE; LISINOPRIL,PRINZIDE,MERCK,25MG;20MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,N,019778,,1989-02-16,1,DISCN,MERCK RESEARCH LABORATORIES DIV MERCK CO INC,TABLET,ORAL,002
685753,LOXAPINE,ADASUVE,ALEXZA PHARMS,10MG,N,022549,,2012-12-21,1,RX,ALEXZA PHARMACEUTICALS INC,POWDER,INHALATION,001
666957,PRASUGREL HYDROCHLORIDE,PRASUGREL,DR REDDYS,EQ 10MG BASE,A,205926,,2020-07-07,0,DISCN,DR REDDYS LABORATORIES LTD,TABLET,ORAL,002
666334,AMLODIPINE BESYLATE; VALSARTAN,AMLODIPINE BESYLATE AND VALSARTAN,HETERO LABS,EQ 5MG BASE;160MG,A,205137,AB,2016-09-16,0,RX,HETERO LABS LTD,TABLET,ORAL,001
676619,QUINIDINE GLUCONATE,QUINIDINE GLUCONATE,LILLY,80MG/ML,N,007529,,1989-02-10,1,DISCN,ELI LILLY AND CO,INJECTABLE,INJECTION,002
656644,ERGOLOID MESYLATES,ERGOLOID MESYLATES,KV PHARM,0.5MG,A,086265,,,0,DISCN,KV PHARMACEUTICAL CO,TABLET,SUBLINGUAL,001
666622,FEBUXOSTAT,FEBUXOSTAT,ZYDUS LIFESCIENCES,40MG,A,205443,AB,2023-01-09,0,RX,ZYDUS LIFESCIENCES LTD,TABLET,ORAL,001
640085,HYDROXYZINE HYDROCHLORIDE,HYDROXYZINE HYDROCHLORIDE,ABLE,25MG,A,040562,,2004-07-22,0,DISCN,ABLE LABORATORIES INC,TABLET,ORAL,001
686198,CLAVULANATE POTASSIUM; TICARCILLIN DISODIUM,TIMENTIN,GLAXOSMITHKLINE,EQ 100MG BASE/VIAL;EQ 3GM BASE/VIAL,N,050590,,1985-04-01,0,DISCN,GLAXOSMITHKLINE,INJECTABLE,INJECTION,001
665422,LINEZOLID,LINEZOLID,HETERO LABS LTD V,600MG,A,204239,AB,2015-12-21,0,RX,HETERO LABS LTD UNIT V,TABLET,ORAL,001
676768,ASCORBIC ACID; BIOTIN; CYANOCOBALAMIN; DEXPANTHENOL; ERGOCALCIFEROL; FOLIC ACID; NIACINAMIDE; PYRIDOXINE HYDROCHLORIDE; RIBOFLAVIN 5-PHOSPHATE SODIUM; THIAMINE HYDROCHLORIDE; VITAMIN A; VITAMIN E,M.V.I.-12 ADULT,HOSPIRA,20MG/ML;0.006MG/ML;0.05MCG/ML;1.5MG/ML;0.0005MG/ML;0.06MG/ML;4MG/ML;0.6MG/ML;0.36MG/ML;0.6MG/ML;0.1MG/ML;1MG/ML,N,008809,,2004-09-09,1,DISCN,HOSPIRA INC,INJECTABLE,INJECTION,006
680543,BRETYLIUM TOSYLATE,BRETYLIUM TOSYLATE,HOSPIRA,50MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,N,019030,,1986-04-29,1,DISCN,"HOSPIRA WORLDWIDE, INC",INJECTABLE,INJECTION,001
673553,TOBRAMYCIN,TOBRAMYCIN,ALKEM LABS LTD,300MG/5ML,A,212848,AN,2021-04-01,0,RX,ALKEM LABORATORIES LTD,SOLUTION,INHALATION,001
641871,GRAMICIDIN; NEOMYCIN SULFATE; POLYMYXIN B SULFATE,NEOMYCIN AND POLYMYXIN B SULFATES AND GRAMICIDIN,IPHARM,"0.025MG/ML;EQ 1.75MG BASE/ML;10,000 UNITS/ML",A,062818,,1988-10-11,0,DISCN,IPHARM DIV LYPHOMED INC,SOLUTION/DROPS,OPHTHALMIC,001
650397,RISEDRONATE SODIUM,RISEDRONATE SODIUM,TEVA PHARMS USA,35MG,A,077132,AB,2007-10-05,0,RX,TEVA PHARMACEUTICALS USA,TABLET,ORAL,003
687837,MEBENDAZOLE,VERMOX,JANSSEN PHARMS,500MG,N,208398,,2016-10-19,1,DISCN,JANSSEN PHARMACEUTICALS INC,"TABLET, CHEWABLE",ORAL,001
646980,RANITIDINE HYDROCHLORIDE,RANITIDINE HYDROCHLORIDE,HERITAGE PHARMA AVET,EQ 150MG BASE,A,075165,,1998-09-30,0,DISCN,HERITAGE PHARMA LABS INC DBA AVET PHARMACEUTICALS LABS INC,TABLET,ORAL,001
674378,NALOXONE HYDROCHLORIDE,NALOXONE HYDROCHLORIDE,MYLAN LABS LTD,1MG/ML,A,213843,AP,2022-06-09,0,RX,MYLAN LABORATORIES LTD,INJECTABLE,INJECTION,001
645789,NAPROXEN SODIUM,NAPROXEN SODIUM,ROXANE,EQ 250MG BASE,A,074257,,1993-12-21,0,DISCN,ROXANE LABORATORIES INC,TABLET,ORAL,001
679078,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,"DEXTROSE 5%, SODIUM CHLORIDE 0.45% AND POTASSIUM CHLORIDE 15MEQ IN PLASTIC CONTAINER",BAXTER HLTHCARE,5GM/100ML;224MG/100ML;450MG/100ML,N,018008,,,0,DISCN,BAXTER HEALTHCARE CORP,INJECTABLE,INJECTION,003
659267,FAMCICLOVIR,FAMCICLOVIR,HIKMA,500MG,A,090128,,2011-03-21,0,DISCN,HIKMA PHARMACEUTICALS USA INC,TABLET,ORAL,003
676273,GABAPENTIN,GABAPENTIN,LAURUS,400MG,A,217546,AB,2023-05-12,0,RX,LAURUS LABS LTD,CAPSULE,ORAL,003
670610,FENTANYL,FENTANYL-87,ZYDUS PHARMS,87.5MCG/HR,A,209655,,2023-01-24,0,DISCN,ZYDUS PHARMACEUTICALS USA INC,"FILM, EXTENDED RELEASE",TRANSDERMAL,007
679408,CALCIUM CHLORIDE; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM CHLORIDE; SODIUM ACETATE; SODIUM CHLORIDE,ISOLYTE R W/ DEXTROSE 5% IN PLASTIC CONTAINER,B BRAUN,37MG/100ML;5GM/100ML;31MG/100ML;120MG/100ML;330MG/100ML;88MG/100ML,N,018271,,,0,DISCN,B BRAUN MEDICAL INC,INJECTABLE,INJECTION,001
645227,AMITRIPTYLINE HYDROCHLORIDE; PERPHENAZINE,PERPHENAZINE AND AMITRIPTYLINE HYDROCHLORIDE,CHARTWELL RX,25MG;4MG,A,073010,,1991-10-17,0,DISCN,CHARTWELL RX SCIENCES LLC,TABLET,ORAL,001
641057,KANAMYCIN SULFATE,KANTREX,APOTHECON,EQ 500MG BASE,A,061911,,,0,DISCN,APOTHECON INC DIV BRISTOL MYERS SQUIBB,CAPSULE,ORAL,001
682164,"AMINO ACIDS; DEXTROSE; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE",TRAVASOL 4.25% SULFITE FREE W/ ELECTROLYTES IN DEXTROSE 20% IN PLASTIC CONTAINER,BAXTER HLTHCARE,4.25%;20GM/100ML;51MG/100ML;261MG/100ML;297MG/100ML;77MG/100ML,N,020147,,1995-10-23,0,DISCN,BAXTER HEALTHCARE CORP,INJECTABLE,INJECTION,009
678154,DOXEPIN HYDROCHLORIDE,SINEQUAN,PFIZER,EQ 150MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,N,016798,,,1,DISCN,PFIZER LABORATORIES DIV PFIZER INC,CAPSULE,ORAL,007
647448,FAMOTIDINE,FAMOTIDINE PRESERVATIVE FREE,HIKMA,10MG/ML,A,075486,AP,2001-04-16,0,RX,HIKMA PHARMACEUTICALS USA INC,INJECTABLE,INJECTION,001
662181,RISPERIDONE,RISPERIDONE,AJANTA PHARMA LTD,1MG,A,201003,AB,2011-08-24,0,RX,AJANTA PHARMA LTD,TABLET,ORAL,003
657359,AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE,VANGARD,10MG,A,087632,,1982-02-01,0,DISCN,VANGARD LABORATORIES INC DIV MIDWAY MEDICAL CO,TABLET,ORAL,001
677452,FLUPHENAZINE HYDROCHLORIDE,PERMITIL,SCHERING,0.25MG,N,012034,,,0,DISCN,SCHERING CORP SUB SCHERING PLOUGH CORP,TABLET,ORAL,001
669436,ROFLUMILAST,ROFLUMILAST,TORRENT,500MCG,A,208272,AB,2018-08-06,0,RX,TORRENT PHARMACEUTICALS LTD,TABLET,ORAL,001
646389,GLYBURIDE,GLYBURIDE (MICRONIZED),TEVA,1.5MG,A,074686,AB,1999-04-20,0,RX,TEVA PHARMACEUTICALS USA INC,TABLET,ORAL,001
652600,SUMATRIPTAN SUCCINATE,SUMATRIPTAN SUCCINATE,ANTARES PHARMA INC,EQ 6MG BASE/0.5ML (EQ 12MG BASE/ML),A,078319,AB,2015-12-10,0,RX,ANTARES PHARMA INC,INJECTABLE,SUBCUTANEOUS,002
648604,DOXAZOSIN MESYLATE,DOXAZOSIN MESYLATE,STRIDES PHARMA,EQ 8MG BASE,A,076161,,2004-06-10,0,DISCN,STRIDES PHARMA GLOBAL PTE LTD,TABLET,ORAL,004
686314,CLAVULANATE POTASSIUM; TICARCILLIN DISODIUM,TIMENTIN IN PLASTIC CONTAINER,GLAXOSMITHKLINE,EQ 100MG BASE/100ML;EQ 3GM BASE/100ML,N,050658,,1989-12-15,0,DISCN,GLAXOSMITHKLINE INTELLECTUAL PROPERTY NO 2 LTD ENGLAND,INJECTABLE,INJECTION,001
674040,CHLORTHALIDONE,CHLORTHALIDONE,ALKEM LABS LTD,50MG,A,213412,AB,2020-02-11,0,RX,ALKEM LABORATORIES LTD,TABLET,ORAL,002
678416,NITROFURAZONE,ACTIN-N,SHERWOOD MEDCL,0.2%,N,017343,,,0,DISCN,SHERWOOD MEDICAL CO,DRESSING,TOPICAL,001
680872,PYRITHIONE ZINC,HEAD & SHOULDERS CONDITIONER,WARNER CHILCOTT,0.3%,N,019412,,1986-03-10,0,DISCN,WARNER CHILCOTT CO LLC,LOTION,TOPICAL,002
672137,TIOTROPIUM BROMIDE,TIOTROPIUM BROMIDE,LUPIN,EQ 0.018MG BASE/INH,A,211287,AB,2023-06-20,0,RX,LUPIN INC,POWDER,INHALATION,001
642353,IDARUBICIN HYDROCHLORIDE,IDARUBICIN HYDROCHLORIDE,TEVA PARENTERAL,20MG/VIAL,A,065037,,2002-05-01,0,DISCN,TEVA PARENTERAL MEDICINES INC,INJECTABLE,INJECTION,001
665759,ADAPALENE,ADAPALENE,CALL INC,0.1%,A,204593,AB,2016-01-05,0,RX,CALL INC DBA ROCHESTER PHARMACEUTICALS,SOLUTION,TOPICAL,001
670499,ETHINYL ESTRADIOL; ETHYNODIOL DIACETATE,MALMOREDE,NOVAST LABS,0.05MG;1MG,A,209547,AB,2018-07-25,0,RX,NOVAST LABORATORIES LTD,TABLET,ORAL-28,001
673035,DOXORUBICIN HYDROCHLORIDE,DOXORUBICIN HYDROCHLORIDE (LIPOSOMAL),CELERITY PHARMS,20MG/10ML (2MG/ML),A,212219,AB,2022-10-19,0,RX,CELERITY PHARMACEUTICALS LLC,"INJECTABLE, LIPOSOMAL",INJECTION,001
658667,PROCAINAMIDE HYDROCHLORIDE,PROCAINAMIDE HYDROCHLORIDE,ANI PHARMS,250MG,A,089219,,1986-07-01,0,DISCN,ANI PHARMACEUTICALS INC,CAPSULE,ORAL,001
680742,DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE,POTASSIUM CHLORIDE 5MEQ IN DEXTROSE 5% AND SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,BAXTER HLTHCARE,5GM/100ML;150MG/100ML;900MG/100ML,N,019308,,1985-04-05,0,RX,BAXTER HEALTHCARE CORP,INJECTABLE,INJECTION,001
681442,CALCIUM CHLORIDE; DEXTROSE; POTASSIUM CHLORIDE; SODIUM CHLORIDE; SODIUM LACTATE,POTASSIUM CHLORIDE 40MEQ IN DEXTROSE 5% AND LACTATED RINGERS IN PLASTIC CONTAINER,ICU MEDICAL INC,20MG/100ML;5GM/100ML;328MG/100ML;600MG/100ML;310MG/100ML,N,019685,,1988-10-17,1,DISCN,ICU MEDICAL INC,INJECTABLE,INJECTION,004
657650,HOMATROPINE METHYLBROMIDE; HYDROCODONE BITARTRATE,HYDROCODONE BITARTRATE AND HOMATROPINE METHYLBROMIDE,WOCKHARDT BIO AG,1.5MG/5ML;5MG/5ML,A,088008,AA,1983-03-03,0,RX,WOCKHARDT BIO AG,SYRUP,ORAL,001
687876,VENETOCLAX,VENCLEXTA,ABBVIE,100MG,N,208573,,2016-04-11,1,RX,ABBVIE INC,TABLET,ORAL,003
684317,PEMETREXED DISODIUM,ALIMTA,LILLY,EQ 500MG BASE/VIAL,N,021462,AP,2004-02-04,1,RX,ELI LILLY AND CO,POWDER,INTRAVENOUS,001
679011,CIMETIDINE,TAGAMET,GLAXOSMITHKLINE,200MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,N,017920,,,1,DISCN,GLAXOSMITHKLINE,TABLET,ORAL,002
650016,ACETAMINOPHEN; TRAMADOL HYDROCHLORIDE,TRAMADOL HYDROCHLORIDE AND ACETAMINOPHEN,GRAVITI PHARMS,325MG;37.5MG,A,076914,,2006-07-26,0,DISCN,GRAVITI PHARMACEUTICALS PRIVATE LTD,TABLET,ORAL,001
652422,CARVEDILOL,CARVEDILOL,LUPIN,25MG,A,078217,AB,2007-09-05,0,RX,LUPIN LTD,TABLET,ORAL,004
661863,RISEDRONATE SODIUM,RISEDRONATE SODIUM,MYLAN,30MG,A,200477,,2015-11-30,0,DISCN,MYLAN PHARMACEUTICALS INC,TABLET,ORAL,002
667034,POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,PADAGIS US,8MEQ,A,205993,AB2,2015-11-05,0,RX,PADAGIS US LLC,"TABLET, EXTENDED RELEASE",ORAL,001
643980,MECLOFENAMATE SODIUM,MECLOFENAMATE SODIUM,USL PHARMA,EQ 100MG BASE,A,071008,,1988-03-25,0,DISCN,USL PHARMA INC,CAPSULE,ORAL,001
661323,SILDENAFIL CITRATE,SILDENAFIL CITRATE,TORRENT PHARMS LTD,EQ 20MG BASE,A,091479,AB,2012-11-06,0,RX,TORRENT PHARMACEUTICALS LTD,TABLET,ORAL,001
677497,DESERPIDINE; HYDROCHLOROTHIAZIDE,ORETICYL 50,ABBVIE,0.125MG;50MG,N,012148,,,0,DISCN,ABBVIE INC,TABLET,ORAL,003
665305,VANCOMYCIN HYDROCHLORIDE,VANCOMYCIN HYDROCHLORIDE,XELLIA PHARMS APS,EQ 5GM BASE/VIAL,A,204125,AP,2015-12-28,0,RX,XELLIA PHARMACEUTICALS APS,INJECTABLE,INJECTION,001
652588,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE,UPSHER SMITH LABS,120MG,A,078311,,2009-03-06,0,DISCN,UPSHER SMITH LABORATORIES LLC,"CAPSULE, EXTENDED RELEASE",ORAL,003
649902,HYDROMORPHONE HYDROCHLORIDE,HYDROMORPHONE HYDROCHLORIDE,SPECGX LLC,4MG,A,076855,AB,2007-09-19,0,RX,SPECGX LLC,TABLET,ORAL,003
673680,FOSCARNET SODIUM,FOSCARNET SODIUM,GLAND PHARMA LTD,2.4GM/100ML,A,213001,AP,2021-04-21,0,RX,GLAND PHARMA LTD,INJECTABLE,INJECTION,001
668882,ERTAPENEM SODIUM,ERTAPENEM SODIUM,SAVIOR LIFETEC CORP,EQ 1GM BASE/VIAL,A,207647,AP,2019-03-19,0,RX,SAVIOR LIFETEC CORP,INJECTABLE,"INTRAMUSCULAR, INTRAVENOUS",001
646813,HYDROXYUREA,HYDROXYUREA,BARR LABS INC,250MG,A,075020,,2000-06-26,0,DISCN,BARR LABORATORIES INC,CAPSULE,ORAL,002
669459,LACOSAMIDE,LACOSAMIDE,INDOCO,200MG,A,208308,AB,2022-03-17,0,RX,INDOCO REMEDIES LTD,TABLET,ORAL,004
687554,GEFITINIB,IRESSA,ASTRAZENECA,250MG,N,206995,AB,2015-07-13,1,RX,ASTRAZENECA PHARMACEUTICALS LP,TABLET,ORAL,001
668650,METAXALONE,METAXALONE,SCIEGEN PHARMS INC,400MG,A,207466,AB,2020-03-13,0,RX,SCIEGEN PHARMACEUTICALS INC,TABLET,ORAL,002
644398,DIAZOXIDE,DIAZOXIDE,ABRAXIS PHARM,15MG/ML,A,071519,,1987-08-26,0,DISCN,ABRAXIS PHARMACEUTICAL PRODUCTS,INJECTABLE,INJECTION,001
654491,CYANOCOBALAMIN,CYANOCOBALAMIN,FRESENIUS KABI USA,0.1MG/ML,A,080557,,,0,DISCN,FRESENIUS KABI USA LLC,INJECTABLE,INJECTION,002
664567,OMEPRAZOLE,OMEPRAZOLE,BRECKENRIDGE,20MG,A,203481,AB,2017-07-03,0,RX,BRECKENRIDGE PHARMACEUTICAL INC,"CAPSULE, DELAYED REL PELLETS",ORAL,002
651574,FLUOXETINE HYDROCHLORIDE; OLANZAPINE,OLANZAPINE AND FLUOXETINE HYDROCHLORIDE,PAR PHARM,EQ 50MG BASE;EQ 12MG BASE,A,077742,AB,2012-11-02,0,RX,PAR PHARMACEUTICAL INC,CAPSULE,ORAL,005
688435,ISOTRETINOIN,ABSORICA LD,SUN PHARM,32MG,N,211913,,2019-11-05,1,RX,SUN PHARMACEUTICAL INDUSTRIES LTD,CAPSULE,ORAL,006
664061,MECLIZINE HYDROCHLORIDE,MECLIZINE HYDROCHLORIDE,LUPIN LTD,12.5MG,A,203003,AA,2022-08-11,0,RX,LUPIN LTD,TABLET,ORAL,001
640631,"GRISEOFULVIN, MICROCRYSTALLINE",GRISACTIN,WYETH AYERST,500MG,A,060212,,,0,DISCN,WYETH AYERST LABORATORIES,TABLET,ORAL,001
645596,PIROXICAM,PIROXICAM,MYLAN,10MG,A,074102,,1992-07-31,0,DISCN,MYLAN PHARMACEUTICALS INC,CAPSULE,ORAL,001
686991,TREPROSTINIL DIOLAMINE,ORENITRAM,UNITED THERAP,EQ 0.25MG BASE,N,203496,,2013-12-20,1,RX,UNITED THERAPEUTICS CORP,"TABLET, EXTENDED RELEASE",ORAL,002
651704,TRANDOLAPRIL,TRANDOLAPRIL,WATSON LABS,4MG,A,077805,,2007-06-12,0,DISCN,WATSON LABORATORIES INC,TABLET,ORAL,003
665193,DESVENLAFAXINE SUCCINATE,DESVENLAFAXINE SUCCINATE,ZYDUS PHARMS,EQ 100MG BASE,A,204020,AB,2017-10-11,0,RX,ZYDUS PHARMACEUTICALS USA INC,"TABLET, EXTENDED RELEASE",ORAL,002
682249,"AMINO ACIDS; MAGNESIUM CHLORIDE; POTASSIUM PHOSPHATE, DIBASIC; SODIUM ACETATE; SODIUM CHLORIDE",TRAVASOL 5.5% SULFITE FREE W/ ELECTROLYTES IN PLASTIC CONTAINER,BAXTER HLTHCARE,5.5%;102MG/100ML;522MG/100ML;431MG/100ML;224MG/100ML,N,020173,,1995-10-27,0,DISCN,BAXTER HEALTHCARE CORP,INJECTABLE,INJECTION,001
654525,HYDROCORTISONE,HYDROCORTISONE,SANDOZ,20MG,A,080642,,,0,DISCN,SANDOZ INC,TABLET,ORAL,002
676457,SODIUM TETRADECYL SULFATE,SOTRADECOL,ELKINS SINN,1% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,N,005970,,,1,DISCN,ELKINS SINN DIV AH ROBINS CO INC,INJECTABLE,INJECTION,004
652707,GRANISETRON HYDROCHLORIDE,GRANISETRON HYDROCHLORIDE,DR REDDYS,EQ 0.1MG BASE/ML (EQ 0.1MG BASE/ML),A,078392,AP,2007-12-31,0,RX,DR REDDYS LABORATORIES LTD,INJECTABLE,INJECTION,001
677640,PARAMETHASONE ACETATE,HALDRONE,LILLY,1MG,N,012772,,,0,DISCN,ELI LILLY AND CO,TABLET,ORAL,005
654498,HYDROCORTISONE,HYDROCORTISONE,FERRANTE,10MG,A,080568,,,0,DISCN,JOHN J FERRANTE,TABLET,ORAL,001
640989,CEPHRADINE,VELOSEF,APOTHECON,250MG,A,061764,,,0,DISCN,APOTHECON INC DIV BRISTOL MYERS SQUIBB,CAPSULE,ORAL,001
674606,DEFERASIROX,DEFERASIROX,TEVA PHARMS USA,180MG,A,214180,AB,2021-11-19,0,RX,TEVA PHARMACEUTICALS USA INC,GRANULE,ORAL,002
654809,PYRAZINAMIDE,PYRAZINAMIDE,AKORN,500MG,A,081319,AB,1992-06-30,0,RX,AKORN OPERATING CO LLC,TABLET,ORAL,001
663305,IBUPROFEN,IBUPROFEN,SHANDONG XINHUA,800MG,A,202413,AB,2016-11-23,0,RX,SHANDONG XINHUA PHARMACEUTICAL CO LTD,TABLET,ORAL,003
684312,GLIPIZIDE; METFORMIN HYDROCHLORIDE,METAGLIP,BRISTOL MYERS SQUIBB,2.5MG;250MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,N,021460,,2002-10-21,1,DISCN,BRISTOL MYERS SQUIBB CO,TABLET,ORAL,001
688280,METHOTREXATE,REDITREX,NORDIC GRP,15MG/0.6ML (15MG/0.6ML),N,210737,,2019-11-27,1,RX,NORDIC GROUP BV,SOLUTION,SUBCUTANEOUS,004
662826,VENLAFAXINE HYDROCHLORIDE,VENLAFAXINE HYDROCHLORIDE,YAOPHARMA CO LTD,EQ 37.5MG BASE,A,202036,AB,2015-05-28,0,RX,YAOPHARMA CO LTD,TABLET,ORAL,002
687241,AMLODIPINE BESYLATE; PERINDOPRIL ARGININE,PRESTALIA,ADHERA,EQ 2.5MG BASE;3.5MG,N,205003,,2015-01-21,1,RX,ADHERA THERAPEUTICS INC,TABLET,ORAL,001
