id,ndc_product_code,form,generic_name,product_name,route,marketing_status,active_ingredient_count
3008622,13537-291,LIPSTICK,Octinoxate and Oxybenzone,ESIKA Extreme Moisturizing SPF 16 (ROSA ENCANTO) - PINK,TOPICAL,OTC MONOGRAPH FINAL,2
3047134,80686-001,SPRAY,Anticeptic Benzalconium Chloride Spray,ALBYSANITIZER,TOPICAL,OTC monograph not final,1
2970631,70518-2251,"CAPSULE, DELAYED RELEASE",Omeprazole,Omeprazole,ORAL,ANDA,1
3005793,51769-900,STICK,ALUMINUM CHLOROHYDRATE,STEFANOBlack,TOPICAL,export only,1
3048559,62932-250,STICK,ZINC OXIDE SUNSCREEN,SUNSCREEN,TOPICAL,OTC monograph final,1
3055225,55910-419,SOLUTION,"Dextromethorphan Hydrobromide, Guaifenesin",DG Health Childrens Mucus Relief Cough,ORAL,OTC monograph final,2
2967106,68084-632,"TABLET, EXTENDED RELEASE",Potassium Chloride,Potassium Chloride,ORAL,ANDA,1
3000770,70518-3837,TABLET,Dexamethasone,Dexamethasone,ORAL,ANDA,1
2978318,0472-0400,CREAM,Clobetasol Propionate,Clobetasol Propionate,TOPICAL,ANDA,1
3015477,71310-151,SWAB,isopropyl alcohol swab,STERILE ALCOHOL PREP PADS,TOPICAL,OTC monograph not final,1
3071229,77209-4934,LIQUID,ALCOHOL,WHO Recommended Hand Rub,TOPICAL,OTC monograph not final,1
3071305,50580-438,SUSPENSION,Acetaminophen,Childrens TYLENOL,ORAL,OTC monograph not final,1
2952399,71205-994,TABLET,Lovastatin,Lovastatin,ORAL,ANDA,1
3054947,24765-119,LIQUID,"Glycerin, Allantoin, Hydroxyethylcellulose",GUJIN BIO SERUM,TOPICAL,OTC monograph not final,3
3044230,78735-0005,LIQUID,Isopropyl Alcohol,MG12 Magnificent Hand sanitizer (Lavender),TOPICAL,OTC monograph not final,1
2976359,16252-515,"TABLET, FILM COATED",Ciprofloxacin,Ciprofloxacin,ORAL,ANDA,1
2990900,63629-8641,OINTMENT,Desoximetasone,desoximetasone,TOPICAL,ANDA,1
2989995,13668-047,TABLET,LAMOTRIGINE,LAMOTRIGINE,ORAL,ANDA,1
2986776,55154-3544,INJECTION,Enoxaparin Sodium,Enoxaparin Sodium,SUBCUTANEOUS,ANDA,1
2928804,54868-6118,TABLET,fenofibrate,Fenoglide,ORAL,NDA,1
2946635,63187-063,"TABLET, COATED",Tramadol Hydrochloride,Tramadol Hydrochloride,ORAL,ANDA,1
2971662,0409-1630,"INJECTION, SOLUTION",ATROPINE SULFATE,Atropine Sulfate,INTRAVENOUS,NDA,1
2936772,67877-174,TABLET,Olanzapine,Olanzapine,ORAL,ANDA,1
2982764,0781-3494,INJECTION,DEXMEDETOMIDINE HYDROCHLORIDE IN 0.9% SODIUM CHLORIDE,DEXMEDETOMIDINE HYDROCHLORIDE IN 0.9% SODIUM CHLORIDE,INTRAVENOUS,ANDA,1
2943142,42211-206,CAPSULE,meloxicam,Vivlodex,ORAL,NDA,1
3014638,71221-792,CREAM,"TITANIUM DIOXIDE, ZINC OXIDE",Coral Safe SPF-30 Broad Spectrum Sunscreen,TOPICAL,OTC monograph not final,2
3027009,69031-004,LOTION,Salicylic Acid,Soothion Psoriasis and Seborrheic Dermatitis Formula,TOPICAL,OTC monograph final,1
2948812,71335-0856,TABLET,Prednisone,Prednisone,ORAL,ANDA,1
2971164,0781-5792,"TABLET, FILM COATED",Levofloxacin,Levofloxacin,ORAL,ANDA,1
3025116,51706-711,GEL,Alcohol,Hand  sanitizer,TOPICAL,OTC monograph not final,1
3003192,11489-067,EMULSION,"Avobenzone , Octinoxate and Octisalate",No7 Protect and Perfect Day Sunscreen SPF 15,TOPICAL,OTC monograph not final,3
2985865,63629-7942,"CAPSULE, LIQUID FILLED",Ergocalciferol,Ergocalciferol,ORAL,ANDA,1
2952604,50090-5101,"TABLET, EXTENDED RELEASE",Bupropion Hydrochloride,BUPROPION HYDROCHLORIDE (SR),ORAL,ANDA,1
2983056,0115-1741,"CAPSULE, EXTENDED RELEASE",Methylphenidate Hydrochloride,Methylphenidate Hydrochloride,ORAL,ANDA,1
2942195,59088-771,CREAM,Lidocaine HCl and Hydrocortisone Acetate,Lidocaine HCl  - Hydrocortisone Acetate,RECTAL,unapproved drug other,2
3029124,0259-2102,CREAM,dimethicone,Mederma Stretch Marks Therapy,TOPICAL,OTC MONOGRAPH FINAL,1
2987921,13985-603,OINTMENT,Gentamicin Sulfate,Gentamicin Sulfate,OPHTHALMIC,ANDA,1
3014349,69804-028,LIQUID,lidocaine hcl,extra strength naturally hl foot care,TOPICAL,OTC monograph not final,1
2974877,45802-423,OINTMENT,Desonide,Desonide,TOPICAL,NDA,1
3059842,69607-0916,CAPSULE,Diphenhydramine HCl,Nighttime Sleep Aid,ORAL,OTC monograph final,1
3043772,13630-0161,SPRAY,Ethyl Alcohol,Defense ZoneHand Sanitizer,TOPICAL,OTC monograph not final,1
2997173,50090-6384,TABLET,pioglitazone hydrochloride,PIOGLITAZONE HYDROCHLORIDE,ORAL,ANDA,1
2959022,55700-791,"TABLET, FILM COATED, EXTENDED RELEASE",OXYCODONE HCl,OXYCODONE HCl,ORAL,NDA authorized generic,1
3054085,51531-1349,GEL,Salicylic Acid,Clear Proof Clarifying Cleansing GelAcne Medication,TOPICAL,OTC monograph final,1
3018674,71011-004,LOTION,"OXYBENZONE,OCTINOXATE,OCTISALATE",Sunscreen,TOPICAL,OTC monograph not final,3
2928565,12634-529,TABLET,DIAZEPAM,DIAZEPAM,ORAL,ANDA,1
2984987,68400-501,GEL,Benzocaine,Gelato Topical Anesthetic,DENTAL,Export only,1
3022473,52904-794,"TABLET, COATED",ibuprofen,ADVIL,ORAL,NDA,1
2956084,0781-1831,"TABLET, FILM COATED",Amoxicillin and Clavulanate Potassium,Amoxicillin and Clavulanate Potassium,ORAL,ANDA,2
3041925,51861-071,LIQUID,ALCOHOL,USANA Hand Sanitizer,TOPICAL,OTC monograph not final,1
2984324,63629-2417,TABLET,methocarbamol,Methocarbamol,ORAL,ANDA,1
3006229,63029-424,LIQUID,Sennosides,Little Remedies Little Tummys Laxative Drops,ORAL,OTC MONOGRAPH NOT FINAL,1
2946036,13668-161,TABLET,telmisartan and hydrochlorthiazide,telmisartan and hydrochlorthiazide,ORAL,ANDA,2
2949290,71288-418,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",FOSAPREPITANT,FOSAPREPITANT,INTRAVENOUS,ANDA,1
3040041,69949-202,STICK,Zinc Oxide,SPORT MINERAL TINTED SUN - LIGHT,TOPICAL,OTC MONOGRAPH FINAL,1
3065156,0363-0375,TABLET,Loperamide HCl,Anti-Diarrheal,ORAL,ANDA,1
3005182,37205-349,TABLET,"DOCUSATE SODIUM, SENNOSIDES",Leader Stool Softener plus Stimulant Laxative,ORAL,OTC monograph not final,2
3061159,69612-011,SOLUTION,ISOPROPYL ALCOHOL,Go PSP hand sanitizer,TOPICAL,OTC monograph not final,1
3020354,98132-304,POWDER,Titanium Dioxide and Zinc oxide,"bareMinerals READY Touch Up Veil Broad Spectrum SPF 15 
Dark",TOPICAL,OTC monograph not final,2
2982502,50261-110,INSERT,estradiol,IMVEXXY,VAGINAL,NDA,1
3066166,78789-002,GEL,ALCOHOL,"Disney Villains Maleficent Hand Sanitizer, Dark Fruits",TOPICAL,OTC monograph not final,1
3016068,0132-0334,CREAM,Zinc Oxide,Boudreauxs,TOPICAL,OTC monograph final,1
2982431,43598-749,TABLET,Sapropterin Dihydrochloride,Sapropterin Dihydrochloride,ORAL,NDA,1
3011456,65342-0940,CREAM,"AVOBENZONE, OCTINOXATE",Laura Mercier Flawless Skin Moisture Creme Broad Spectrum SPF 15 Sunscreen for Normal/Combination SkinFlawless skin Mega Moisturizer SPF-15 NORMAL  COMBINATION,TOPICAL,OTC monograph not final,2
2965435,50090-3472,"TABLET, FILM COATED",sitagliptin,JANUVIA,ORAL,NDA,1
2930666,16590-107,CREAM,GENTAMICIN SULFATE,GENTAMICIN SULFATE,TOPICAL,ANDA,1
3037596,77017-016,CLOTH,Alcohol,Inoculex MULTI-PURPOSE SANITIZING WET WIPES,TOPICAL,OTC monograph not final,1
3007229,14783-014,CREAM,"Avobenzone, Octisalate, Octocrylene, and Oxybenzone",LBEL LEDERM 35plus Jour SPF 15 Facial Treatment Against First Signs of Aging Day - Oily Skin,TOPICAL,OTC MONOGRAPH FINAL,4
2933134,0121-4794,SOLUTION,THEOPHYLLINE ANHYDROUS,Theophylline,ORAL,ANDA,1
2972820,16714-478,"TABLET, FILM COATED",amoxicillin and clavulanate potassium,Amoxicillin and Clavulanate Potassium,ORAL,ANDA,2
2943514,72934-4149,SOLUTION,MINOXIDIL 7% / PROGESTERONE 0.1% / TRETINOIN 0.025%,MINOXIDIL 7% / PROGESTERONE 0.1% / TRETINOIN 0.025%,TOPICAL,unapproved drug other,3
2964758,68788-6819,"TABLET, FILM COATED",Carvedilol,Carvedilol,ORAL,ANDA,1
2952578,65162-682,TABLET,Phenazopyridine,Phenazopyridine Hydrochloride,ORAL,UNAPPROVED DRUG OTHER,1
3040239,79485-100,GEL,ALCOHOL,Hand Sanitizer Gel,TOPICAL,OTC monograph not final,1
3034049,78061-010,GEL,ALCOHOL,Hand Sanitizer,TOPICAL,OTC monograph not final,1
3049360,43742-1277,LIQUID,"Adenosinum Triphosphoricum Dinatrum, Apiolum, Benzoicum Acidum, Cholinum, Cinnamic Acid, Eugenol, Folic Acid, Formalinum, Histaminum Hydrochloricum, L-Asparagine (Monohydrate), Lac Defloratum, Lac Vaccinum, Menadione, Oophorinum (Suis), Phenyl Isothiocyanate, Quercetin, Rutin, Saccharum Lactis, Ileum (Suis), Jejunum (Suis), Stomach (Suis), Coumarinum, Folliculinum, GABA (Gamma-Aminobutyric Acid), Sarcolacticum Acidum, Lac Caninum, Lac Felinum, Lac Humanum, Piperine, Calcarea Carbonica, Calcarea Fluorica,",Dairy Allergen Mix,ORAL,unapproved drug other,38
3077193,0363-0135,"AEROSOL, SPRAY","Avobenzone, Homosalate, Octisalate, Octocrylene",WALGREENS SPF 100 SHEER BODY SUNSCREEN MIST,TOPICAL,OTC monograph not final,4
2999723,71839-127,INJECTION,Phenylephrine Hydrochloride,Phenylephrine Hydrochloride,INTRAVENOUS,ANDA,1
3016813,50090-0226,LIQUID,Pseudoephedrine Hydrochloride,Rugby Nasal Decongestant,ORAL,OTC MONOGRAPH FINAL,1
2953663,68382-856,TABLET,triamterene and hydrochlorothiazide,triamterene and hydrochlorothiazide,ORAL,ANDA,2
2986987,68180-721,TABLET,Amlodipine Besylate,Amlodipine Besylate,ORAL,ANDA,1
3049585,63931-4449,LOTION,Zinc Oxide,WL-AAD-Z-W-1049,TOPICAL,OTC monograph not final,1
3030044,74279-0002,GEL,ALCOHOL,Wonder Hand Fresh Gel Lemon Flavor (Ethanol),TOPICAL,OTC monograph not final,1
2998470,71839-137,"INJECTION, SOLUTION",carboprost tromethamine,CARBOPROST TROMETHAMINE,INTRAMUSCULAR,ANDA,1
2985084,65162-048,TABLET,Oxycodone,Oxycodone Hydrochloride,ORAL,ANDA,1
3066368,82447-103,LIQUID,alcohol,Hand Sanitizer,TOPICAL,OTC monograph not final,1
3033574,75535-0003,GEL,ALCOHOL,Dr.Day S Hand Clean Gel,TOPICAL,OTC monograph not final,1
3023878,66163-6403,CREAM,Octinoxate and Zinc Oxide,GloNaturals - Broad-Spectrum Sunscreen SPF 30,TOPICAL,OTC MONOGRAPH NOT FINAL,2
3013160,31190-330,SPRAY,"OCTINOXATE, OCTISALATE, OXYBENZONE, TITANIUM DIOXIDE",SPF 30 SUNSCREEN,TOPICAL,OTC monograph not final,5
3033293,65601-009,GEL,sanitizer gel,Advanced Alcohol Gel Sanitizer III,EXTRACORPOREAL,OTC monograph not final,1
2963899,50090-5488,OINTMENT,Clobetasol Propionate,Clobetasol Propionate,TOPICAL,ANDA,1
2970996,70518-3171,"TABLET, FILM COATED",Benazepril Hydrochloride,Benazepril Hydrochloride,ORAL,ANDA,1
2937922,53217-138,TABLET,buprenorphine hydrochloride and naloxone hydrochloride,Buprenorphine and Naloxone,SUBLINGUAL,ANDA,2
2957272,64380-713,CAPSULE,Benzonatate,Benzonatate,ORAL,ANDA,1
3051666,36800-681,"PASTE, DENTIFRICE",Fluoride,Top CareEnamel Guard,DENTAL,OTC monograph not final,2
3040793,73956-401,SOLUTION,Alcohol,80% Alcohol Hand Sanitizer,TOPICAL,OTC monograph not final,1
2939083,43353-989,TABLET,Amlodipine besylate,Amlodipine besylate,ORAL,ANDA,1
2974391,70518-2664,"TABLET, FILM COATED",Atorvastatin Calcium,Atorvastatin Calcium,ORAL,ANDA,1
3043671,80762-0001,POWDER,SODIUM CHLORIDE,Bye Bye (Toc Toc),TOPICAL,unapproved drug other,1
3012308,63824-483,SOLUTION,Benzalkonium Chloride,Lysol Touch of Foam,TOPICAL,OTC MONOGRAPH NOT FINAL,1
2951553,69336-130,TABLET,Metaxalone,Metaxalone,ORAL,ANDA,1
2964741,63629-2221,SUSPENSION,Megestrol Acetate,Megestrol Acetate,ORAL,NDA AUTHORIZED GENERIC,1
2988114,70518-2673,GEL,Diclofenac Sodium,Diclofenac Sodium,TOPICAL,ANDA,1
2978522,71205-616,CAPSULE,Doxycycline,Doxycycline,ORAL,ANDA,1
3027264,25113-444,GEL,alcohol,Instant Hand Sanitizer,TOPICAL,OTC monograph not final,1
2961620,68071-4481,CREAM,Silver Sulfadiazine,Silver Sulfadiazine,TOPICAL,NDA,1
2967350,59651-153,CAPSULE,Progesterone,Progesterone,ORAL,ANDA,1
3052198,72288-052,"CAPSULE, LIQUID FILLED",Diphenhydramine HCl,basic care nighttime sleep aid,ORAL,OTC monograph final,1
3066344,80499-104,LIQUID,BENZALKONIUM CHLORIDE,Hygiene Clean Lilac Garden Hand Sanitizer,TOPICAL,OTC monograph not final,1
3051394,51060-265,LIQUID,TITANIUM DIOXIDE AND ZINC OXIDE,Rainforest of the Sea Water Foundation Broad Spectrum SPF 15 Sunscreen 29G light-medium golden,TOPICAL,OTC MONOGRAPH NOT FINAL,2
2936453,0615-7810,"TABLET, FILM COATED",tramadol hydrochloride,Tramadol Hydrochloride,ORAL,ANDA,1
2990815,16714-524,"CAPSULE, EXTENDED RELEASE",DILTIAZEM HYDROCHLORIDE,DILTIAZEM HYDROCHLORIDE,ORAL,ANDA,1
2947831,69539-034,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",Fosaprepitant,Fosaprepitant,INTRAVENOUS,ANDA,1
3074684,62670-6394,SPRAY,ALCOHOL,Anti-Bacterial HandFRESHWATER,TOPICAL,OTC monograph not final,1
2960555,62007-212,RINSE,FLUORIDE TREATMENT,PCXX NEUTRAL RNS GRAPE,TOPICAL,unapproved drug other,1
3070393,55301-876,LIQUID,Ethyl Alcohol,Ethyl Rubbing Alcohol,TOPICAL,OTC monograph not final,1
3046669,66715-9736,TABLET,Ranitidine,Zantac 150Acid Reducer,ORAL,NDA,1
3027726,0363-0138,TABLET,Sennosides,Senna laxative,ORAL,OTC MONOGRAPH NOT FINAL,1
2967062,60505-2832,CAPSULE,atomoxetine hydrochloride,Atomoxetine Hydrochloride,ORAL,ANDA,1
2978096,55150-209,"INJECTION, SOLUTION",Dexmedetomidine,Dexmedetomidine,INTRAVENOUS,ANDA,1
2929706,68387-497,TABLET,tramadol hydrochloride and acetaminophen,Tramadol Hydrochloride and Acetaminophen,ORAL,ANDA,2
2992333,68071-2702,CAPSULE,valproic acid,Valproic Acid,ORAL,ANDA,1
2989782,70518-3363,"TABLET, COATED",Doxycycline hyclate,Doxycycline,ORAL,ANDA,1
2998440,50090-6466,"POWDER, FOR SUSPENSION",Amoxicillin,Amoxicillin,ORAL,ANDA,1
3033984,49035-299,RINSE,CETYLPYRIDINIUM CHLORIDE,Antiseptic,ORAL,OTC monograph not final,1
3001947,0699-5741,LIQUID,Isopropyl Alcohol,Moist SURE,TOPICAL,OTC MONOGRAPH FINAL,1
3019514,71899-002,CREAM,"Octinoxate, Titanium Dioxide, Zinc Oxide",Light Illusion Luminous Makeup Nude-Skin Feel all day wear broad spectrum spf18  sunscreen Ivory L2,TOPICAL,OTC monograph not final,3
3075828,81902-130,PATCH,"Lidocaine 4%, Menthol 4%",Zylotrol,TOPICAL,OTC monograph not final,2
3064750,49483-610,"CAPSULE, LIQUID FILLED",IBUPROFEN,IBUPROFEN,ORAL,ANDA,1
2956334,71610-463,TABLET,Gabapentin,Gabapentin,ORAL,ANDA,1
2989512,0264-5802,"INJECTION, SOLUTION",SODIUM CHLORIDE,Sodium Chloride,INTRAVENOUS,NDA,1
2976176,71408-001,GAS,Oxygen,Oxygen,RESPIRATORY (INHALATION),NDA,1
3056394,70000-0005,TABLET,Doxylamine succinate,LEADER SLEEP AID,ORAL,ANDA,1
3039626,77388-002,SOLUTION,ALCOHOL,Zuum Klin SSPray Antiseptic Hand Sanitizer,TOPICAL,OTC monograph not final,1
3038711,11673-079,GEL,ALCOHOL,choco mallow melt hand sanitizer,TOPICAL,OTC monograph not final,1
2961005,63739-797,"CAPSULE, LIQUID FILLED",Nimodipine,Nimodipine,ORAL,ANDA,1
2991564,53002-9292,SOLUTION/ DROPS,gentamicin sulfate,GENTAMICIN SULFATE,OPHTHALMIC,ANDA,1
3004509,67510-0501,LIQUID,"Acetaminophen, Dextromethorphan HBr, Doxylamine succinate",Night Time Cold/Flu Relief Original,ORAL,OTC monograph final,3
3078146,0363-7760,LIQUID,"dextromethorphan hydrobromide, guaifenesin, and phenylephrine hydrochloride",Walgreens Maximum Strength Severe Congestion and Cough,ORAL,OTC monograph final,3
3057664,49527-079,LIQUID,SALICYLIC ACID,CLINIQUE ACNE SOLUTIONS CLEANSING FOAM,TOPICAL,OTC MONOGRAPH FINAL,1
3046148,23319-0009,LIQUID,octinoxate,YANBAL BASE LIQUIDA MATIFICANTE MATTIFYING FOUNDATION SUNSCREEN BROAD SPECTRUM SPF 15 TONO 3,TOPICAL,OTC monograph not final,1
3080090,49817-2072,EMULSION,"OCTISALATE, TITANIUM DIOXIDE",PARURE GOLD SKIN MATTE FOUNDATION NO-TRANSFER HIGH PERFECTION 24H CARE AND WEAR INFUSED WITH 24K GOLD AND WHITE PEONY WITH SUNSCREEN BROADSPECTRUM SPF 15 3N,TOPICAL,OTC monograph not final,2
3007365,11673-808,LIQUID,Triclosan 0.46%,Foaming Hand Wash,TOPICAL,OTC monograph not final,1
3068169,70415-201,SOLUTION,CHLOROXYLENOL,Royal Antibacterial Foam Hand Wash,TOPICAL,OTC monograph not final,1
2976709,71205-899,TABLET,albuterol,Albuterol,ORAL,ANDA,1
3012767,76413-320,LOTION,Permethrin,Permethrin,TOPICAL,ANDA,1
2971844,71610-307,TABLET,Buspirone Hydrochloride,Buspirone Hydrochloride,ORAL,ANDA,1
3060518,43333-473,GEL,Ethyl Alcohol,Hand Sanitizer,TOPICAL,OTC monograph not final,1
2932719,52959-737,TABLET,Hydrocodone Bitartrate and Acetaminophen,Hydrocodone Bitartrate and Acetaminophen,ORAL,ANDA,2
3052216,30142-059,"TABLET, FILM COATED, EXTENDED RELEASE",Fexofenadine Hydrochloride and Pseudoephedrine Hydrochloride,Fexofenadine Hydrochloride and Pseudoephedrine Hydrochloride,ORAL,ANDA,2
2944639,16714-825,"CAPSULE, EXTENDED RELEASE",propafenone hydrochloride,propafenone hydrochloride,ORAL,ANDA,1
2975220,70934-318,"TABLET, FILM COATED",Ondansetron Hydrochloride,Ondansetron Hydrochloride,ORAL,ANDA,1
3019248,49035-313,SUSPENSION,Acetaminophen,Equate Childrens Pain and Fever,ORAL,OTC monograph not final,1
2966679,0245-0015,TABLET,Sotalol Hydrochloride,Sorine,ORAL,ANDA,1
2975492,10297-006,GAS,Helium,Helium,RESPIRATORY (INHALATION),NDA,1
3058084,59779-895,SPRAY,Phenol,CVS Health Sore Throat Fast Relief Oral Anesthetic,ORAL,OTC monograph not final,1
2993145,63629-9309,GEL,clindamycin phosphate,CLINDAMYCIN PHOSPHATE,TOPICAL,ANDA,1
2929538,54868-4021,INJECTION,Promethazine hydrochloride,Promethazine hydrochloride,INTRAMUSCULAR,ANDA,1
3059769,50157-016,LIQUID,Benzalkonium Chloride,"Antibacterial

2X",TOPICAL,OTC monograph not final,1
3069403,73818-306,CLOTH,Antiseptic Wipes,BYD Antibacterial Wet Wipes,TOPICAL,OTC monograph not final,1
2966705,0409-1761,"INJECTION, SOLUTION",Bupivacaine Hydrochloride in Dextrose,Marcaine Spinal,SUBARACHNOID,NDA,1
3060933,59779-482,LIQUID,Sodium fluoride,Alcohol-Free Anticavity,ORAL,OTC monograph final,1
3048894,47593-264,SOLUTION,Antiseptic handwash,Endure 300 Cida Rinse GelAntimicrobial Hand Rinse,TOPICAL,OTC monograph not final,1
2951540,43598-294,CAPSULE,pregabalin,pregabalin,ORAL,ANDA,1
2952375,0378-8085,GEL,Tretinoin,Tretinoin,TOPICAL,NDA authorized generic,1
3020751,72144-020,PATCH,"Niacinamide, Adenosine",Dr JmeeLab Double Complex Black Mask,TOPICAL,unapproved drug other,2
3039541,62400-0016,GEL,ALCOHOL,Genesis Today Hand Sanitizer,TOPICAL,OTC monograph not final,1
2935631,53808-0933,"CAPSULE, LIQUID FILLED",AMANTADINE HYDROCHLORIDE,Amantadine HCl,ORAL,ANDA,1
3009458,15127-340,TABLET,Ranitidine,Acid Reducer,ORAL,ANDA,1
2984200,0310-0610,CAPSULE,SELUMETINIB,KOSELUGO,ORAL,NDA,1
3052588,70512-106,GEL,Diclofenac Sodium 1%,Diclofenac Sodium,TOPICAL,ANDA,1
2956969,0024-5841,"SOLUTION, CONCENTRATE",ziv-aflibercept,ZALTRAP,INTRAVENOUS,BLA,1
3076593,35000-181,"PASTE, DENTIFRICE",Stannous Fluoride,Colgate Total Plaque Pro Release Whitening,DENTAL,OTC MONOGRAPH FINAL,1
3042634,49638-115,"TABLET, DELAYED RELEASE",Aspirin,Aspirin,ORAL,OTC monograph final,1
2991355,66993-264,"TABLET, COATED",Amlodipine and Atorvastatin,Amlodipine and Atorvastatin,ORAL,NDA,2
3034044,74737-2021,GEL,ALCOHOL,SLIM HAND SANITIZER,TOPICAL,OTC monograph not final,1
2945614,57237-041,"TABLET, FILM COATED",Penicillin V Potassium,Penicillin V Potassium,ORAL,ANDA,1
2941250,60760-306,"TABLET, ORALLY DISINTEGRATING",Ondansetron,Ondansetron,ORAL,ANDA,1
3078482,55910-904,"TABLET, MULTILAYER, EXTENDED RELEASE",guaifenesin,DG Health Mucus ER,ORAL,ANDA,1
2938930,43353-343,"TABLET, DELAYED RELEASE",Pantoprazole Sodium,Pantoprazole Sodium,ORAL,ANDA,1
3070866,63824-435,LOTION,Salicylic Acid,Clearasil Rapid Rescue Deep Treatment Scrub,TOPICAL,OTC MONOGRAPH FINAL,1
3074425,74787-1801,CREAM,Hot and Cold Cream,CannaSerene Hot and Cold CBD Cream,TOPICAL,OTC monograph not final,2
2963735,42708-017,CAPSULE,Cephalexin,Cephalexin,ORAL,ANDA,1
3063124,80489-006,OINTMENT,Bacitracin,Drs.  Antibiotic Bacitracin,TOPICAL,OTC monograph final,1
3002322,49371-036,LIQUID,Alcohol,Lavender Vanilla Anti-Bacterial Hand Sanitizer,TOPICAL,OTC monograph not final,1
3077912,51316-744,SOLUTION,dextromethorphan hydrobromide and guaifenesin,CVS ADULT COUGH PLUS CHEST CONGESTION DM,ORAL,OTC monograph final,2
2973632,50474-570,"TABLET, FILM COATED",brivaracetam,Briviact,ORAL,NDA,1
3011475,42851-079,SOLUTION,SALICYLIC ACID,OFFECTS TE-PADS ACNE PORE TREATMENT SYSTEM,TOPICAL,OTC MONOGRAPH FINAL,1
3072249,55910-020,PASTE,Zinc oxide,Diaper Rash,TOPICAL,OTC monograph final,1
3070914,70721-008,GEL,Benzocaine,Defend,DENTAL,OTC monograph not final,1
3077407,82699-003,"AEROSOL, SPRAY",Right Guard Sport Antiperspirant Unscented,Right Guard Sport Antiperspirant Unscented,TOPICAL,OTC monograph final,1
3059157,64141-022,LIQUID,"OCTINOXATE, TITANIUM DIOXIDE, and ZINC OXIDE",BOBBI BROWN INTENSIVE SKIN SERUM FOUNDATION BROAD SPECTRUM SPF 35,TOPICAL,OTC MONOGRAPH NOT FINAL,3
2949801,51662-1224,INJECTION,EPINEPHRINE,EPINEPHRINE,INTRAMUSCULAR,NDA,1
2958522,70934-388,"TABLET, EXTENDED RELEASE",Metoprolol Succinate,Metoprolol Succinate,ORAL,ANDA,1
2981076,80425-0159,TABLET,Tramadol HCL,Tramadol HCL,ORAL,ANDA,1
3063874,60913-206,SWAB,Isopropyl Alcohol,Alcohol Prep Pads,TOPICAL,OTC monograph not final,1
2993747,60687-636,TABLET,Ondansetron,Ondansetron,ORAL,ANDA,1
3035900,55154-7897,TABLET,Acetaminophen,Acetaminophen,ORAL,OTC monograph not final,1
3014429,69772-019,OINTMENT,Neomycin,Vitacilina,TOPICAL,OTC monograph final,1
2952747,55154-8145,"TABLET, FILM COATED",Mirtazapine,Mirtazapine,ORAL,ANDA,1
3000090,68071-3471,TABLET,Aripiprazole,Aripiprazole,ORAL,ANDA,1
2930225,54868-4928,SUSPENSION,ciprofloxacin and dexamethasone,Ciprodex,AURICULAR (OTIC),NDA,2
2983888,63629-1904,"TABLET, EXTENDED RELEASE",Methylphenidate Hydrochloride,Methylphenidate Hydrochloride,ORAL,ANDA,1
2998743,71335-9698,TABLET,Enalapril Maleate,Enalapril Maleate,ORAL,ANDA,1
2941364,60760-325,"TABLET, FILM COATED",Eszopiclone,Eszopiclone,ORAL,ANDA,1
3042826,80619-015,GEL,ETHYL ALCOHOL,Lemon Twist HAND SANITISER,TOPICAL,OTC monograph not final,1
3017332,72059-005,SWAB,benzalkonium chloride,Cleansing Towelette,TOPICAL,OTC monograph not final,1
2989746,71335-1996,TABLET,Gemfibrozil,GEMFIBROZIL,ORAL,ANDA,1
3021052,68016-003,TABLET,"METHENAMINE, SODIUM SALICYLATE",Premier Value Antibacterial Plus Urinary Pain Relief,ORAL,unapproved drug other,2
3029976,71975-010,CREAM,Dimethicone,Ultra V RENEWDERM PLUS,TOPICAL,OTC monograph final,1
3023693,67091-345,TABLET,"Guaifenesin, Dextromethorphan HBr",Mucus Relief DMMaximum Strength,ORAL,ANDA,2
2996944,72578-101,CREAM,Acyclovir,Acyclovir,TOPICAL,ANDA,1
2986709,67296-1210,TABLET,Lomotil,Lomotil,ORAL,NDA,2
3012342,14783-857,LOTION,Octinoxate and Titanium Dioxide,LBEL EFFET PARFAIT signs of age appearance minimizer foundation SPF 20 FM CLAIRE 2 - BEIGE,TOPICAL,OTC MONOGRAPH FINAL,2
3027788,98132-242,POWDER,SALICYLIC ACID,bareMinerals Blemish Rescue Skin-Clearing Loose Foundation Golden Nude 3.5NW,TOPICAL,OTC MONOGRAPH FINAL,1
3028300,69872-003,SPRAY,LIDOCAINE,SWISS NAVY Endurance Rx,TOPICAL,OTC monograph not final,1
2976400,0998-0204,SOLUTION/ DROPS,pilocarpine hydrochloride,ISOPTO CARPINE,OPHTHALMIC,NDA,1
2951439,60723-056,CAPSULE,Tamsulosin Hydrochloride,Tamsulosin Hydrochloride,ORAL,ANDA,1
3075969,68998-198,"TABLET, COATED",Acetaminophen,Pain ReliefExtra Strength,ORAL,OTC monograph not final,1
3055377,57243-810,LIQUID,Isopropyl alcohol,70%,TOPICAL,OTC monograph not final,1
3071268,11822-0724,LIQUID,Bismuth subsalicylate,Stomach ReliefRegular Strength,ORAL,OTC monograph final,1
3002465,61995-2387,CREAM,"Zinc Oxide, Titanium Dioxide",Alba Sunblock Facial SPF 20,TOPICAL,OTC monograph not final,2
