id,drug_class1,drug_class2,ddi_ref_id,ddi_risk,description,source_id
1915,griseofulvin,norethynodrel,2,Significant,GRISEOFULVIN/NORETHYNODREL [VA Drug Interaction],C23307595454170
3321,mesoridazine,quinine,2,Significant,MESORIDAZINE/QUININE [VA Drug Interaction],C56^4931^
15,gatifloxacin,pioglitazone,2,Critical,GATIFLOXACIN/PIOGLITAZONE HCL [VA Drug Interaction],C23308143128526
5407,desflurane,indacaterol,2,Significant,DESFLURANE/INDACATEROL [VA Drug Interaction],C56^9114^
3888,everolimus,atazanavir,2,Significant,ATAZANAVIR/EVEROLIMUS [VA Drug Interaction],C56^5811^
2876,sitagliptin,ofloxacin,2,Significant,OFLOXACIN/SITAGLIPTIN [VA Drug Interaction],C56^4251^
2369,citalopram,trimipramine,2,Significant,CITALOPRAM/TRIMIPRAMINE [VA Drug Interaction],C56.3500
6310,naratriptan,sumatriptan,2,Significant,NARATRIPTAN HYDROCHLORIDE/SUMATRIPTAN [VA Drug Interaction],C23304562428744
3129,conivaptan,nefazodone,2,Critical,CONIVAPTAN/NEFAZODONE [VA Drug Interaction],C56^4629^
3333,methadone,lopinavir,2,Significant,LOPINAVIR/METHADONE [VA Drug Interaction],C56^4954^
5058,ponatinib,itraconazole,2,Significant,ITRACONAZOLE/PONATINIB [VA Drug Interaction],C56^7712^
1309,celecoxib,fluconazole,2,Significant,CELECOXIB/FLUCONAZOLE [VA Drug Interaction],C23305039689960
4410,lopinavir,oxycodone,2,Significant,LOPINAVIR/OXYCODONE [VA Drug Interaction],C56^6632^
5200,enzalutamide,risperidone,2,Significant,ENZALUTAMIDE/RISPERIDONE [VA Drug Interaction],C56^8041^
6397,methysergide,delavirdine,2,Critical,DELAVIRDINE MESYLATE/METHYSERGIDE [VA Drug Interaction],C23305119327177
4565,methysergide,conivaptan,2,Critical,CONIVAPTAN/METHYSERGIDE [VA Drug Interaction],C56^7008^
3348,oxycodone,fosaprepitant,2,Significant,FOSAPREPITANT/OXYCODONE [VA Drug Interaction],C56^4970^
4668,artemether,ulipristal acetate,2,Significant,ARTEMETHER/ULIPRISTAL ACETATE [VA Drug Interaction],C56^7131^
1950,thioridazine,ziprasidone,2,Critical,THIORIDAZINE/ZIPRASIDONE [VA Drug Interaction],C23307778549787
5138,flecainide,azithromycin,2,Significant,AZITHROMYCIN/FLECAINIDE [VA Drug Interaction],C56^7956^
5146,sodium oxybate,codeine,2,Critical,CODEINE/SODIUM OXYBATE [VA Drug Interaction],C56^7968^
4010,colchicine,itraconazole,2,Significant,COLCHICINE/ITRACONAZOLE [VA Drug Interaction],C56^3960^
1327,amprenavir,clozapine,2,Significant,AMPRENAVIR/CLOZAPINE [VA Drug Interaction],C23305146396818
1108,mephentermine,tranylcypromine,2,Critical,MEPHENTERMINE/TRANYLCYPROMINE [VA Drug Interaction],C23304462799322
5285,dofetilide,telithromycin,2,Significant,DOFETILIDE/TELITHROMYCIN [VA Drug Interaction],C56^8183^
7485,elvitegravir,aluminium phosphate,2,Significant,ALUMINUM PHOSPHATE/ELVITEGRAVIR [VA Drug Interaction],C56^7253^
4456,bivalirudin,eptifibatide,2,Significant,BIVALIRUDIN/EPTIFIBATIDE [VA Drug Interaction],C56^6697^
2046,almotriptan,sertraline,2,Significant,ALMOTRIPTAN/SERTRALINE [VA Drug Interaction],C56.3018
4542,clarithromycin,mesoridazine,2,Significant,CLARITHROMYCIN/MESORIDAZINE [VA Drug Interaction],C56^6976^
7701,clozapine,gemcitabine,2,Significant,CLOZAPINE/GEMCITABINE HYDROCHLORIDE [VA Drug Interaction],C56^9317^
85,alfentanil,mibefradil,2,Significant,ALFENTANIL/MIBEFRADIL DIHYDROCHLORIDE [VA Drug Interaction],C56^6648^
5708,ibrutinib,erythromycin,2,Significant,ERYTHROMYCIN/IBRUTINIB [VA Drug Interaction],C56^9954^
2077,ranolazine,saquinavir,2,Critical,RANOLAZINE/SAQUINAVIR [VA Drug Interaction],C56.3076
2534,aliskiren,irbesartan,2,Significant,ALISKIREN/IRBESARTAN [VA Drug Interaction],C56^3713^
7181,toremifene,clarithromycin,2,Significant,CLARITHROMYCIN/TOREMIFENE CITRATE [VA Drug Interaction],C56^5429^
1753,amobarbital,estradiol,2,Significant,AMOBARBITAL/ESTRADIOL [VA Drug Interaction],C23306940488246
3024,posaconazole,efavirenz,2,Significant,EFAVIRENZ/POSACONAZOLE [VA Drug Interaction],C56^4483^
6242,butalbital,dicoumarol,2,Significant,BUTALBITAL/DICUMAROL [VA Drug Interaction],C23304221363609
1430,amiodarone,mexiletine,2,Significant,AMIODARONE/MEXILETINE [VA Drug Interaction],C23305526283647
2914,pramlintide,ciprofloxacin,2,Significant,CIPROFLOXACIN/PRAMLINTIDE [VA Drug Interaction],C56^4299^
5315,fesoterodine,primidone,2,Significant,FESOTERODINE/PRIMIDONE [VA Drug Interaction],C56^8785^
3214,zoledronic acid,ethacrynic acid,2,Significant,ETHACRYNIC ACID/ZOLEDRONIC ACID [VA Drug Interaction],C56^4748^
5585,deferasirox,phenytoin,2,Significant,DEFERASIROX/PHENYTOIN [VA Drug Interaction],C56^9397^
3127,ixabepilone,phenobarbital,2,Significant,IXABEPILONE/PHENOBARBITAL [VA Drug Interaction],C56^4626^
6283,atorvastatin,ketoconazole,2,Critical,ATORVASTATIN CALCIUM/KETOCONAZOLE [VA Drug Interaction],C23304443168335
1729,quazepam,sodium oxybate,2,Critical,QUAZEPAM/SODIUM OXYBATE [VA Drug Interaction],C23306829469946
3843,nilotinib,primidone,2,Significant,NILOTINIB/PRIMIDONE [VA Drug Interaction],C56^5745^
5083,pasireotide,vandetanib,2,Significant,PASIREOTIDE/VANDETANIB [VA Drug Interaction],C56^7875^
5089,pasireotide,artemether,2,Critical,ARTEMETHER/PASIREOTIDE [VA Drug Interaction],C56^7882^
1236,alprazolam,erythromycin,2,Significant,ALPRAZOLAM/ERYTHROMYCIN [VA Drug Interaction],C23304834567801
1532,aminoglutethimide,tamoxifen,2,Significant,AMINOGLUTETHIMIDE/TAMOXIFEN [VA Drug Interaction],C23305908512953
7551,norethisterone,atazanavir,2,Significant,ATAZANAVIR/NORETHINDRONE [VA Drug Interaction],C56^7642^
7210,methylthioninium chloride,isocarboxazid,2,Critical,ISOCARBOXAZID/METHYLENE BLUE [VA Drug Interaction],C56^5569^
437,acetohexamide,nadolol,2,Significant,ACETOHEXAMIDE/NADOLOL [VA Drug Interaction],C23303018109284
7100,dexamfetamine,Ioflupane I-123,2,Significant,DEXTROAMPHETAMINE/IOFLUPANE I-123 [VA Drug Interaction],C56^5274^
5621,linezolid,procaine,2,Critical,LINEZOLID/PROCAINE [VA Drug Interaction],C56^9825^
1337,desipramine,ritonavir,2,Significant,DESIPRAMINE/RITONAVIR [VA Drug Interaction],C23305218636726
6299,neomycin,rocuronium,2,Significant,NEOMYCIN/ROCURONIUM BROMIDE [VA Drug Interaction],C23304511351303
2441,epinephrine,linezolid,2,Critical,EPINEPHRINE/LINEZOLID [VA Drug Interaction],C56.3593
335,amiloride,captopril,2,Significant,AMILORIDE/CAPTOPRIL [VA Drug Interaction],C23302928495102
4340,fentanyl,nalbuphine,2,Significant,FENTANYL/NALBUPHINE [VA Drug Interaction],C56^6581^
883,fenfluramine,phenelzine,2,Critical,FENFLURAMINE/PHENELZINE [VA Drug Interaction],C23303805346210
5770,simeprevir,dexamethasone,2,Significant,DEXAMETHASONE/SIMEPREVIR [VA Drug Interaction],C56^10042^
338,metronidazole,warfarin,2,Critical,METRONIDAZOLE/WARFARIN [VA Drug Interaction],C23302930957426
1988,ferrous sulfate,minocycline,2,Significant,FERROUS SULFATE/MINOCYCLINE [VA Drug Interaction],C23307922937971
4696,bosutinib,ketoconazole,2,Significant,BOSUTINIB/KETOCONAZOLE [VA Drug Interaction],C56^7163^
3987,ruxolitinib,clarithromycin,2,Significant,CLARITHROMYCIN/RUXOLITINIB [VA Drug Interaction],C56^5940^
2593,amoxapine,tapentadol,2,Significant,AMOXAPINE/TAPENTADOL [VA Drug Interaction],C56^3792^
2051,citalopram,frovatriptan,2,Significant,CITALOPRAM/FROVATRIPTAN [VA Drug Interaction],C56.3024
5554,clozapine,pentostatin,2,Significant,CLOZAPINE/PENTOSTATIN [VA Drug Interaction],C56^9352^
1734,cimetidine,quinidine,2,Significant,CIMETIDINE/QUINIDINE [VA Drug Interaction],C23306847188679
5914,pentobarbital,ciclosporin,2,Significant,CYCLOSPORINE/PENTOBARBITAL [VA Drug Interaction],C56^7378^
2721,tadalafil,itraconazole,2,Significant,ITRACONAZOLE/TADALAFIL [VA Drug Interaction],C56^3999^
2818,valproic acid,ertapenem,2,Critical,ERTAPENEM/VALPROIC ACID [VA Drug Interaction],C56^4141^
3436,ziprasidone,voriconazole,2,Significant,VORICONAZOLE/ZIPRASIDONE [VA Drug Interaction],C56^5095^
6441,delavirdine,triazolam,2,Critical,DELAVIRDINE MESYLATE/TRIAZOLAM [VA Drug Interaction],C23305330574695
4535,ticagrelor,tipranavir,2,Significant,TICAGRELOR/TIPRANAVIR [VA Drug Interaction],C56^6968^
6683,eszopiclone,rifampicin,2,Significant,ESZOPICLONE/RIFAMPIN [VA Drug Interaction],C23307880466372
477,etodolac,warfarin,2,Significant,ETODOLAC/WARFARIN [VA Drug Interaction],C23303091813065
2696,posaconazole,simvastatin,2,Critical,POSACONAZOLE/SIMVASTATIN [VA Drug Interaction],C56^3924^
492,anisindione,etodolac,2,Significant,ANISINDIONE/ETODOLAC [VA Drug Interaction],C23303108824166
5536,clozapine,levamisole,2,Significant,CLOZAPINE/LEVAMISOLE [VA Drug Interaction],C56^9329^
4251,saxagliptin,conivaptan,2,Critical,CONIVAPTAN/SAXAGLIPTIN [VA Drug Interaction],C56^6426^
5212,prednisone,aripiprazole,2,Significant,ARIPIPRAZOLE/PREDNISONE [VA Drug Interaction],C56^8059^
1547,clarithromycin,repaglinide,2,Significant,CLARITHROMYCIN/REPAGLINIDE [VA Drug Interaction],C23306027939584
1031,betamethasone,neostigmine,2,Significant,BETAMETHASONE/NEOSTIGMINE [VA Drug Interaction],C23304208577067
259,bumetanide,gentamicin,2,Significant,BUMETANIDE/GENTAMICIN [VA Drug Interaction],C23302854458876
3793,nilotinib,voriconazole,2,Significant,NILOTINIB/VORICONAZOLE [VA Drug Interaction],C56^5681^
2603,eltrombopag,rosuvastatin,2,Significant,ELTROMBOPAG/ROSUVASTATIN [VA Drug Interaction],C56^3806^
1577,cyclobenzaprine,paroxetine,2,Significant,CYCLOBENZAPRINE/PAROXETINE [VA Drug Interaction],C23306149509504
5960,carteolol,glibenclamide,2,Significant,CARTEOLOL/GLYBURIDE [VA Drug Interaction],C23302992242310
5996,diclofenac,dicoumarol,2,Significant,DICLOFENAC/DICUMAROL [VA Drug Interaction],C23303115333652
1176,fosamprenavir,quinidine,2,Significant,FOSAMPRENAVIR/QUINIDINE [VA Drug Interaction],C23304675099209
5308,pramlintide,propantheline,2,Critical,PRAMLINTIDE/PROPANTHELINE [VA Drug Interaction],C56^8775^
3494,vilazodone,sumatriptan,2,Significant,SUMATRIPTAN/VILAZODONE [VA Drug Interaction],C56^5167^
3585,selegiline,Ioflupane I-123,2,Significant,IOFLUPANE I-123/SELEGILINE [VA Drug Interaction],C56^5289^
6128,levonorgestrel,rifampicin,2,Critical,LEVONORGESTREL/RIFAMPIN [VA Drug Interaction],C23303732280499
1801,alfuzosin,aprepitant,2,Significant,ALFUZOSIN/APREPITANT [VA Drug Interaction],C23307085071985
7076,fluvoxamine,procarbazine,2,Critical,FLUVOXAMINE MALEATE/PROCARBAZINE [VA Drug Interaction],C56^5147^
7631,bedaquiline,nelfinavir,2,Significant,BEDAQUILINE/NELFINAVIR MESYLATE [VA Drug Interaction],C56^8137^
5046,cabozantinib,ketoconazole,2,Significant,CABOZANTINIB/KETOCONAZOLE [VA Drug Interaction],C56^7697^
4941,estrone,fosamprenavir,2,Significant,ESTRONE/FOSAMPRENAVIR [VA Drug Interaction],C56^7606^
5678,macitentan,conivaptan,2,Significant,CONIVAPTAN/MACITENTAN [VA Drug Interaction],C56^9899^
14297,calcium acetate,levofloxacin,2,Significant,CALCIUM ACETATE/LEVOFLOXACIN [VA Drug Interaction],C23306449514672
1097,fluconazole,simvastatin,2,Critical,FLUCONAZOLE/SIMVASTATIN [VA Drug Interaction],C23304437415649
1280,cisapride,lidocaine,2,Critical,CISAPRIDE/LIDOCAINE [VA Drug Interaction],C23304961066001
6420,cerivastatin,ritonavir,2,Significant,CERIVASTATIN SODIUM/RITONAVIR [VA Drug Interaction],C23305199084520
3791,nilotinib,telaprevir,2,Significant,NILOTINIB/TELAPREVIR [VA Drug Interaction],C56^5679^
894,clozapine,erythromycin,2,Significant,CLOZAPINE/ERYTHROMYCIN [VA Drug Interaction],C23303828533794
2228,amiloride,losartan,2,Significant,AMILORIDE/LOSARTAN [VA Drug Interaction],C56.3285
6306,metocurine,tobramycin,2,Significant,METOCURINE IODIDE/TOBRAMYCIN [VA Drug Interaction],C23304550775028
15009,buprenorphine,oxymorphone,2,Significant,BUPRENORPHINE/OXYMORPHONE [VA Drug Interaction],C56^5844^
1244,amitriptyline,cisapride,2,Critical,AMITRIPTYLINE/CISAPRIDE [VA Drug Interaction],C23304851819714
3727,citalopram,fluconazole,2,Critical,CITALOPRAM/FLUCONAZOLE [VA Drug Interaction],C56^5599^
2809,alprazolam,methadone,2,Significant,ALPRAZOLAM/METHADONE [VA Drug Interaction],C56^4132^
5970,aluminium phosphate,tetracycline,2,Significant,ALUMINUM PHOSPHATE/TETRACYCLINE [VA Drug Interaction],C23303057619054
4304,tolvaptan,darunavir,2,Significant,DARUNAVIR/TOLVAPTAN [VA Drug Interaction],C56^6529^
4591,cobicistat,dasatinib,2,Significant,COBICISTAT/DASATINIB [VA Drug Interaction],C56^7038^
5840,pethidine,risperidone,2,Significant,MEPERIDINE/RISPERIDONE [VA Drug Interaction],C23303712799252
148,atazanavir,rabeprazole,2,Critical,ATAZANAVIR SO4/RABEPRAZOLE [VA Drug Interaction],C23306574458206
7107,metoclopramide,quetiapine,2,Critical,METOCLOPRAMIDE/QUETIAPINE FUMARATE [VA Drug Interaction],C56^5322^
6812,eltrombopag,aluminium phosphate,2,Significant,ALUMINUM PHOSPHATE/ELTROMBOPAG [VA Drug Interaction],C56^3789^
3431,propafenone,methadone,2,Significant,METHADONE/PROPAFENONE [VA Drug Interaction],C56^5090^
4126,bretylium,lomefloxacin,2,Critical,BRETYLIUM/LOMEFLOXACIN [VA Drug Interaction],C56^6265^
4258,saxagliptin,telaprevir,2,Critical,SAXAGLIPTIN/TELAPREVIR [VA Drug Interaction],C56^6436^
6371,rifampicin,methylprednisolone,2,Significant,METHYLPREDNISOLONE/RIFAMPIN [VA Drug Interaction],C23304986599693
6861,atorvastatin,tipranavir,2,Significant,ATORVASTATIN CALCIUM/TIPRANAVIR [VA Drug Interaction],C56^4093^
2427,pseudoephedrine,rasagiline,2,Critical,PSEUDOEPHEDRINE/RASAGILINE [VA Drug Interaction],C56.3572
3845,pazopanib,carbamazepine,2,Significant,CARBAMAZEPINE/PAZOPANIB [VA Drug Interaction],C56^5748^
443,chlorpropamide,metoprolol,2,Significant,CHLORPROPAMIDE/METOPROLOL [VA Drug Interaction],C23303021711418
3713,vemurafenib,tizanidine,2,Significant,TIZANIDINE/VEMURAFENIB [VA Drug Interaction],C56^5564^
910,furosemide,streptomycin,2,Significant,FUROSEMIDE/STREPTOMYCIN [VA Drug Interaction],C23303852282901
903,fenfluramine,pargyline,2,Critical,FENFLURAMINE/PARGYLINE [VA Drug Interaction],C23303842025173
5634,tranylcypromine,mepivacaine,2,Critical,MEPIVACAINE/TRANYLCYPROMINE [VA Drug Interaction],C56^9841^
4865,temsirolimus,secobarbital,2,Significant,SECOBARBITAL/TEMSIROLIMUS [VA Drug Interaction],C56^7442^
5932,vortioxetine,pethidine,2,Significant,MEPERIDINE/VORTIOXETINE [VA Drug Interaction],C56^9875^
4093,axitinib,primidone,2,Significant,AXITINIB/PRIMIDONE [VA Drug Interaction],C56^6070^
351,sulfinpyrazone,warfarin,2,Significant,SULFINPYRAZONE/WARFARIN [VA Drug Interaction],C23302936974671
1871,aprepitant,pimozide,2,Critical,APREPITANT/PIMOZIDE [VA Drug Interaction],C23307362109709
2952,milnacipran,clomipramine,2,Significant,CLOMIPRAMINE/MILNACIPRAN [VA Drug Interaction],C56^4355^
6381,ergotamine,efavirenz,2,Critical,EFAVIRENZ/ERGOTAMINE TARTRATE [VA Drug Interaction],C23305075242244
5620,isocarboxazid,procaine,2,Critical,ISOCARBOXAZID/PROCAINE [VA Drug Interaction],C56^9824^
5856,ciclosporin,saquinavir,2,Significant,CYCLOSPORINE/SAQUINAVIR [VA Drug Interaction],C23305454911448
4712,bosutinib,omeprazole,2,Critical,BOSUTINIB/OMEPRAZOLE [VA Drug Interaction],C56^7181^
7132,toremifene,profenamine,2,Significant,ETHOPROPAZINE/TOREMIFENE CITRATE [VA Drug Interaction],C56^5380^
591,enoxacin,ranitidine,2,Significant,ENOXACIN/RANITIDINE [VA Drug Interaction],C23303261077036
785,phenelzine,trimipramine,2,Critical,PHENELZINE/TRIMIPRAMINE [VA Drug Interaction],C23303577259679
549,betaxolol,indomethacin,2,Significant,BETAXOLOL/INDOMETHACIN [VA Drug Interaction],C23303188426741
4154,sotalol,nalidixic acid,2,Critical,NALIDIXIC ACID/SOTALOL [VA Drug Interaction],C56^6307^
373,penbutolol,piroxicam,2,Significant,PENBUTOLOL/PIROXICAM [VA Drug Interaction],C23302956171803
6757,darunavir,methylergometrine,2,Critical,DARUNAVIR/METHYLERGONOVINE [VA Drug Interaction],C56.3263
4255,saxagliptin,posaconazole,2,Critical,POSACONAZOLE/SAXAGLIPTIN [VA Drug Interaction],C56^6433^
7670,enflurane,dexamfetamine,2,Significant,DEXTROAMPHETAMINE/ENFLURANE [VA Drug Interaction],C56^9138^
837,amobarbital,warfarin,2,Critical,AMOBARBITAL/WARFARIN [VA Drug Interaction],C23303672637164
7566,methotrexate,diclofenac,2,Significant,DICLOFENAC EPOLAMINE/METHOTREXATE [VA Drug Interaction],C56^7774^
6008,dicoumarol,etodolac,2,Significant,DICUMAROL/ETODOLAC [VA Drug Interaction],C23303123754555
2164,amiodarone,flecainide,2,Significant,AMIODARONE/FLECAINIDE [VA Drug Interaction],C56.3195
7595,sodium oxybate,quetiapine,2,Critical,QUETIAPINE FUMARATE/SODIUM OXYBATE [VA Drug Interaction],C56^8005^
5661,vortioxetine,fluoxetine,2,Significant,FLUOXETINE/VORTIOXETINE [VA Drug Interaction],C56^9879^
6040,tranylcypromine,venlafaxine,2,Critical,TRANYLCYPROMINE/VENLAFAXINE HYDROCHLORIDE [VA Drug Interaction],C23303377905292
1300,pimozide,itraconazole,2,Critical,ITRACONAZOLE/PIMOZIDE [VA Drug Interaction],C23305004933867
3976,trazodone,conivaptan,2,Significant,CONIVAPTAN/TRAZODONE [VA Drug Interaction],C56^5923^
4277,fesoterodine,conivaptan,2,Significant,CONIVAPTAN/FESOTERODINE [VA Drug Interaction],C56^6464^
6118,fluoxetine,fosphenytoin,2,Significant,FLUOXETINE/FOSPHENYTOIN SODIUM [VA Drug Interaction],C23303698831834
1856,alfuzosin,itraconazole,2,Critical,ALFUZOSIN/ITRACONAZOLE [VA Drug Interaction],C23307292123999
303,pargyline,phenylephrine,2,Critical,PARGYLINE/PHENYLEPHRINE [VA Drug Interaction],C23302907912039
6829,linezolid,sibutramine,2,Critical,LINEZOLID/SIBUTRAMINE HYDROCHLORIDE [VA Drug Interaction],C56^3903^
5167,sodium oxybate,methohexital,2,Critical,METHOHEXITAL/SODIUM OXYBATE [VA Drug Interaction],C56^7992^
2854,posaconazole,vinblastine,2,Critical,POSACONAZOLE/VINBLASTINE [VA Drug Interaction],C56^4226^
6917,desvenlafaxine,naratriptan,2,Significant,DESVENLAFAXINE/NARATRIPTAN HYDROCHLORIDE [VA Drug Interaction],C56^4428^
4977,potassium iodide,benazepril,2,Significant,BENAZEPRIL/POTASSIUM IODIDE [VA Drug Interaction],C56^7665^
6635,erythromycin,indinavir,2,Significant,ERYTHROMYCIN/INDINAVIR SULFATE [VA Drug Interaction],C23307472053571
1075,carbamazepine,chlorotrianisene,2,Critical,CARBAMAZEPINE/CHLOROTRIANISENE [VA Drug Interaction],C23304335116613
6721,fluvoxamine,frovatriptan,2,Significant,FLUVOXAMINE MALEATE/FROVATRIPTAN [VA Drug Interaction],C56.3058
3678,rivaroxaban,prasugrel,2,Significant,PRASUGREL/RIVAROXABAN [VA Drug Interaction],C56^5510^
6013,potassium hydrogencarbonate,spironolactone,2,Significant,POTASSIUM BICARBONATE/SPIRONOLACTONE [VA Drug Interaction],C23303131539902
6085,amoxapine,fluvoxamine,2,Significant,AMOXAPINE/FLUVOXAMINE MALEATE [VA Drug Interaction],C23303520992751
1304,moxifloxacin,quinidine,2,Critical,MOXIFLOXACIN/QUINIDINE [VA Drug Interaction],C23305014657170
2874,sitagliptin,levofloxacin,2,Significant,LEVOFLOXACIN/SITAGLIPTIN [VA Drug Interaction],C56^4249^
5038,cabozantinib,phenobarbital,2,Significant,CABOZANTINIB/PHENOBARBITAL [VA Drug Interaction],C56^7687^
4243,trifluoperazine,cabergoline,2,Significant,CABERGOLINE/TRIFLUOPERAZINE [VA Drug Interaction],C56^6417^
2066,erythromycin,ranolazine,2,Critical,ERYTHROMYCIN/RANOLAZINE [VA Drug Interaction],C56.3048
6115,doxycycline,fosphenytoin,2,Significant,DOXYCYCLINE/FOSPHENYTOIN SODIUM [VA Drug Interaction],C23303695143656
5191,budesonide,aripiprazole,2,Significant,ARIPIPRAZOLE/BUDESONIDE [VA Drug Interaction],C56^8021^
6796,conivaptan,indinavir,2,Critical,CONIVAPTAN/INDINAVIR SULFATE [VA Drug Interaction],C56.3653
870,acetaminophen,sulfinpyrazone,2,Significant,ACETAMINOPHEN/SULFINPYRAZONE [VA Drug Interaction],C23303775029507
5623,procarbazine,procaine,2,Critical,PROCAINE/PROCARBAZINE [VA Drug Interaction],C56^9828^
3811,crizotinib,phenobarbital,2,Significant,CRIZOTINIB/PHENOBARBITAL [VA Drug Interaction],C56^5704^
3454,ziprasidone,methadone,2,Significant,METHADONE/ZIPRASIDONE [VA Drug Interaction],C56^5116^
3601,metoclopramide,haloperidol,2,Critical,HALOPERIDOL/METOCLOPRAMIDE [VA Drug Interaction],C56^5306^
3631,rilpivirine,lansoprazole,2,Critical,LANSOPRAZOLE/RILPIVIRINE [VA Drug Interaction],C56^5346^
424,atenolol,tolazamide,2,Significant,ATENOLOL/TOLAZAMIDE [VA Drug Interaction],C23303009064559
5815,ciclosporin,rifabutin,2,Critical,CYCLOSPORINE/RIFABUTIN [VA Drug Interaction],C23303241012475
2098,amprenavir,norgestimate,2,Critical,AMPRENAVIR/NORGESTIMATE [VA Drug Interaction],C56.3109
6619,ampicillin,ethinylestradiol,2,Significant,AMPICILLIN/ETHINYL ESTRADIOL [VA Drug Interaction],C23307314985005
1101,simvastatin,verapamil,2,Critical,SIMVASTATIN/VERAPAMIL [VA Drug Interaction],C23304448779383
1973,efavirenz,ritonavir,2,Significant,EFAVIRENZ/RITONAVIR [VA Drug Interaction],C23307855241099
5742,simeprevir,ciprofloxacin,2,Significant,CIPROFLOXACIN/SIMEPREVIR [VA Drug Interaction],C56^10009^
5943,theophylline,verapamil,2,Significant,THEOPHYLLINE/VERAPAMIL [VA Drug Interaction],C23303402434946
631,ethacrynic acid,fosinopril,2,Significant,ETHACRYNIC ACID/FOSINOPRIL [VA Drug Interaction],C23303309415582
3593,metoclopramide,acetophenazine,2,Critical,ACETOPHENAZINE/METOCLOPRAMIDE [VA Drug Interaction],C56^5297^
4625,enzalutamide,linagliptin,2,Significant,ENZALUTAMIDE/LINAGLIPTIN [VA Drug Interaction],C56^7078^
7516,sirolimus,methylphenobarbital,2,Significant,MEPHOBARBITAL/SIROLIMUS [VA Drug Interaction],C56^7404^
52,estropipate,nelfinavir,2,Significant,ESTROPIPATE/NELFINAVIR MESYLATE [VA Drug Interaction],C56^7613^
7428,amiodarone,dextropropoxyphene,2,Critical,AMIODARONE/PROPOXYPHENE [VA Drug Interaction],C56^6879^
1588,lamotrigine,valproic acid,2,Significant,LAMOTRIGINE/VALPROIC ACID [VA Drug Interaction],C23306173493279
6423,delavirdine,midazolam,2,Critical,DELAVIRDINE MESYLATE/MIDAZOLAM [VA Drug Interaction],C23305215352789
4611,enzalutamide,efavirenz,2,Significant,EFAVIRENZ/ENZALUTAMIDE [VA Drug Interaction],C56^7060^
2655,dofetilide,furosemide,2,Critical,DOFETILIDE/FUROSEMIDE [VA Drug Interaction],C56^3875^
4188,loxapine,cabergoline,2,Significant,CABERGOLINE/LOXAPINE [VA Drug Interaction],C56^6351^
5572,clozapine,thiotepa,2,Significant,CLOZAPINE/THIOTEPA [VA Drug Interaction],C56^9374^
3589,ethotoin,felodipine,2,Significant,ETHOTOIN/FELODIPINE [VA Drug Interaction],C56^5293^
818,levothyroxine sodium,sucralfate,2,Significant,LEVOTHYROXINE SODIUM/SUCRALFATE [VA Drug Interaction],C23303641070862
4937,estradiol,saquinavir,2,Significant,ESTRADIOL/SAQUINAVIR [VA Drug Interaction],C56^7596^
1994,duloxetine,furazolidone,2,Significant,DULOXETINE/FURAZOLIDONE [VA Drug Interaction],C23307947252513
1192,butorphanol,sodium oxybate,2,Critical,BUTORPHANOL/SODIUM OXYBATE [VA Drug Interaction],C23304720493526
2783,tadalafil,tipranavir,2,Significant,TADALAFIL/TIPRANAVIR [VA Drug Interaction],C56^4088^
6044,bisoprolol,chlorpropamide,2,Significant,BISOPROLOL FUMARATE/CHLORPROPAMIDE [VA Drug Interaction],C23303382197458
278,amikacin,piperacillin,2,Significant,AMIKACIN/PIPERACILLIN [VA Drug Interaction],C23302884198131
128,ciclosporin,oleandomycin,2,Critical,CYCLOSPORINE/OLEANDOMYCIN (AS TROLEANDOMYCIN) [VA Drug Interaction],C23303830678759
1454,magnesium oxide,minocycline,2,Significant,MAGNESIUM OXIDE/MINOCYCLINE [VA Drug Interaction],C23305607301486
7091,telaprevir,norethisterone,2,Significant,NORETHINDRONE/TELAPREVIR [VA Drug Interaction],C56^5239^
13737,anisindione,bismuth subsalicylate,2,Critical,ANISINDIONE/BISMUTH SUBSALICYLATE [VA Drug Interaction],C23303110105055
7600,secbutabarbital,aripiprazole,2,Significant,ARIPIPRAZOLE/BUTABARBITAL [VA Drug Interaction],C56^8024^
250,clofibrate,warfarin,2,Significant,CLOFIBRATE/WARFARIN [VA Drug Interaction],C23302847865021
269,gentamicin,ticarcillin,2,Significant,GENTAMICIN/TICARCILLIN [VA Drug Interaction],C23302879893953
936,cisapride,nefazodone,2,Critical,CISAPRIDE/NEFAZODONE [VA Drug Interaction],C23303914398617
163,atazanavir,efavirenz,2,Significant,ATAZANAVIR SO4/EFAVIRENZ [VA Drug Interaction],C56.3134
1251,cisapride,protriptyline,2,Critical,CISAPRIDE/PROTRIPTYLINE [VA Drug Interaction],C23304863960363
2684,methadone,thioridazine,2,Critical,METHADONE/THIORIDAZINE [VA Drug Interaction],C56^3910^
4131,disopyramide,ciprofloxacin,2,Significant,CIPROFLOXACIN/DISOPYRAMIDE [VA Drug Interaction],C56^6270^
763,desipramine,selegiline,2,Critical,DESIPRAMINE/SELEGILINE [VA Drug Interaction],C23303555730127
2725,imatinib,simvastatin,2,Significant,IMATINIB/SIMVASTATIN [VA Drug Interaction],C56^4008^
789,cisapride,fluconazole,2,Critical,CISAPRIDE/FLUCONAZOLE [VA Drug Interaction],C23303581064632
2752,hydrocodone,rasagiline,2,Critical,HYDROCODONE/RASAGILINE [VA Drug Interaction],C56^4036^
