struct_id,strength,trade_name,applicant,appl_type,appl_no,approval_date,type,dose_form,route,exclusivity_date,description
5068,50MG,BRIVIACT,UCB INC,N,205836,2016-05-12,RX,TABLET,ORAL,2024-08-27,NEW PATIENT POPULATION
5393,40MG,RETEVMO,LOXO ONCOL ELI LILLY,N,213246,2020-05-08,RX,CAPSULE,ORAL,2029-09-21,"TREATMENT OF ADULT PATIENTS WITH LOCALLY ADVANCED NON-SMALL CELL LUNG CANCER (NSCLC) WITH A REARRANGED DURING TRANSFECTION (RET) GENE FUSION, AS DETECTED BY AN FDA-APPROVED TEST"
2492,EQ 500MG BASE/VIAL; EQ 500MG BASE/VIAL;EQ 1GM BASE/VIAL,XACDURO (COPACKAGED),ENTASIS THERAP,N,216974,2023-05-23,RX,POWDER,INTRAVENOUS,2033-05-23,GENERATING ANTIBIOTIC INCENTIVES NOW
5495,EQ 40MG BASE,SCEMBLIX,NOVARTIS,N,215358,2021-10-29,RX,TABLET,ORAL,2026-10-29,NEW CHEMICAL ENTITY
4110,15MG,JYNARQUE,OTSUKA,N,204441,2018-04-23,RX,TABLET,ORAL,2025-04-23,INDICATED TO SLOW KIDNEY FUNCTION DECLINE IN ADULTS AT RISK OF RAPIDLY PROGRESSING AUTOSOMAL DOMINANT POLYCYSTIC KIDNEY DISEASE (ADPKD)
5440,400MG/2ML (200MG/ML);600MG/2ML (300MG/ML),CABENUVA KIT,VIIV HLTHCARE,N,212888,2021-01-21,RX,"SUSPENSION, EXTENDED RELEASE",INTRAMUSCULAR,2026-01-21,NEW CHEMICAL ENTITY
5379,200MG,AYVAKIT,BLUEPRINT MEDICINES,N,212608,2020-01-09,RX,TABLET,ORAL,2030-05-22,TREATMENT OF ADULT PATIENTS WITH INDOLENT SYSTEMIC MASTOCYTOSIS (ISM)
1725,2.5MG;1GM,JENTADUETO,BOEHRINGER INGELHEIM,N,201281,2012-01-30,RX,TABLET,ORAL,2023-03-30,ADDITION OF INFORMATION TO CLINICAL STUDIES SECTION REGARDING CARDIOVASCULAR OUTCOME
5238,EQ 450MG BASE,BAXDELA,MELINTA,N,208610,2017-06-19,RX,TABLET,ORAL,2022-06-19,NEW CHEMICAL ENTITY
5360,10MG,DAYVIGO,EISAI INC,N,212028,2020-04-07,RX,TABLET,ORAL,2025-04-07,NEW CHEMICAL ENTITY
5465,20MG,KERENDIA,BAYER HLTHCARE,N,215341,2021-07-09,RX,TABLET,ORAL,2026-07-09,NEW CHEMICAL ENTITY
4156,105MG/5ML,RADICAVA ORS,MITSUBISHI TANABE,N,215446,2022-05-12,RX,SUSPENSION,ORAL,2025-05-12,NEW PRODUCT
5203,EQ 250MG BASE,RUBRACA,ZR PHARMA,N,209115,2017-05-01,RX,TABLET,ORAL,2025-04-06,"FOR THE MAINTENANCE TREATMENT OF ADULT PATIENTS WITH RECURRENT EPITHELIAL OVARIAN, FALLOPIAN TUBE, OR PRIMARY PERITONEAL CANCER WHO ARE IN A COMPLETE OR PARTIAL RESPONSE TO PLATINUM-BASED CHEMOTHERAPY"
5432,1MG;0.5MG;40MG,MYFEMBREE,MYOVANT SCIENCES,N,214846,2021-05-26,RX,TABLET,ORAL,2026-01-27,INFORMATION ADDED TO THE LABELING TO DESCRIBE THE RESULTS OF MVT-601-035
5393,40MG,RETEVMO,LOXO ONCOL ELI LILLY,N,213246,2020-05-08,RX,CAPSULE,ORAL,2029-09-21,TREATMENT OF ADULT PATIENTS WITH LOCALLY ADVANCED OR METASTATIC SOLID TUMORS WITH A RET GENE FUSION THAT HAVE PROGRESSED ON OR FOLLOWING PRIOR SYSTEMIC TREATMENT OR WHO HAVE NO SATISFACTORY ALTERNATIVE TREATMENT OPTIONS
4899,45MG;200MG/PACKET,HARVONI,GILEAD SCIENCES INC,N,212477,2019-08-28,RX,PELLETS,ORAL,2026-08-28,"TREATMENT OF PEDIATRIC PATIENTS 3 YEARS OF AGE AND OLDER WITH CHRONIC HCV GENOTYPE 1 INFECTION WITH DECOMPENSATED CIRRHOSIS, FOR USE IN COMBINATION WITH RIBAVIRIN"
5296,15MG,COPIKTRA,SECURA,N,211155,2018-09-24,RX,CAPSULE,ORAL,2023-09-24,NEW CHEMICAL ENTITY
4634,7MG,TERIFLUNOMIDE,GLENMARK PHARMS,A,209663,2018-11-15,RX,TABLET,ORAL,2023-09-08,PATENT CHALLENGE
5252,EQ 40MG BASE,NERLYNX,PUMA BIOTECH,N,208051,2017-07-17,RX,TABLET,ORAL,2024-06-28,NEW DOSING REGIMEN FOR THE PREVENTION AND MANAGEMENT OF NERATINIB‐ASSOCIATED DIARRHEA
4715,EQ 20MG BASE,CABOMETYX,EXELIXIS INC,N,208692,2016-04-25,RX,TABLET,ORAL,2024-01-22,"FOR THE TREATMENT OF PATIENTS WITH ADVANCED RENAL CELL CARCINOMA, AS A FIRST-LINE TREATMENT IN COMBINATION WITH NIVOLUMAB"
244,1MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,TRISENOX,CEPHALON,N,021248,2000-09-25,DISCN,INJECTABLE,INJECTION,2025-01-12,ARSENIC TRIOXIDE FOR USE IN COMBINATION WITH TRETINOIN FOR TREATMENT OF ADULTS WITH NEWLY-DIAGNOSED LOW-RISK ACUTE PROMYELOCYTIC LEUKEMIA (APL) WHOSE APL IS CHARACTERIZED BY THE PRESENCE OF THE T(15;17) TRANSLOCATION OR PML/RAR-ALPHA GENE EXPRESSION
4283,EQ 75MG BASE,NUCYNTA,COLLEGIUM PHARM INC,N,022304,2008-11-20,RX,TABLET,ORAL,2026-07-03,NEW PATIENT POPULATION
5202,4MG,OLUMIANT,ELI LILLY AND CO,N,207924,2022-05-10,RX,TABLET,ORAL,2025-06-13,TREATMENT OF ADULT PATIENTS WITH SEVERE ALOPECIA AREATA
4190,EQ 5MG BASE,JAKAFI,INCYTE CORP,N,202192,2011-11-16,RX,TABLET,ORAL,2028-09-22,TREATMENT OF CHRONIC GRAFT-VERSUS-HOST DISEASE (CGVHD) AFTER FAILURE OF ONE OR TWO LINES OF SYSTEMIC THERAPY IN ADULT AND PEDIATRIC PATIENTS 12 YEARS AND OLDER
4802,EQ 1MG,MEKINIST,NOVARTIS,N,204114,2013-05-29,DISCN,TABLET,ORAL,2025-10-30,PEDIATRIC EXCLUSIVITY
4811,200MG;50MG/PACKET,EPCLUSA,GILEAD SCIENCES INC,N,214187,2021-06-10,RX,PELLETS,ORAL,2028-12-10,PEDIATRIC EXCLUSIVITY
5203,EQ 200MG BASE,RUBRACA,ZR PHARMA,N,209115,2016-12-19,RX,TABLET,ORAL,2023-05-15,TREATMENT OF ADULT PATIENTS WITH A DELETERIOUS BRCA MUTATION (GERMLINE AND/OR SOMATIC)-ASSOCIATED METASTATIC CASTRATION-RESISTANT PROSTATE CANCER WHO HAVE BEEN TREATED WITH ANDROGEN RECEPTOR-DIRECTED THERAPY AND A TAXANE-BASED CHEMOTHERAPY
1725,5MG;1GM,JENTADUETO XR,BOEHRINGER INGELHEIM,N,208026,2016-05-27,RX,"TABLET, EXTENDED RELEASE",ORAL,2026-06-20,"REVISIONS TO THE PEDIATRIC USE SUBSECTION OF LABELING TO INCLUDE THE RESULTS FROM CLINICAL STUDY 1218-0091, CONDUCTED TO FULFILL A PEDIATRIC WRITTEN REQUEST"
776,EQ 75MG BASE,PRADAXA,BOEHRINGER INGELHEIM,N,022512,2010-10-19,RX,CAPSULE,ORAL,2024-12-21,PEDIATRIC EXCLUSIVITY
4470,EQ 115MG BASE/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,EMEND,MERCK AND CO INC,N,022023,2008-01-25,DISCN,POWDER,INTRAVENOUS,2025-05-02,ADDITION OF A 3-DAY FOSAPREPITANT FOR INJECTION INTRAVENOUS DOSING REGIMEN IN PEDIATRIC PATIENTS FOR THE CURRENTLY APPROVED PREVENTION OF CHEMOTHERAPY-INDUCED NAUSEA AND VOMITING
4810,70MG,IMBRUVICA,PHARMACYCLICS LLC,N,205552,2017-12-20,RX,CAPSULE,ORAL,2026-02-24,PEDIATRIC EXCLUSIVITY
5262,480MG,PREVYMIS,MERCK SHARP DOHME,N,209939,2017-11-08,RX,TABLET,ORAL,2030-06-05,FOR PROPHYLAXIS OF CYTOMEGALOVIRUS (CMV) DISEASE IN ADULT KIDNEY TRANSPLANT RECIPIENTS AT HIGH RISK (DONOR CMV SEROPOSITIVE/RECIPIENT CMV SERONEGATIVE [D+/R-])
4184,90MG,BRILINTA,ASTRAZENECA,N,022433,2011-07-20,RX,TABLET,ORAL,2023-11-28,PEDIATRIC EXCLUSIVITY
4811,45MG;200MG,HARVONI,GILEAD SCIENCES INC,N,205834,2019-08-28,RX,TABLET,ORAL,2024-10-07,PEDIATRIC EXCLUSIVITY
5302,25MG,LORBRENA,PFIZER,N,210868,2018-11-02,RX,TABLET,ORAL,2028-03-03,"TREATMENT OF ADULT PATIENTS WITH METASTATIC NON-SMALL CELL LUNG CANCER (NSCLC) WHOSE TUMORS ARE ANAPLASTIC LYMPHOMA KINASE (ALK)-POSITIVE AS DETECTED BY AN FDA-APPROVED TEST, EXCLUDING PATIENTS WHOSE DISEASE HAS PROGRESSED ON CRIZOTINIB AND AT LEAST ONE OTHER ALK INHIBITOR FOR METASTATIC DISEASE; OR ALECTINIB OR CERITINIB AS THE FIRST ALK INHIBITOR THERAPY FOR METASTATIC DISEASE"
5270,5MG;EQ 100MG BASE,STEGLUJAN,MSD SUB MERCK,N,209805,2017-12-19,RX,TABLET,ORAL,2024-09-17,"REVISION TO THE LABELING TO INCLUDE RESULTS FROM CLINICAL STUDY, MK-8835-004/B1521021, VERTIS CV"
5379,50MG,AYVAKIT,BLUEPRINT MEDICINES,N,212608,2021-06-16,RX,TABLET,ORAL,2025-01-09,NEW CHEMICAL ENTITY
5259,200MG,VERZENIO,ELI LILLY AND CO,N,208716,2017-09-28,RX,TABLET,ORAL,2024-10-12,"INDICATION FOR THE USE OF ABEMACICLIB IN COMBINATION WITH ENDOCRINE THERAPY (TAMOXIFEN OR AN AROMATASE INHIBITOR) FOR THE ADJUVANT TREATMENT OF ADULT PATIENTS WITH HORMONE RECEPTOR (HR)-POSITIVE, HUMAN EPIDERMAL GROWTH FACTOR RECEPTOR 2 (HER2)-NEGATIVE, NODE-POSITIVE, EARLY CANCER (EBC) AT HIGH RISK OF RECURRENCE AND A KI-67 SCORE>20% AS DETERMINED BY AN FDA APPROVED TEST"
4318,EQ 20MG BASE,GILOTRIF,BOEHRINGER INGELHEIM,N,201292,2013-07-12,RX,TABLET,ORAL,2023-04-15,"TREATMENT OF PATIENTS WITH METASTATIC, SQUAMOUS, NON-SMALL CELL LUNG CANCER PROGRESSING AFTER PLATINUM-BASED CHEMOTHERAPY"
5267,0.5MG/0.5ML (0.5MG/0.5ML),WEGOVY,NOVO,N,215256,2021-06-04,RX,SOLUTION,SUBCUTANEOUS,2024-06-04,NEW PRODUCT
5012,49MG;51MG,ENTRESTO,NOVARTIS PHARMS CORP,N,207620,2015-07-07,RX,TABLET,ORAL,2024-02-16,LABELING REVISIONS RELATED TO CLINICAL STUDIES
4805,EQ 60MG BASE;EQ 5MG BASE;30MG,TRIUMEQ PD,VIIV HLTHCARE,N,215413,2022-03-30,RX,"TABLET, FOR SUSPENSION",ORAL,2026-12-15,PEDIATRIC EXCLUSIVITY
4182,2.5MG,XARELTO,JANSSEN PHARMS,N,022406,2018-10-11,RX,TABLET,ORAL,2023-04-11,PEDIATRIC EXCLUSIVITY
5048,EQ 17.8MG BASE,WAKIX,HARMONY,N,211150,2019-08-14,RX,TABLET,ORAL,2023-10-13,TREATMENT OF CATAPLEXY IN ADULT PATIENTS WITH NACROLEPSY
5468,0.4MG,BYLVAY,ALBIREO,N,215498,2021-07-20,RX,CAPSULE,ORAL,2028-07-20,TREATMENT OF PRURITUS IN PATIENTS 3 MONTHS OF AGE AND OLDER WITH PROGRESSIVE FAMILIAL INTRAHEPATIC CHOLESTASIS (PFIC)
4907,150MG,LYNPARZA,ASTRAZENECA,N,208558,2017-08-17,RX,TABLET,ORAL,2024-08-17,"MAINTENANCE TREATMENT OF ADULT PATIENTS WITH RECURRENT EPITHELIAL OVARIAN, FALLOPIAN TUBE OR PRIMARY PERITONEAL CANCER, WHO ARE IN A COMPLETE OR PARTIAL RESPONSE TO PLATINUM-BASED CHEMOTHERAPY"
5014,4MG,REXULTI,OTSUKA,N,205422,2015-07-10,RX,TABLET,ORAL,2024-12-27,NEW PATIENT POPULATION
4899,90MG;400MG,HARVONI,GILEAD SCIENCES INC,N,205834,2014-10-10,RX,TABLET,ORAL,2024-04-07,"TREATMENT OF PEDIATRIC PATIENTS 12 YEARS OF AGE AND OLDER OR WEIGHING AT LEAST 35 KG WITH CHRONIC HEPATITIS C VIRUS GENOTYPE 1, 4, 5, OR 6 INFECTION WITHOUT CIRRHOSIS OR WITH COMPENSATED CIRRHOSIS"
2480,250MG/PACKET,DIACOMIT,BIOCODEX SA,N,207223,2018-08-20,RX,FOR SUSPENSION,ORAL,2025-07-14,NEW PATIENT POPULATION
432,300MG/10.5ML (29.25MG/ML);9MG/10.5ML (0.88MG/ML),ZYNRELEF KIT,HERON THERAPS INC,N,211988,2021-05-12,DISCN,"SOLUTION, EXTENDED RELEASE",PERIARTICULAR,2024-05-12,NEW PRODUCT
2552,EQ 5MG BASE,PROGRAF,ASTELLAS,N,050708,1994-04-08,RX,CAPSULE,ORAL,2025-05-24,"PROPHYLAXIS OF ORGAN REJECTION IN PEDIATRIC PATIENTS RECEIVING ALLOGENEIC KIDNEY OR HEART TRANSPLANTS, IN COMBINATION WITH OTHER IMMUNOSUPPRESSANTS"
5430,EQ 150MG BASE,ORLADEYO,BIOCRYST,N,214094,2020-12-03,RX,CAPSULE,ORAL,2027-12-03,PROPHYLAXIS TO PREVENT ATTACKS OF HEREDITARY ANGIOEDEMA (HAE) IN ADULTS AND PEDIATRIC PATIENTS 12 YEARS OF AGE AND OLDER
5379,50MG,AYVAKIT,BLUEPRINT MEDICINES,N,212608,2021-06-16,RX,TABLET,ORAL,2028-06-16,"FOR THE TREATMENT OF ADULT PATIENTS WITH ADVANCED SYSTEMIC MASTOCYTOSIS (ADVSM). ADVSM INCLUDES PATIENTS WITH AGGRESSIVE SYSTEMIC MASTOCYTOSIS (ASM), SYSTEMIC MASTOCYTOSIS WITH AN ASSOCIATED HEMATOLOGICAL NEOPLASM (SM-AHN), AND MAST CELL LEUKEMIA (MCL)"
5202,2MG,OLUMIANT,ELI LILLY AND CO,N,207924,2018-05-31,RX,TABLET,ORAL,2025-05-10,"TREATMENT OF COVID-19 IN HOSPITALIZED ADULTS REQUIRING SUPPLEMENTAL OXYGEN, NONINVASIVE OR INVASIVE MECHANICAL VENTILATION, OR EXTRACORPOREAL MEMBRANE OXYGENATION (ECMO)"
5457,1080MG/20ML (54MG/ML),EMPAVELI,APELLIS PHARMS,N,215014,2021-05-14,RX,SOLUTION,SUBCUTANEOUS,2026-02-08,INFORMATION ADDED TO THE LABELING TO DESCRIBE THE RESULTS OF STUDY APL2-308
1539,EQ 60MG BASE;EQ 5MG BASE;30MG,TRIUMEQ PD,VIIV HLTHCARE,N,215413,2022-03-30,RX,"TABLET, FOR SUSPENSION",ORAL,2026-06-15,NEW PATIENT POPULATION
4820,20MG,HETLIOZ,VANDA PHARMS INC,N,205677,2014-01-31,RX,CAPSULE,ORAL,2027-12-01,THE TREATMENT OF NIGHTTIME SLEEP DISTURBANCES IN SMITH-MAGENIS SYNDROME (SMS) IN PATIENTS 16 YEARS OF AGE AND OLDER
4810,280MG,IMBRUVICA,PHARMACYCLICS LLC,N,210563,2018-02-16,RX,TABLET,ORAL,2023-05-06,"FDA HAS NOT RECOGNIZED ORPHAN-DRUG EXCLUSIVITY (ODE) FOR THIS DRUG, BUT IT CONTAINS THE SAME ACTIVE MOIETY OR MOIETIES AS ANOTHER DRUG(S) THAT WAS ELIGIBLE FOR ODE, AND ALSO SHARES ODE-PROTECTED USE(S) OR INDICATION(S) WITH THAT DRUG(S).  AN APPLICATION SEEKING APPROVAL FOR THE SAME ACTIVE MOIETY OR MOIETIES, INCLUDING AN ANDA THAT CITES THIS NDA AS ITS BASIS OF SUBMISSION, MAY NOT BE APPROVED FOR SUCH ODE-PROTECTED USE(S) AND INDICATION(S)"
4944,EQ 50MG BASE;200MG;EQ 25MG BASE,BIKTARVY,GILEAD SCIENCES INC,N,210251,2018-02-07,RX,TABLET,ORAL,2023-02-07,NEW CHEMICAL ENTITY
4382,25MG,MYRBETRIQ,APGDI,N,202611,2012-06-28,RX,"TABLET, EXTENDED RELEASE",ORAL,2024-09-25,PEDIATRIC EXCLUSIVITY
5681,7.2765GM/15ML (485.1MG/ML),ELUCIREM,GUERBET,N,216986,2022-09-21,RX,SOLUTION,INTRAVENOUS,2027-09-21,NEW CHEMICAL ENTITY
4907,150MG,LYNPARZA,ASTRAZENECA,N,208558,2017-08-17,RX,TABLET,ORAL,2023-05-19,TX OF ADULT PTS WITH DELETERIOUS OR SUSPECTED DELETERIOUS GERMLINE OR SOMATIC HOMOLOGOUS RECOMBINATION REPAIR GENE-MUTATED METASTATIC CASTRATION-RESISTANT PROSTATE CANCER WHO HAVE PROGRESSED FOLLOWING PRIOR TREATMENT WITH ENZALUTAMIDE OR ABIRATERONE
776,EQ 150MG BASE,PRADAXA,BOEHRINGER INGELHEIM,N,022512,2010-10-19,RX,CAPSULE,ORAL,2024-12-21,PEDIATRIC EXCLUSIVITY
5328,50MG,PIQRAY,NOVARTIS,N,212526,2019-05-24,RX,TABLET,ORAL,2024-05-24,NEW CHEMICAL ENTITY
4174,400MG/2ML (200MG/ML);600MG/2ML (300MG/ML),CABENUVA KIT,VIIV HLTHCARE,N,212888,2021-01-21,RX,"SUSPENSION, EXTENDED RELEASE",INTRAMUSCULAR,2025-01-31,NEW DOSING SCHEDULE FOR CABOTEGRAVIR/RILPIVRINE INJECTION EVERY 2 MONTHS
5388,EQ 25MG BASE,KOSELUGO,ASTRAZENECA,N,213756,2020-04-10,RX,CAPSULE,ORAL,2025-04-10,NEW CHEMICAL ENTITY
972,EQ 30MG BASE,CYMBALTA,LILLY,N,021427,2004-08-03,RX,"CAPSULE, DELAYED REL PELLETS",ORAL,2023-04-20,NEW PATIENT POPULATION
2245,5MG,PREDNISOLONE,AUROBINDO PHARMA LTD,A,215673,2023-03-17,RX,TABLET,ORAL,2023-11-18,COMPETITIVE GENERIC THERAPY
785,20MG,SPRYCEL,BRISTOL MYERS SQUIBB,N,021986,2006-06-28,RX,TABLET,ORAL,2024-11-09,TREATMENT OF PEDIATRIC PATIENTS WITH PHILADELPHIA CHROMOSOME-POSITIVE (PH+) CHRONIC MYELOID LEUKEMIA (CML) IN CHRONIC PHASE
3531,500MCG,ROFLUMILAST,MYLAN,A,208257,2018-07-13,RX,TABLET,ORAL,2023-04-17,PATENT CHALLENGE
4944,EQ 50MG BASE;200MG;EQ 25MG BASE,BIKTARVY,GILEAD SCIENCES INC,N,210251,2018-02-07,RX,TABLET,ORAL,2024-02-24,LABELING REVISIONS RELATED TO CLINICAL STUDIES
4566,6GM/PACKET,LUMRYZ,AVADEL CNS,N,214755,2023-05-01,RX,"FOR SUSPENSION, EXTENDED RELEASE",ORAL,2026-05-01,NEW PRODUCT
4228,150MG,KALYDECO,VERTEX PHARMS,N,203188,2012-01-31,RX,TABLET,ORAL,2024-05-17,"TX OF CF IN PTS 2 YRS AND OLDER WHO HAVE ONE OF THE FOLLOWING MUTATIONS IN THE CFTR GENE: E56K, P67L, R74W, D110E, D110H, R117C, E193K, L206W, R347H, R352Q, A455E, D579G, S945L, S977F, F1052V, K1060T, A1067T, G1069R, R1070Q, R1070W, F1074L, D1152H, D1270N"
4678,EQ 1.2GM BASE/VIAL,KIMYRSA,MELINTA THERAP,N,214155,2021-03-12,RX,POWDER,INTRAVENOUS,2024-03-12,NEW PRODUCT
2608,150MG,KYZATREX,MARIUS PHARMS LLC,N,213953,2022-07-27,RX,CAPSULE,ORAL,2025-07-27,NEW PRODUCT
4228,"80MG, 60MG, 40MG;59.5MG",TRIKAFTA (COPACKAGED),VERTEX PHARMS INC,N,217660,2023-04-26,RX,GRANULES,ORAL,2026-04-26,NEW PRODUCT
4182,15MG,XARELTO,JANSSEN PHARMS,N,022406,2011-11-04,RX,TABLET,ORAL,2025-02-23,PEDIATRIC EXCLUSIVITY
4228,94MG/PACKET;75MG/PACKET,ORKAMBI,VERTEX PHARMS INC,N,211358,2022-09-02,RX,GRANULE,ORAL,2025-09-02,NEW STRENGTH
5461,320MG,LUMAKRAS,AMGEN INC,N,214665,2023-01-20,RX,TABLET,ORAL,2026-05-28,NEW CHEMICAL ENTITY
4310,100MG,VIMPAT,UCB INC,N,022253,2008-10-28,RX,TABLET,ORAL,2023-11-16,ADDITION OF A NEW INDICATION FOR ADJUNCTIVE THERAPY IN THE TREATMENT OF PRIMARY GENERALIZED TONIC-CLONIC SEIZURES IN PATIENTS 4 YEARS OF AGE AND OLDER
5390,4.5MG,PEMAZYRE,INCYTE CORP,N,213736,2020-04-17,RX,TABLET,ORAL,2025-08-26,TREATMENT OF ADULTS WITH RELAPSED OR REFRACTORY MYELOID/LYMPHOID NEOPLASMS (MLNS) WITH FIBROBLAST GROWTH FACTOR RECEPTOR 1 (FGFR1) REARRANGEMENT
4944,EQ 50MG BASE;200MG;EQ 25MG BASE,BIKTARVY,GILEAD SCIENCES INC,N,210251,2018-02-07,RX,TABLET,ORAL,2026-06-18,"FOR HIV-1 INFECTION IN PEDIATRIC PTS AT LEAST 25 KG W/ NO ANTIRETROVIRAL (ARV) TX HX OR TO REPLACE CURRENT ARV REGIMEN FOR VIROLOGICALLY-SUPPRESSED ON STABLE ARV W/ NO HX TX FAILURE AND NO KNOWN SUBSTITUTIONS ASSOCIATED W/ RESISTANCE TO BIC, FTC, OR TAF"
5379,300MG,AYVAKIT,BLUEPRINT MEDICINES,N,212608,2020-01-09,RX,TABLET,ORAL,2027-01-09,"INDICATED FOR THE TREATMENT OF ADULTS WITH UNRESECTABLE OR METASTATIC GIST HARBORING A PLATELET-DERIVED GROWTH FACTOR RECEPTOR ALPHA (PDGFRA) EXON 18 MUTATION, INCLUDING PDGFRA D842V MUTATIONS"
5480,0.4MG/VIAL,VOXZOGO,BIOMARIN PHARM,N,214938,2021-11-19,RX,POWDER,SUBCUTANEOUS,2028-11-19,TO INCREASE LINEAR GROWTH IN PEDIATRIC PATIENTS WITH ACHONDROPLASIA WHO ARE 5 YEARS OF AGE AND OLDER WITH OPEN EPIPHYSES
1125,180MG;10MG,NEXLIZET,ESPERION THERAPS INC,N,211617,2020-02-26,RX,TABLET,ORAL,2023-02-26,NEW PRODUCT
1003,EQ 50MG BASE;200MG;EQ 25MG BASE,BIKTARVY,GILEAD SCIENCES INC,N,210251,2018-02-07,RX,TABLET,ORAL,2023-02-07,NEW CHEMICAL ENTITY
1426,EQ 500MG BASE/VIAL;500MG/VIAL;250MG/VIAL,RECARBRIO,MSD MERCK CO,N,212819,2019-07-16,RX,POWDER,INTRAVENOUS,2029-07-16,GENERATING ANTIBIOTIC INCENTIVES NOW
4190,EQ 25MG BASE,JAKAFI,INCYTE CORP,N,202192,2011-11-16,RX,TABLET,ORAL,2025-12-19,REVISIONS TO SECTION 8.4 OF THE LABELING TO INCLUDE THE RESULTS OF STUDY INCB 18424-269
5709,50MG,JAYPIRCA,LOXO ONCOL,N,216059,2023-01-27,RX,TABLET,ORAL,2030-01-27,"TREATMENT OF ADULT PATIENTS WITH RELAPSED OR REFRACTORY MANTLE CELL LYMPHOMA (MCL) AFTER AT LEAST TWO LINES OF SYSTEMIC THERAPY, INCLUDING A BTK INHIBITOR"
5190,2GM/VIAL,STERITALC,NOVATECH SA,N,205555,2017-05-01,RX,POWDER,INTRAPLEURAL,2024-05-01,TO DECREASE THE RECURRENCE OF PNEUMOTHORAX IN ADULTS
5681,24.255GM/50ML (485.1MG/ML),ELUCIREM,GUERBET,N,216986,2022-09-21,RX,SOLUTION,INTRAVENOUS,2027-09-21,NEW CHEMICAL ENTITY
1802,50MG/50ML (1MG/ML),MIDAZOLAM IN 0.9% SODIUM CHLORIDE,HIKMA,A,216159,2023-04-17,RX,SOLUTION,INTRAVENOUS,2024-01-02,PATENT CHALLENGE
4746,3MG,POMALYST,BRISTOL,N,204026,2013-02-08,RX,CAPSULE,ORAL,2024-05-20,PEDIATRIC EXCLUSIVITY
4907,100MG,LYNPARZA,ASTRAZENECA,N,208558,2017-08-17,RX,TABLET,ORAL,2024-08-17,TREATMENT OF ADULT PATIENTS WITH DELETERIOUS OR SUSPECTED DELETERIOUS GERMLINE BRCA-MUTATED ADVANCED OVARIAN CANCER WHO HAVE BEEN TREATED WITH THREE OR MORE PRIOR LINES OF CHEMOTHERAPY
852,10MG/SPRAY,VALTOCO,NEURELIS INC,N,211635,2020-01-10,RX,SPRAY,NASAL,2023-01-10,NEW PRODUCT
1725,1GM;EQ 50MG BASE,JANUMET XR,MERCK SHARP DOHME,N,202270,2012-02-02,RX,"TABLET, EXTENDED RELEASE",ORAL,2023-12-04,ADDITION OF CLINICAL INFORMATION OBTAINED FROM A PEDIATRIC TRIAL TO SECTION 8.4 OF THE LABELING
4336,EQ 10MG BASE,FIRDAPSE,CATALYST PHARMS,N,208078,2018-11-28,RX,TABLET,ORAL,2025-09-29,NEW PATIENT POPULATION
3483,300MG/16.7ML (18MG/ML),POSACONAZOLE,PAR STERILE PRODUCTS,A,208768,2022-05-25,RX,SOLUTION,INTRAVENOUS,2023-12-26,PATENT CHALLENGE
4566,0.234GM/ML;0.096GM/ML;0.13GM/ML;0.04GM/ML,XYWAV,JAZZ,N,212690,2020-07-21,RX,SOLUTION,ORAL,2027-07-21,INDICATED FOR THE TREATMENT OF CATAPLEXY OR EXCESSIVE DAYTIME SLEEPINESS (EDS) IN PATIENTS 7 YEARS OF AGE AND OLDER WITH NARCOLEPSY
419,4MG,TARPEYO,CALLIDITAS,N,215935,2021-12-15,RX,"CAPSULE, DELAYED RELEASE",ORAL,2024-12-15,NEW PRODUCT
5313,EQ 10MG BASE/5ML (EQ 2MG BASE/ML),ONPATTRO,ALNYLAM PHARMS INC,N,210922,2018-08-10,RX,SOLUTION,INTRAVENOUS,2025-08-10,INDICATED FOR THE TREATMENT OF THE POLYNEUROPATHY OF HEREDITARY TRANSTHYRETIN-MEDIATED AMYLOIDOSIS IN ADULTS
4829,30MG,OTEZLA,AMGEN INC,N,205437,2014-03-21,RX,TABLET,ORAL,2023-04-10,INFORMATION ADDED TO THE CLINICAL STUDIES SECTION OF THE LABELING REGARDING THE USE OF PLAQUE PSORIASIS OF THE SCALP
5459,100MG,TRUSELTIQ,HELSINN HLTHCARE,N,214622,2021-05-28,DISCN,CAPSULE,ORAL,2028-05-28,"FOR TREATMENT OF ADULTS WITH PREVIOUSLY TREATED, UNRESECTABLE LOCALLY ADVANCED OR METASTATIC CHOLANGIOCARCINOMA WITH A FIBROBLAST GROWTH FACTOR RECEPTOR 2 (FGFR2) FUSION OR OTHER REARRANGEMENT AS DETECTED BY AN FDA-APPROVED TEST"
1751,EQ 2.5MG BASE/ML,XATMEP,AZURITY,N,208400,2017-04-25,RX,SOLUTION,ORAL,2024-04-25,"TREATMENT OF OLIGOARTICULAR JUVENILE IDIOPATHIC ARTHRITIS (PERSISTENT OLIGOARTHRITIS, PSORIATIC JUVENILE IDIOPATHIC ARTHRITIS, ENTHESITIS-RELATED ARTHRITIS, OR UNDIFFERENTIATED ARTHRITIS) & POLYARTICULAR JUVENILE IDIOPATHIC ARTHRITIS IN CHILDREN 0-16 YRS"
