struct_id,strength,patent_no,description,trade_name,applicant,appl_type,appl_no,type,dose_form,route,approval_date,patent_expire_date
1407,800MG/8ML (100MG/ML),9138404,"METHODS OF TREATING PAIN, INFLAMMATION AND/OR FEVER IN A CRITICALLY ILL PATIENT WITH INTRAVENOUS IBUPROFEN IN NEED THEREOF",CALDOLOR,CUMBERLAND PHARMS,N,022348,RX,SOLUTION,INTRAVENOUS,2009-06-11,2029-09-30
2593,150MG;150MG;200MG;300MG,9457036,TREATMENT OF HIV INFECTION,STRIBILD,GILEAD SCIENCES INC,N,203100,RX,TABLET,ORAL,2012-08-27,2024-01-13
4811,200MG;50MG,8735372,FOR THE TREATMENT OF HEPATITIS C,EPCLUSA,GILEAD SCIENCES INC,N,208341,RX,TABLET,ORAL,2020-03-19,2028-03-21
5233,180MG,9611283,TREATMENT OF ANAPLASTIC LYMPHOMA KINASE (ALK)-POSITIVE METASTATIC NON-SMALL CELL LUNG CANCER (NSCLC),ALUNBRIG,TAKEDA PHARMS USA,N,208772,RX,TABLET,ORAL,2017-10-02,2034-04-10
5154,150MG;37.5MG/PACKET,8735372,FOR THE TREATMENT OF HEPATITIS C,EPCLUSA,GILEAD SCIENCES INC,N,214187,RX,PELLETS,ORAL,2021-06-10,2028-03-21
1948,800PPM,9770570,A METHOD OF PROVIDING NITRIC OXIDE THERAPY TO A PATIENT BY MEASURING AND DISPLAYING AN INDICATION OF THE CALCULATED DELIVERY CONCENTRATION OF NITRIC OXIDE AS COMPARED TO THE DESIRED DELIVERY CONCENTRATION OF NITRIC OXIDE,INOMAX,MALLINCKRODT HOSP,N,020845,RX,GAS,INHALATION,1999-12-23,2036-05-03
242,720MG/2.4ML (300MG/ML),8338427,USE OF ARIPIPRAZOLE IN EXTENDED RELEASE INJECTABLE SUSPENSION,ABILIFY ASIMTUFII,OTSUKA,N,217006,RX,"SUSPENSION, EXTENDED RELEASE",INTRAMUSCULAR,2023-04-27,2025-03-15
4830,5MG;2.5MG;1GM,11090323,"METHOD OF TREATING TYPE 2 DIABETES MELLITUS IN A PATIENT WITH RENAL IMPAIRMENT (EGFR<60 ML/MIN/1.73 M2) BY INITIATION OF EMPAGLIFLOZIN, LINAGLIPTIN AND METFORMIN HCL IF EGFR>=45 ML/MIN/1.73 M2 AND DISCONTINUATION IF EGFR <30 ML/MIN/1.73 M2",TRIJARDY XR,BOEHRINGER INGELHEIM,N,212614,RX,"TABLET, EXTENDED RELEASE",ORAL,2020-01-27,2034-04-03
5154,150MG;37.5MG/PACKET,8921341,FOR THE TREATMENT OF HEPATITIS C,EPCLUSA,GILEAD SCIENCES INC,N,214187,RX,PELLETS,ORAL,2021-06-10,2032-11-16
4298,2.5MG,6967208,PROPHYLAXIS OF DEEP VEIN THROMBOSIS (DVT),ELIQUIS,BRISTOL MYERS SQUIBB,N,202155,RX,TABLET,ORAL,2012-12-28,2026-11-21
5299,EQ 150MG BASE,10124014,TREATMENT OF BACTERIAL SKIN AND SKIN STRUCTURE INFECTION,NUZYRA,PARATEK PHARMS INC,N,209816,RX,TABLET,ORAL,2018-10-02,2029-03-05
4716,EQ 30MG BASE,11192897,A METHOD FOR TREATING CHRONIC MYELOID LEUKEMIA,ICLUSIG,TAKEDA PHARMS USA,N,203469,RX,TABLET,ORAL,2015-04-23,2033-12-12
4283,EQ 200MG BASE,8536130,MANAGEMENT OF NEUROPATHIC PAIN ASSOCIATED WITH DIABETIC PERIPHERAL NEUROPATHY,NUCYNTA ER,COLLEGIUM PHARM INC,N,200533,RX,"TABLET, EXTENDED RELEASE",ORAL,2011-08-25,2028-09-22
1225,0.137MG/SPRAY;0.05MG/SPRAY,8163723,"TREATMENT OF ALLERGIC RHINITIS, INCLUDING SEASONAL ALLERGIC RHINITIS",DYMISTA,MYLAN SPECIALITY LP,N,202236,RX,"SPRAY, METERED",NASAL,2012-05-01,2023-08-29
1057,1MG;0.5MG;40MG,11033551,MANAGEMENT OF HEAVY MENSTRUAL BLEEDING ASSOCIATED WITH UTERINE LEIOMYOMAS (FIBROIDS) IN PREMENOPAUSAL WOMEN,MYFEMBREE,MYOVANT SCIENCES,N,214846,RX,TABLET,ORAL,2021-05-26,2037-09-29
1123,2MG/VIAL,8431685,IMPROVING GLYCEMIC CONTROL IN PATIENTS 10 YEARS OF AGE AND OLDER WITH TYPE 2 DIABETES MELLITUS BY ADMINISTERING A SUSTAINED-RELEASE EXENATIDE FORMULATION AS AN ADJUNCT TO DIET AND EXERCISE,BYDUREON,ASTRAZENECA AB,N,022200,DISCN,"FOR SUSPENSION, EXTENDED RELEASE",SUBCUTANEOUS,2012-01-27,2025-04-13
5203,EQ 300MG BASE,7351701,"A METHOD FOR TREATING OVARIAN CANCER BY ADMINISTERING RUCAPARIB, WHEREIN THE CANCER IS ASSOCIATED WITH A DELETERIOUS BRCA MUTATION",RUBRACA,ZR PHARMA,N,209115,RX,TABLET,ORAL,2016-12-19,2024-07-23
4810,420MG,8952015,TREATMENT OF MANTLE CELL LYMPHOMA,IMBRUVICA,PHARMACYCLICS LLC,N,210563,RX,TABLET,ORAL,2018-02-16,2026-12-28
2720,20MG/20ML (1MG/ML),9713599,A METHOD OF TREATING PULMONARY HYPERTENSION COMPRISING PARENTERALLY ADMINISTERING A FORMULATION COMPRISING A) 0.1 TO 5% W/V OF TREPROSTINIL OR A PHARMACEUTICALLY ACCEPTABLE SALT THEREOF AND B) A CITRATE BUFFER,REMODULIN,UNITED THERAP,N,208276,DISCN,SOLUTION,"INTRAVENOUS, SUBCUTANEOUS",2018-07-30,2024-12-16
24,5GM/PACKET,11202767,"TREATMENT OF A UREA CYCLE DISORDER INVOLVING DEFICIENCIES OF CARBAMYLPHOSPHATE SYNTHETASE, ORNITHINE TRANSCARBAMYLASE, OR ARGININOSUCCINIC ACID SYNTHETASE",OLPRUVA,ACER,N,214860,RX,FOR SUSPENSION,ORAL,2022-12-22,2036-10-17
2352,EQ 100MG BASE,7754731,TREATMENT OF HIV INFECTION,ISENTRESS,MSD SUB MERCK,N,203045,RX,"TABLET, CHEWABLE",ORAL,2011-12-21,2029-03-11
1239,0.0048MG/INH;0.0090MG/INH,8703806,USE FOR THE MAINTENANCE TREATMENT OF PATIENTS WITH CHRONIC OBSTRUCTIVE PULMONARY DISEASE (COPD),BEVESPI AEROSPHERE,ASTRAZENECA,N,208294,RX,"AEROSOL, METERED",INHALATION,2016-04-25,2030-05-28
4811,400MG;100MG;100MG,8580765,TREATMENT OF ADULT PATIENTS WITH CHRONIC HCV INFECTION WHO HAVE GENOTYPE 1A OR 3 INFECTION AND HAVE PREVIOUSLY BEEN TREATED WITH AN HCV REGIMEN CONTAINING SOFOSBUVIR WITHOUT AN NS5A INHIBITOR,VOSEVI,GILEAD SCIENCES INC,N,209195,RX,TABLET,ORAL,2017-07-18,2028-03-21
4566,0.234GM/ML;0.096GM/ML;0.13GM/ML;0.04GM/ML,8772306,METHOD OF TREATING EXCESSIVE DAYTIME SLEEPINESS AND/OR CATAPLEXY IN NARCOLEPSY PATIENTS WITH SODIUM OXYBATE WHEN DIVALPROEX SODIUM IS CONCOMITANTLY ADMINISTERED.,XYWAV,JAZZ,N,212690,RX,SOLUTION,ORAL,2020-07-21,2033-03-15
4399,EQ 25MG ACID,7547719,PATIENTS WITH SEVERE APLASTIC ANEMIA WHO HAVE HAD AN INSUFFICIENT RESPONSE TO IMMUNOSUPPRESSIVE THERAPY,PROMACTA,NOVARTIS,N,022291,RX,TABLET,ORAL,2008-11-20,2025-07-13
242,400MG,11344547,"TREATMENT OF SCHIZOPHRENIA, WITH EFFICACY IN TREATING ACUTE EPISODES OF SCHIZOPHRENIA",ABILIFY MAINTENA KIT,OTSUKA PHARM CO LTD,N,202971,RX,"FOR SUSPENSION, EXTENDED RELEASE",INTRAMUSCULAR,2014-09-29,2033-09-24
4616,8MG/0.4ML (8MG/0.4ML),8247425,TREATMENT OF OPIOID-INDUCED CONSTIPATION,RELISTOR,SALIX PHARMS,N,021964,RX,SOLUTION,SUBCUTANEOUS,2010-09-27,2030-12-31
5468,1.2MG,10981952,METHOD OF TREATING CHOLESTATIC PRURITUS IN PATIENTS 12 MONTHS OR OLDER SUFFERING FROM ALAGILLE SYNDROME (ALGS),BYLVAY,ALBIREO,N,215498,RX,CAPSULE,ORAL,2021-07-20,2031-11-08
2029,9MG,9682075,"MANAGEMENT OF PAIN SEVERE ENOUGH TO REQUIRE DAILY, AROUND-THE-CLOCK, LONG-TERM OPIOID TREATMENT AND FOR WHICH ALTERNATIVE TREATMENT OPTIONS ARE INADEQUATE",XTAMPZA ER,COLLEGIUM PHARM INC,N,208090,RX,"CAPSULE, EXTENDED RELEASE",ORAL,2016-04-26,2030-12-10
5495,EQ 40MG BASE,8829195,TREATMENT OF PHILADELPHIA CHROMOSOME POSITIVE CHRONIC MYELOID LEUKEMIA (PH+CML),SCEMBLIX,NOVARTIS,N,215358,RX,TABLET,ORAL,2021-10-29,2033-05-13
5446,7MG,9062014,"TREATMENT OF RELAPSING FORMS OF MULTIPLE SCLEROSIS (MS), TO INCLUDE CLINICALLY ISOLATED SYNDROME, RELAPSING-REMITTING DISEASE, AND ACTIVE SECONDARY PROGRESSIVE DISEASE, IN ADULTS",PONVORY,JANSSEN PHARMS,N,213498,RX,TABLET,ORAL,2021-03-18,2032-05-06
1567,23.75MG;95MG,8377474,"TREATMENT OF PARKINSONS DISEASE, POST-ENCEPHALITIC PARKINSONISM, AND PARKINSONISM THAT MAY FOLLOW CARBON MONOXIDE INTOXICATION OR MANGANESE INTOXICATION",RYTARY,IMPAX LABS INC,N,203312,RX,"CAPSULE, EXTENDED RELEASE",ORAL,2015-01-07,2028-12-26
5260,100MG,10239883,TREATMENT OF ADULT PATIENTS WITH CHRONIC LYMPHOCYTIC LEUKEMIA,CALQUENCE,ASTRAZENECA,N,210259,RX,CAPSULE,ORAL,2017-10-31,2032-07-11
4399,EQ 12.5MG ACID/PACKET,7547719,PATIENTS WITH SEVERE APLASTIC ANEMIA WHO HAVE HAD AN INSUFFICIENT RESPONSE TO IMMUNOSUPPRESSIVE THERAPY,PROMACTA KIT,NOVARTIS,N,207027,RX,FOR SUSPENSION,ORAL,2018-09-27,2025-07-13
2706,100MG,10314790,USE OF TROKENDI XR FOR PROPHYLACTIC TREATMENT OF MIGRAINE,TROKENDI XR,SUPERNUS PHARMS,N,201635,RX,"CAPSULE, EXTENDED RELEASE",ORAL,2013-08-16,2027-11-16
3317,20MG,7468363,"USE OF REVLIMID (LENALIDOMIDE) FOR THE TREATMENT OF PATIENTS WITH MANTLE CELL LYMPHOMA WHOSE DISEASE HAS RELAPSED OR PROGRESSED AFTER TWO PRIOR THERAPIES, ONE OF WHICH INCLUDED BORTEZOMIB",REVLIMID,CELGENE,N,021880,RX,CAPSULE,ORAL,2013-06-05,2023-10-07
2389,50MG,9532991,TREATMENT OF SCHIZOPHRENIA IN ADULTS,RYKINDO,SHANDONG LUYE,N,212849,RX,"FOR SUSPENSION, EXTENDED RELEASE",INTRAMUSCULAR,2023-01-13,2032-04-10
5252,EQ 40MG BASE,8518446,"EXTENDED ADJUVANT TREATMENT OF ADULT PATIENTS WITH EARLY STAGE HER2-OVEREXPRESSED/AMPLIFIED BREAST CANCER, TO FOLLOW ADJUVANT TRASTUZUMAB BASE THERAPY",NERLYNX,PUMA BIOTECH,N,208051,RX,TABLET,ORAL,2017-07-17,2030-11-20
496,48.75MG;195MG,9901640,TREATMENT OF PARKINSONS DISEASE,RYTARY,IMPAX LABS INC,N,203312,RX,"CAPSULE, EXTENDED RELEASE",ORAL,2015-01-07,2028-12-26
3317,10MG,9155730,USE OF REVLIMID (LENALIDOMIDE) FOR THE TREATMENT OF PREVIOUSLY TREATED FOLLICULAR LYMPHOMA IN COMBINATION WITH A RITUXIMAB PRODUCT,REVLIMID,CELGENE,N,021880,RX,CAPSULE,ORAL,2005-12-27,2023-05-15
4498,1.092GM/3.5ML (312MG/ML),11324751,TREATMENT OF SCHIZOPHRENIA BY ADMINISTERING A DOSE UP TO TWO WEEKS BEFORE OR THREE WEEKS AFTER THE SCHEDULED SIX-MONTH DOSE,INVEGA HAFYERA,JANSSEN PHARMS,N,207946,RX,"SUSPENSION, EXTENDED RELEASE",INTRAMUSCULAR,2021-08-30,2041-05-07
5493,EQ 50MG BASE,10023560,TREATMENT OF INSOMNIA,QUVIVIQ,IDORSIA,N,214985,RX,TABLET,ORAL,2022-04-07,2034-12-02
4721,EQ 10MG BASE,10555938,A DOSING REGIMEN FOR THE TREATMENT OF HYPERCHOLESTEROLEMIA AND HYPERLIPIDEMIA IN PATIENTS WITH HOMOZYGOUS FAMILIAL HYPERCHOLESTEROLEMIA USING AT LEAST THREE STEP-WISE INCREASING DOSES,JUXTAPID,AMRYT,N,203858,RX,CAPSULE,ORAL,2012-12-21,2025-03-07
4749,60MG,8236861,TREATMENT OF VAGINAL SYMPTOMS OF UROGENITAL ATROPHY BY ORALLY ADMINISTERING OSPEMIFENE WITH FOOD TO ENHANCE BIOAVAILABILITY OF OSPEMIFENE,OSPHENA,DUCHESNAY,N,203505,RX,TABLET,ORAL,2013-02-26,2026-08-11
5468,1.2MG,10011633,METHOD OF REDUCING SERUM BILE ACIDS IN PATIENTS 12 MONTHS OR OLDER SUFFERING FROM ALAGILLE SYNDROME (ALGS),BYLVAY,ALBIREO,N,215498,RX,CAPSULE,ORAL,2021-07-20,2031-11-08
4830,5MG;2.5MG;1GM,8178541,METHOD OF TREATING TYPE 2 DIABETES MELLITUS BY ADMINISTERING LINAGLIPTIN IN COMBINATION WITH EMPAGLIFLOZIN AND METFORMIN,TRIJARDY XR,BOEHRINGER INGELHEIM,N,212614,RX,"TABLET, EXTENDED RELEASE",ORAL,2020-01-27,2023-08-12
5468,0.4MG,11583539,METHOD OF TREATING PRURITUS IN PATIENTS 3 MONTHS OR OLDER SUFFERING FROM PROGRESSIVE FAMILIAL INTRAHEPATIC CHOLESTASIS (PFIC),BYLVAY,ALBIREO,N,215498,RX,CAPSULE,ORAL,2021-07-20,2041-11-12
2391,"EQ 250MG BASE;12.5MG, 75MG, 50MG",8642538,TREATMENT OF HCV INFECTION USING PARITAPREVIR,VIEKIRA PAK (COPACKAGED),ABBVIE,N,206619,DISCN,TABLET,ORAL,2014-12-19,2029-09-10
271,0.2055MG/SPRAY,8518919,"TREATMENT OF ALLERGIC RHINITIS, INCLUDING SEASONAL AND PERENNIAL ALLERGIC RHINITIS",ASTEPRO,MYLAN SPECIALITY LP,N,022203,DISCN,"SPRAY, METERED",NASAL,2009-08-31,2025-11-22
4228,"150MG;150MG, 100MG",10081621,"TREATMENT OF CYSTIC FIBROSIS IN PATIENTS AGE 6 AND OLDER, WHO HAVE TWO COPIES OF THE F508DEL MUTATION OR WHO HAVE AT LEAST ONE CFTR MUTATION THAT IS RESPONSIVE TO TEZACAFTOR/IVACAFTOR, WITH THE COMPOSITION OF CLAIM 1 OF US 10,081,621",SYMDEKO (COPACKAGED),VERTEX PHARMS INC,N,210491,RX,TABLET,ORAL,2018-02-12,2031-03-25
391,3.5MG/1.4ML (2.5MG/ML),11679119,TREATMENT OF ADULT PATIENTS WITH MANTLE CELL LYMPHOMA,BORTEZOMIB,MAIA PHARMS INC,N,215331,RX,SOLUTION,INTRAVENOUS,2022-07-27,2042-09-23
2572,EQ 2GM BASE/VIAL;EQ 250MG BASE/VIAL **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,8133883,METHOD OF TREATING BACTERIAL INFECTIONS,ZOSYN,WYETH PHARMS,N,050684,DISCN,INJECTABLE,INJECTION,1993-10-22,2023-04-14
434,100MG/0.5ML (100MG/0.5ML),9827241,TREATING OPIOID ADDICTION BY ADMINISTRATION OF BUPRENORPHINE,SUBLOCADE,INDIVIOR,N,209819,RX,"SOLUTION, EXTENDED RELEASE",SUBCUTANEOUS,2017-11-30,2031-06-06
1123,2MG/VIAL,9884092,AS AN ADJUNCT TO DIET AND EXERCISE TO IMPROVE GLYCEMIC CONTROL IN PATIENTS 10 TO 17 YEARS OF AGE WITH TYPE 2 DIABETES MELLITUS IN COMBINATION WITH METFORMIN AND/OR SULFONYLUREA,BYDUREON,ASTRAZENECA AB,N,022200,DISCN,"FOR SUSPENSION, EXTENDED RELEASE",SUBCUTANEOUS,2012-01-27,2026-08-18
5203,EQ 200MG BASE,8859562,"A METHOD FOR TREATING OVARIAN CANCER BY ADMINISTERING RUCAPARIB, WHEREIN THE CANCER IS ASSOCIATED WITH A DELETERIOUS BRCA MUTATION",RUBRACA,ZR PHARMA,N,209115,RX,TABLET,ORAL,2016-12-19,2031-08-04
4721,EQ 5MG BASE,10555938,A DOSING REGIMEN FOR THE TREATMENT OF HYPERCHOLESTEROLEMIA AND HYPERLIPIDEMIA IN PATIENTS WITH HOMOZYGOUS FAMILIAL HYPERCHOLESTEROLEMIA USING AT LEAST THREE STEP-WISE INCREASING DOSES,JUXTAPID,AMRYT,N,203858,RX,CAPSULE,ORAL,2012-12-21,2025-03-07
2868,EQ 5MG BASE/100ML,8052987,TREATMENT AND PREVENTION OF POSTMENOPAUSAL OR GLUCOCORTICOID-INDUCED OSTEOPOROSIS AND TREATMENT TO INCREASE BONE MASS IN MEN WITH OSTEOPOROSIS,RECLAST,SANDOZ,N,021817,RX,INJECTABLE,INTRAVENOUS,2007-04-16,2023-10-27
4627,0.005MG/VIAL,11318100,"ACCELERATE THE TRANSIT OF A BARIUM MEAL THROUGH THE SMALL BOWEL, THEREBY DECREASING THE TIME AND EXTENT OF RADIATION ASSOCIATED WITH FLUOROSCOPY AND X-RAY EXAMINATION OF THE INTESTINAL TRACT",SINCALIDE,MAIA PHARMS INC,N,210850,RX,POWDER,INTRAVENOUS,2022-11-22,2038-04-20
5122,272MG IRON/PACKET,7816404,METHOD OF IRON ADMINISTRATION TO TREAT PATIENTS IN NEED OF IRON REPLACEMENT,TRIFERIC,ROCKWELL MEDICAL INC,N,208551,DISCN,FOR SOLUTION,INTRAVENOUS,2016-04-25,2029-04-17
4190,EQ 20MG BASE,8822481,USE OF RUXOLITINIB (JAKAFI) FOR INHIBITING JANUS ASSOCIATED KINASES (JAKS) JAK1 AND/OR JAK2.,JAKAFI,INCYTE CORP,N,202192,RX,TABLET,ORAL,2011-11-16,2028-06-12
144,EQ 129MG BASE,10500171,TREATMENT OF DRUG-INDUCED EXTRAPYRAMIDAL REACTION IN ADULT PATIENTS,OSMOLEX ER,ADAMAS OPERATIONS,N,209410,RX,"TABLET, EXTENDED RELEASE",ORAL,2018-02-16,2038-02-15
5389,150MG,9693989,TREATMENT OF BREAST CANCER INCLUDING HER2 (ERBB2)-POSITIVE OR -OVEREXPRESSING BREAST CANCER,TUKYSA,SEAGEN,N,213411,RX,TABLET,ORAL,2020-04-17,2027-05-09
432,133MG/10ML (13.3MG/ML),11452691,"METHOD OF TREATING PAIN, FOR EXAMPLE, VIA INFILTRATION FOR LOCAL ANALGESIA OR VIA NERVE BLOCK, FOR EXAMPLE, NTERSCALENE BRACHIAL PLEXUS FOR REGIONAL ANALGESIA",EXPAREL,PACIRA PHARMS INC,N,022496,RX,"INJECTABLE, LIPOSOMAL",INJECTION,2011-10-28,2041-01-22
2044,100MG/VIAL,7820788,TREATMENT OF PANCREATIC CANCER,ABRAXANE,BRISTOL-MYERS,N,021660,RX,POWDER,INTRAVENOUS,2005-01-07,2024-10-27
682,20MG,11541002,METHOD OF TREATING SEIZURES,SYMPAZAN,OTTER PHARMS,N,210833,RX,FILM,ORAL,2018-11-01,2040-01-31
5468,0.4MG,11365182,METHOD OF TREATING PRURITUS IN PATIENTS 3 MONTHS OR OLDER SUFFERING FROM PROGRESSIVE FAMILIAL INTRAHEPATIC CHOLESTASIS (PFIC),BYLVAY,ALBIREO,N,215498,RX,CAPSULE,ORAL,2021-07-20,2039-06-20
4212,7.54GM;140GM;2.2GM;48.11GM;5.2GM;9GM,10792306,FOR CLEANSING OF THE COLON IN PREPARATION FOR COLONOSCOPY IN ADULTS,PLENVU,SALIX,N,209381,RX,FOR SOLUTION,ORAL,2018-05-04,2032-03-09
4874,10%,11213519,"ANTIMYCOTIC USES, SPECIFICALLY TREATMENT OF ONYCHOMYCOSIS; TOPICAL TREATMENT OF THE TOENAIL(S) DUE TO TRICHOPHYTON RUBRUM AND TRICHOPHYTON MENTAGROPHYTES",JUBLIA,BAUSCH,N,203567,RX,SOLUTION,TOPICAL,2014-06-06,2028-01-03
5293,EQ 200MG BASE,7176211,MANAGEMENT OF MODERATE TO SEVERE PAIN ASSOCIATED WITH ENDOMETRIOSIS,ORILISSA,ABBVIE,N,210450,RX,TABLET,ORAL,2018-07-23,2024-07-06
4810,280MG,8563563,TREATMENT OF CHRONIC LYMPHOCYTIC LEUKEMIA WITH 17P DELETION,IMBRUVICA,PHARMACYCLICS LLC,N,210563,RX,TABLET,ORAL,2018-02-16,2027-04-26
4228,125MG;200MG,10597384,"TREATMENT OF CYSTIC FIBROSIS IN PATIENTS 6 YEARS AND OLDER WHO ARE HOMOZYGOUS FOR THE F508DEL MUTATION IN THE CFTR GENE USING A PHARMACEUTICAL COMPOSITION ACCORDING TO CLAIM 2 OF U.S. PATENT NO. 10,597,384, FURTHER COMPRISING IVACAFTOR",ORKAMBI,VERTEX PHARMS INC,N,206038,RX,TABLET,ORAL,2015-07-02,2028-12-04
4716,EQ 30MG BASE,9029533,A METHOD FOR TREATING PHILADELPHIA CHROMOSOME POSITIVE ACUTE LYMPHOBLASTIC LEUKEMIA,ICLUSIG,TAKEDA PHARMS USA,N,203469,RX,TABLET,ORAL,2015-04-23,2026-12-22
4988,20MG/2ML (10MG/ML),7754230,METHOD FOR REDUCTION OF SUBMENTAL FAT,KYBELLA,KYTHERA BIOPHARMS,N,206333,RX,SOLUTION,SUBCUTANEOUS,2015-04-29,2027-12-10
3317,2.5MG,8648095,"USE OF REVLIMID (LENALIDOMIDE) FOR THE TREATMENT OF PATIENTS WITH MULTIPLE MYELOMA, IN COMBINATION WITH DEXAMETHASONE",REVLIMID,CELGENE,N,021880,RX,CAPSULE,ORAL,2011-12-21,2023-05-15
5046,EQ 20MG BASE,11254649,METHOD OF USING COBIMETINIB FOR THE TREATMENT OF MELANOMA,COTELLIC,GENENTECH INC,N,206192,RX,TABLET,ORAL,2015-11-10,2036-06-30
4746,2MG,8735428,USE OF POMALIDOMIDE FOR THE TREATMENT OF MULTIPLE MYELOMA,POMALYST,BRISTOL,N,204026,RX,CAPSULE,ORAL,2013-02-08,2023-05-15
3972,1%,9233118,TREATMENT OF INFLAMMATORY LESIONS OF ROSACEA.,SOOLANTRA,GALDERMA LABS LP,N,206255,RX,CREAM,TOPICAL,2014-12-19,2034-03-13
4190,EQ 25MG BASE,9079912,"FOR TREATMENT OF INTERMEDIATE OR HIGH-RISK MYELOFIBROSIS (MF), INCLUDING PRIMARY MF, POST-POLYCYTHEMIA VERA MF AND POST-ESSENTIAL THROMBOCYTHEMIA MF",JAKAFI,INCYTE CORP,N,202192,RX,TABLET,ORAL,2011-11-16,2026-12-12
435,105MG;45MG,9168234,DEXTROMETHORPHAN AND BUPROPION IN COMBINATION TO TREAT MAJOR DEPRESSIVE DISORDER,AUVELITY,AXSOME,N,215430,RX,"TABLET, EXTENDED RELEASE",ORAL,2022-08-18,2034-11-05
1123,2MG,7612176,AS AN ADJUNCT TO DIET AND EXERCISE TO IMPROVE GLYCEMIC CONTROL IN ADULTS WITH TYPE 2 DIABETES MELLITUS IN COMBINATION WITH BASAL INSULIN OR BASAL INSULIN PLUS METFORMIN,BYDUREON PEN,ASTRAZENECA AB,N,022200,DISCN,"FOR SUSPENSION, EXTENDED RELEASE",SUBCUTANEOUS,2014-02-28,2025-04-13
282,5MG/PACKET,10792262,METHOD FOR TREATING SPASTICITY,LYVISPAH,AMNEAL,N,215422,RX,GRANULES,ORAL,2021-11-22,2039-07-29
403,EQ 0.8MG BASE,9993474,ADJUNCT TO DIET AND EXERCISE TO IMPROVE GLYCEMIC CONTROL IN ADULTS WITH TYPE 2 DIABETES BY ADMINISTERING A DOSAGE FORM COMPRISING BROMOCRIPTINE AND ONE OR MORE EXCIPIENTS AS RECITED IN CLAIMS 12 AND 19,CYCLOSET,VEROSCIENCE,N,020866,RX,TABLET,ORAL,2009-05-05,2032-04-30
4483,60MG/VIAL,7491704,TREATMENT OF PATIENTS WITH MULTIPLE MYELOMA WHO HAVE RECEIVED AT LEAST TWO PRIOR THERAPIES INCLUDING BORTEZOMIB AND AN IMMUNOMODULATORY AGENT AND HAVE DEMONSTRATED DISEASE PROGRESSION ON OR WITHIN 60 DAYS OF COMPLETION OF THE LAST THERAPY,KYPROLIS,ONYX PHARMS AMGEN,N,202714,RX,POWDER,INTRAVENOUS,2012-07-20,2025-04-14
1800,0.25%;81.35%;15%,8147852,USE FOR TREATMENT OF DIAPER DERMATITIS COMPLICATED BY CANDIDIASIS,VUSION,MYLAN,N,021026,RX,OINTMENT,TOPICAL,2006-02-16,2028-03-30
2608,150MG,10576089,METHOD OF TREATING TESTOSTERONE DEFICIENCY,KYZATREX,MARIUS PHARMS LLC,N,213953,RX,CAPSULE,ORAL,2022-07-27,2030-12-31
2608,237MG,11426416,A METHOD OF TREATING TESTOSTERONE DEFICIENCY IN MEN,JATENZO,TOLMAR,N,206089,RX,CAPSULE,ORAL,2019-03-27,2030-04-12
1765,90MG;8MG,8815889,FOR EFFECT ON BLOOD GLUCOSE PARAMETERS IN PATIENTS WITH INSULIN RESISTANCE,CONTRAVE,NALPROPION,N,200063,RX,"TABLET, EXTENDED RELEASE",ORAL,2014-09-10,2024-07-20
5415,EQ 94.5MG/0.5ML BASE (EQ 94.5MG/0.5ML BASE),10465195,TREATMENT OF PRIMARY HYPEROXALURIA TYPE 1 (PH1),OXLUMO,ALNYLAM PHARMS INC,N,214103,RX,SOLUTION,SUBCUTANEOUS,2020-11-23,2034-12-26
5393,80MG,10786489,THE TREATMENT OF ADULT PATIENTS WITH METASTATIC RET FUSION-POSITIVE NON-SMALL CELL LUNG CANCER (NSCLC),RETEVMO,LOXO ONCOL ELI LILLY,N,213246,RX,CAPSULE,ORAL,2020-05-08,2038-10-10
4224,801MG,7635707,FULL DAILY DOSING FOLLOWING GRADE 2 ABNORMALITY IN LIVER FUNCTION BIOMARKER AFTER PIRFENIDONE ADMINISTRATION IN TREATMENT OF IPF,ESBRIET,GENENTECH INC,N,208780,RX,TABLET,ORAL,2017-01-11,2029-04-22
5203,EQ 250MG BASE,10130636,"MAINTENANCE TREATMENT OF RECURRENT EPITHELIAL OVARIAN, FALLOPIAN TUBE OR PRIMARY PERITONEAL CANCER, WHO ARE IN A COMPLETE OR PARTIAL RESPONSE TO PLATINUM-BASED CHEMOTHERAPY",RUBRACA,ZR PHARMA,N,209115,RX,TABLET,ORAL,2017-05-01,2035-08-17
2720,20MG/ML,8653137,ADMINISTRATION OF REMODULIN DILUTED FOR INTRAVENOUS INFUSION WITH STERILE DILUENT FOR FLOLAN OR STERILE DILUENT FOR EPOPROSTENOL SODIUM PRIOR TO ADMINISTRATION,REMODULIN,UNITED THERAP,N,021272,RX,INJECTABLE,"IV (INFUSION), SUBCUTANEOUS",2021-07-30,2028-09-05
1164,0.6MG,9642797,TREATMENT OF PAIN,SUBSYS,BTCP PHARMA,N,202788,DISCN,SPRAY,SUBLINGUAL,2012-01-04,2027-01-25
4944,150MG;150MG;200MG;EQ 10MG BASE,8754065,TREATMENT OF HIV INFECTION,GENVOYA,GILEAD SCIENCES INC,N,207561,RX,TABLET,ORAL,2015-11-05,2032-08-15
