code,description
U-3096,TREATMENT OF ADULT PATIENTS WITH METASTATIC NON-SMALL CELL LUNG CANCER (NSCLC) WHOSE TUMORS ARE ANAPLASTIC LYMPHOMA KINASE (ALK)-POSITIVE AS DETECTED BY AN FDA-APPROVED TEST
U-1380,IMPROVEMENT OF GLYCEMIC CONTROL IN ADULTS WITH TYPE 2 DIABETES MELLITUS WHO HAVE ONE OR MORE SPECIFIED CARDIOVASCULAR RISK FACTORS WHEREIN THE PATIENT HAS CARDIOVASCULAR DISEASE
U-3229,"FOR TOPICAL SHORT-TERM, NON-CONTINUOUS CHRONIC TREATMENT OF MILD TO MODERATE ATOPIC DERMATITIS IN NON-IMMUNOCOMPROMISED PATIENTS WHOSE DISEASE IS NOT ADEQUATELY CONTROLLED WITH TOPICAL PRESCRIPTION THERAPIES OR WHEN THOSE THERAPIES ARE NOT ADVISABLE"
U-2572,"TREATMENT OF CYSTIC FIBROSIS IN PATIENTS 6 YEARS AND OLDER, WITH A F508DEL OR G551D CFTR GENE MUTATION AND A A455E, 2789+5G->, OR 3849+10KBC->T MUTATION, COMPRISING CONCURRENT COADMINISTRATION OF THE COMPOSITIONS OF CLAIM 1 OF U.S. PATENT 10058546"
U-1717,METHOD OF TREATING CYSTIC FIBROSIS IN PATIENTS WHO ARE HOMOZYGOUS FOR THE F508DEL MUTATION IN THE CYSTIC FIBROSIS TRANSMEMBRANE CONDUCTANCE REGULATOR (CFTR) GENE
U-349,METHOD OF USE WHICH IS SUBJECT OF THE APPLICATION
U-2009,METHOD OF TREATING POSTMENOPAUSAL WOMEN WITH OSTEOPOROSIS AT HIGH RISK FOR FRACTURE.
U-1207,"INFANT USE AGED 1 MONTH TO LESS THAN ONE YEAR,  GERD AND EROSIVE ESOPHAGITIS"
U-3060,TREATMENT OF HIV INFECTION IN ADULTS
U-256,TREATMENT OF HIV INFECTION IN COMBINATION WITH ONE OR MORE ADDITIONAL HIV ANTIVIRAL AGENTS
U-1892,METHOD OF TREATING LEFT VENTRICULAR DYSFUNCTION
U-525,METHOD OF TREATING PARASITIC INFECTIONS
U-3207,"REDUCTION OF RISK OF CARDIOVASCULAR DEATH, MYOCARDIAL INFARCTION, AND STROKE IN PATIENTS WITH CAD BY ADMINISTERING CLINICALLY PROVEN EFFECTIVE AMOUNTS THAT ARE 2.5 MG RIVAROXABAN TWICE DAILY AND 75-100 MG ASPIRIN DAILY"
U-386,TREATMENT OF PATIENTS SUFFERING FROM A LATE ASTHMATIC REACTION OR LATE PHASE ASTHMA
U-953,METHOD OF TREATING OPHTHALMIC INFLAMMATION AND INFECTION
U-1992,USE OF TROKENDI XR FOR PROPHYLACTIC TREATMENT OF MIGRAINE
U-903,TREATMENT OF HUMAN IMMUNODEFICIENCY VIRUS (HIV) IN ADULT PATIENTS
U-2420,"TREATMENT OF CYSTIC FIBROSIS IN PATIENTS AGES 12 AND OLDER, WHO HAVE TWO COPIES OF THE F508DEL MUTATION OR ONE F508DEL MUTATION AND A CFTR MUTATION PREDICTED TO BE RESPONSIVE TO TEZACAFTOR/IVACAFTOR, WITH THE COMPOSITION OF CLAIM 1 OF US 10,081,621"
U-3569,"TREATMENT OF PREVIOUSLY TREATED, UNRESECTABLE LOCALLY ADVANCED OR METASTATIC CHOLANGIOCARCINOMA WITH A FGFR2 FUSION OR OTHER REARRANGEMENT BY ADMINISTERING PEMIGATINIB WHILE AVOIDING THE CONCOMITANT USE OF STRONG AND MODERATE CYP3A INDUCERS"
U-127,METHOD OF PRODUCING NEUROMUSCULAR BLOCKADE
U-453,TREATMENT OF PLATELET ASSOCIATED ISCHEMIC DISORDERS
U-1642,METHOD OF TREATING TYPE 2 DIABETES MELLITUS IN PATIENTS WITH SEVERE CHRONIC RENAL IMPAIRMENT AND FOR WHOM METFORMIN THERAPY IS INAPPROPRIATE BY ADMINISTERING LINAGLIPTIN
U-3670,ADMINISTRATION OF AN EXTENDED RELEASE TABLET FOR THE TREATMENT OF NEUROGENIC DETRUSOR OVERACTIVITY (NDO) IN PEDIATRIC PATIENTS AGED 3 YEARS AND OLDER AND WEIGHING 35 KG OR MORE
U-3274,"TREATMENT OF BIPOLAR I DISORDER, BIPOLAR II DISORDER, OR BIPOLAR DEPRESSION"
U-2805,TREATMENT OF NON-24 HOUR SLEEP-WAKE DISORDER BY ADMINISTERING TASIMELTEON TO PATIENTS WITH A SMOKING HISTORY
U-1912,"METHOD OF TREATING CYSTIC FIBROSIS IN A PATIENT, THE PATIENT HAVING THE F508DEL MUTATION IN CFTR, USING A DOSAGE UNIT AS DEFINED IN CLAIM 1 OF U.S. PATENT NO. 9,192,606"
U-1932,METHOD OF TREATING MILD TO MODERATE ATOPIC DERMATITIS.
U-3012,"TREATMENT IN COMBINATION WITH ANDROGEN DEPRIVATION THERAPY OF NON-METASTATIC, CASTRATION-RESISTANT PROSTATE CANCER (NMCRPC) THAT IMPROVES METASTASIS FREE SURVIVAL"
U-3045,"TREATMENT OF OVERACTIVE BLADDER (OAB) WITH SYMPTOMS OF URGE URINARY INCONTINENCE, URGENCY, AND URINARY FREQUENCY"
U-3511,TREATMENT OF IRRITABLE BOWEL SYNDROME WITH DIARRHEA (IBS-D) IN ADULT FEMALE SUBJECTS AND SYMPTOMS THEREOF
U-3330,TREATMENT OF GASTROINTESTINAL STROMAL TUMORS IN PATIENTS SUFFERING FROM PALMER-PLANTER ERYTHRODYSESTHESIA SYNDROME
U-76,USE TO IMAGE A SUBJECT WITH A MAGNETIC RESONANCE IMAGING SYSTEM
U-894,TREATMENT OF COLD SORES IN PEDIATRIC PATIENTS TWELVE YEARS OF AGE AND OLDER
U-1919,RESTORING AN MRNA READING FRAME TO INDUCE DYSTROPHIN PROTEIN PRODUCTION IN PATIENTS HAVING A MUTATION OF THE DMD GENE THAT IS AMENABLE TO EXON 51 SKIPPING
U-995,METHOD FOR TREATING TYPE II DIABETES BY ADMINISTERING SAXAGLIPTIN
U-3073,USE FOR REDUCING SEIZURE FREQUENCY IN PATIENTS WITH TUBEROUS SCLEROSIS COMPLEX
U-651,TREATMENT OF ACUTE PROMYELOCYTIC LEUKEMIA (APL)
U-189,ENHANCEMENT OF THE BIOAVAILABILITY OF THE DRUG SUBSTANCE
U-3605,TREATMENT OF CF IN A PATIENT AGE 1 MONTH TO <4 MONTHS WHO HAS AT LEAST ONE MUTATION IN THE CFTR GENE THAT IS RESPONSIVE TO IVACAFTOR BASED ON CLINICAL AND/OR IN VITRO ASSAY DATA USING THE COMPOSITION RECITED IN CLAIM 1 OF US 10272046
U-329,"USE OF AVANDIA AS MONOTHERAPY, IN COMBINATION WITH METFORMIN, AND IN COMBINATION WITH SULFONYLUREAS TO IMPROVE GLYCEMIC CONTROL IN PATIENTS WITH TYPE 2 DIABETES MELLITUS"
U-2282,ADJUNCT TO DIET AND EXERCISE TO TREAT GLUCOSE INTOLERANCE IN ADULTS WITH TYPE 2 DIABETES BY ADMINISTERING BROMOCRIPTINE MESYLATE AND A FIRST-PHASE INSULIN SECRETAGOGUE AS RECITED IN CLAIM 2 AND WHEREIN THE EFFECTS ARE AS RECITED IN CLAIM 2
U-90,TREATMENT OF PSYCHOTIC DISORDERS
U-2057,DOSING 2403 MG/DAY PIRFENIDONE FOLLOWING GRADE 2 ABNORMALITY IN BIOMARKER AST AND/OR ALT AFTER PIRFENIDONE ADMINISTRATION IN TREATMENT OF IPF
U-1169,MANAGEMENT OF BREAKTHROUGH PAIN IN CANCER PATIENTS 18 YEARS OF AGE AND OLDER WHO ARE RECEIVING AND TOLERANT TO OPIOID THERAPY FOR THEIR UNDERLYING PERSISTENT CANCER PAIN
U-1451,APPROVED INDICATIONS:  APTIOM (ESLICARBAZEPINE ACETATE) IS INDICATED AS ADJUNCTIVE TREATMENT OF PARTIAL-ONSET SEIZURES AND APPROVED IN PATIENTS WITH EPILEPSY.  PATENT CLAIMS:  IN A METHOD OF TREATING A SUBJECT AFFLICTED WITH EPILEPSY
U-1411,THIS DRUG IS ADMINISTERED BY SUBLINGUAL ROUTE TO HUMANS FOR MAINTENANCE TREATMENT OF OPIOID DEPENDENCE
U-298,METHOD OF COMBATING BACTERIA IN A PATIENT
U-1041,TREATMENT OF DISORDERS RESPONSIVE TO GROWTH HORMONE
U-2932,ADJUNCT TO DIET AND EXERCISE TO IMPROVE GLYCEMIC CONTROL IN ADULTS WITH TYPE 2 DIABETES BY ADMINISTERING BROMOCRIPTINE MESYLATE AND A FIRST-PHASE INSULIN SECRETAGOGUE AS RECITED IN CLAIMS 44 AND 50 WHEREIN THE EFFECTS ARE AS RECITED IN SAID CLAIMS
U-73,METHOD OF TREATING DISEASES OR INFECTIONS CAUSED BY MYCETES
U-1542,FOR USE IN THE TREATMENT OF PATIENTS WITH CHRONIC LYMPHOCYTIC LEUKEMIA AND/OR NON-HODGKINS LYMPHOMA
U-3001,PROCEDURES IN ADULT AND PEDIATRIC PATIENTS REQUIRING A DISCLOSING AGENT IN COMBINATION WITH A TOPICAL OPHTHALMIC ANESTHETIC.
U-2620,USE OF NINTEDANIB FOR SLOWING THE RATE OF DECLINE IN PULMONARY FUNCTION IN PATIENTS WITH SYSTEMIC SCLEROSIS-ASSOCIATED INTERSTITIAL LUNG DISEASE (SSC-ILD)
U-2150,TREATMENT OF CHRONIC GRAFT-VERSUS-HOST DISEASE
U-403,ANTI-ALLERGIC FOR VARIOUS ALLERGIC DISEASES
U-3175,TREATMENT OF COMPLICATED SKIN AND SKIN STRUCTURE INFECTIONS AND STAPHYLOCOCCUS AUREUS BLOODSTREAM INFECTIONS (BACTEREMIA) INCLUDING THOSE WITH RIGHT-SIDED INFECTIVE ENDOCARDITIS BY ADMINISTERING THE FORMULATION OF DAPTOMYCIN AS RECITED IN CLAIM 18
U-665,METHOD OF USING THE DRUG SUBSTANCE/DRUG PRODUCT FOR ULTRASOUND IMAGING
U-3340,A METHOD OF TREATING ATTENTION DEFICIT HYPERACTIVITY DISORDER BY ADMINISTERING A TRANSDERMAL COMPOSITION CONTAINING AMPHETAMINE
U-84,A METHOD OF BLOCKING THE UPTAKE OF MONOAMINES BY BRAIN NEURONS IN ANIMALS
U-1988,METHOD TO TREAT INFANTILE HEMANGIOMA
U-586,AN INTERMEDIATE RELEASE NICOTINIC ACID FORMULATION SUITABLE FOR ORAL ADMINISTRATION ONCE-A-DAY AS A SINGLE DOSE FOR TREATING HYPERLIPIDEMIA WITHOUT CAUSING DRUG-INDUCED HEPATOTOXICITY OR ELEVATIONS IN URIC ACID OR GLUCOSE OR BOTH
U-302,TO REDUCE THE RISK OF STROKE IN PATIENTS WHO HAVE HAD TRANSIENT ISCHEMIA OF THE BRAIN OR COMPLETED ISCHEMIC STROKE DUE TO THROMBOSIS
U-1078,TREATMENT OF ACNE
U-3108,TREATMENT OF NEUROGENIC DETRUSOR OVERACTIVITY (NDO) IN PEDIATRIC PATIENTS AGED 3 YEARS AND OLDER BY ADMINISTRATION OF AN EXTENDED-RELEASE SUSPENSION FORMULATION OF MIRABEGRON
U-749,METHOD OF CONTRACEPTION
U-968,A METHOD FOR IMPROVING GLYCEMIC CONTROL IN ADULTS WITH TYPE 2 DIABETES MELLITUS
U-1536,ADMINISTRATION OF A COMPOSITION COMPRISING A DIKETOPIPERAZINE AND INSULIN.
U-1910,"METHOD OF TREATING CYSTIC FIBROSIS IN A PATIENT, THE PATIENT HAVING THE F508DEL MUTATION IN CFTR, USING THE DOSAGE UNIT OF CLAIM 1 OF U.S. PATENT NO. 8,716,338"
U-2395,FOR THE TREATMENT OF HIV-1 INFECTION IN ADULT PATIENTS WITH NO PRIOR ANTIRETROVIRAL TREATMENT HISTORY
U-2645,"TREATMENT OF CYSTIC FIBROSIS IN PATIENTS AGED 12 YEARS AND OLDER WHO HAVE AT LEAST ONE F508DEL MUTATION IN THE CFTR GENE WITH ELEXACAFTOR, TEZACAFTOR, AND IVACAFTOR"
U-540,TREATMENT OF FUNGAL INFECTIONS
U-997,TREATMENT OF MAJOR DEPRESSIVE DISORDER BY DOSING AT INTERVALS OF 24 HOURS
U-3538,METHOD OF TREATING ATTENTION DEFICIT HYPERACTIVITY DISORDER
U-772,RELIEF OF SYMPTOMS ASSOCIATED WITH SEASONAL ALLERGIC RHINITIS IN CHILDREN 2 TO 11 YEARS AND FOR THE RELIEF OF SYMPTOMS ASSOCIATED WITH UNCOMPLICATED SKIN MANIFESTATIONS OF CHRONIC IDIOPATHIC URTICARIA IN CHILDREN 6 MONTHS TO 11 YEARS
U-2025,TREATMENT OF ATTENTION DEFICIT HYPERACTIVITY DISORDER
U-2660,TREATMENT OF H. PYLORI INFECTION IN ADULTS
U-2711,A METHOD OF TREATING IRON DEFICIENCY ANEMIA IN ADULT PATIENTS WHO HAVE INTOLERANCE TO ORAL IRON OR HAVE HAD UNSATISFACTORY RESPONSE TO ORAL IRON BY INTRAVENOUSLY ADMINISTERING FERRIC CARBOXYMALTOSE TO PROVIDE 750 MG OF ELEMENTAL IRON
U-1513,TREATMENT OF HIV-1 INFECTION IN COMBINATION WITH OTHER ANTIRETROVIRAL AGENTS
U-2382,"TREATMENT IN COMBINATION WITH A GNRH AGONIST OF HIGH RISK NON-METASTATIC, CASTRATION-RESISTANT PROSTATE CANCER (NM-CRPC)"
U-1685,DOSAGE MODIFICATION TO REDUCE THE RISK ASSOCIATED WITH QT PROLONGATION NOT INDUCED BY OTHER DRUGS DURING TREATMENT WITH ILOPERIDONE
U-2342,METHOD OF ADMINISTERING A RECONSTITUTED LIPOSOMAL COMPOSITION CONTAINING CYTARABINE AND DAUNORUBICIN TO TREAT ADULTS WITH NEWLY-DIAGNOSED THERAPY-RELATED ACUTE MYELOID LEUKEMIA (T-AML) OR AML WITH MYELODYSPLASIA-RELATED CHANGES (AML-MRC)
U-3396,AMVUTTRA IS INDICATED FOR THE TREATMENT OF THE POLYNEUROPATHY OF HEREDITARY TRANSTHYRETIN-MEDIATED AMYLOIDOSIS IN ADULTS
U-2244,A METHOD OF TREATING BACTERIAL INFECTIONS IN HOSPITAL-ACQUIRED BACTERIAL PNEUMONIA AND VENTILATOR-ASSOCIATED BACTERIAL PNEUMONIA (HABP/VABP) PATIENTS COMPRISING ADMINISTERING A BACTERICIDALLY EFFECTIVE AMOUNT OF AVIBACTAM SODIUM
U-3235,USE FOR THE TREATMENT OF SEIZURES ASSOCIATED WITH DRAVET SYNDROME
U-2756,USE OF VASCEPA AS AN ADJUNCT TO STATIN THERAPY TO REDUCE THE RISK OF CARDIOVASCULAR DEATH IN AN ADULT PATIENT WITH ESTABLISHED CARDIOVASCULAR DISEASE
U-2910,ADJUNCT TO DIET AND EXERCISE TO IMPROVE GLYCEMIC CONTROL IN ADULTS WITH TYPE 2 DIABETES BY ADMINISTERING BROMOCRIPTINE MESYLATE AND A FIRST-PHASE INSULIN SECRETAGOGUE AS RECITED IN CLAIM 26 AND WHEREIN THE EFFECTS ARE AS RECITED IN CLAIM 26
U-1209,"TREATMENT OF HUMAN IMMUNODEFICIENCY VIRUS (HIV) INFECTION IN ADULT PATIENTS, AND TREATMENT OF HUMAN IMMUNODEFICIENCY VIRUS (HIV) INFECTION IN PEDIATRIC PATIENTS 3 YEARS OF AGE AND OLDER"
U-2136,TREATMENT OF NEUROPATHIC PAIN ASSOCIATED WITH DIABETIC PERIPHERAL NEUROPATHY
U-1945,IMPROVEMENT OF GLYCEMIC CONTROL IN ADULTS WITH TYPE 2 DIABETES MELLITUS IN COMBINATION WITH METFORMIN.
U-2543,TREATMENT OF SCHIZOPHRENIA WITH CARIPRAZINE
U-202,"METHOD OF TREATING PEPTIC ULCER DISEASE CAUSED BY CAMPYLOBACTER PYLORIDIS COMPRISING ORAL ADMINISTRATION OF 50 TO 5,000MG BISMUTH DAILY FOR 3-56 DAYS"
U-1136,"SECONDARY PREVENTION OF CARDIOVASCULAR EVENTS BY DOSING ONCE PER DAY IN THE EVENING OR AT NIGHT, THROUGH REDUCTION OF LDL-C, TC, TG, LP(A), AND INCREASE OF HDL-C"
U-1535,ADMINISTRATION OF A COMPOSITION COMPRISING INSULIN COMPLEXED WITH MICROPARTICLES OF A DIKETOPIPERAZINE.
U-899,USE OF THALIDOMIDE IN COMBINATION WITH DEXAMETHASONE FOR THE TREATMENT OF PATIENTS WITH NEWLY DIAGNOSED MULTIPLE MYELOMA
U-2979,"METHOD COMPRISING IV ADMINISTRATION OF CANGRELOR BEFORE PCI THEN CONTINUOUS INFUSION FOR AT LEAST 2 HOURS OR THE DURATION OF PCI AND, DURING OR AFTER CONTINUOUS INFUSION, ADMINISTRATION OF A LOADING DOSE OF TICAGRELOR, OR AN EQUIVALENT METHOD"
U-1457,A METHOD OF PURGING A NITRIC OXIDE DELIVERY SYSTEM
U-1595,USE OF OTEZLA (APREMILAST) FOR THE TREATMENT OF PSORIASIS
U-1077,PRETREATMENT OF PATIENTS WITH VITAMIN B12 AND FOLIC ACID PRIOR TO PEMETREXED DISODIUM ADMINISTRATION
U-925,TREATMENT OF ONLY INFLAMMATORY LESIONS (PAPULES AND PUSTULES) OF ROSACEA
U-534,HUMALOG IS AN INSULIN ANALOG THAT IS INDICATED IN THE TREATMENT OF PATIENTS WITH DIABETES MELLITUS FOR THE CONTROL OF HYPERGLYCEMIA
U-1733,TREATMENT/PREVENTION OF CARDIOVASCULAR DISEASE
U-554,TREATING HIV INFECTION WITH INDINAVIR SULFATE IN COMBINATION WITH ANTIRETROVIRAL AGENTS
U-1489,USE OF TOPICAL DICLOFENAC ON A JOINT FOR TREATING OSTEOARTHRITIS
U-1220,TREATMENT OF RENAL CELL CARCINOMA
U-206,"METHOD OF USING FSH ALONE, WITHOUT THE PRESENCE OF EXOGENEOUS LH, IN IN VITRO FERTILIZATION"
U-1378,TREATMENT OF A NITROGEN METABOLISM DISORDER
U-3226,FOR TREATMENT OF CHRONIC GRAFT-VERSUS-HOST DISEASE (CGVHD) AFTER FAILURE OF ONE OR TWO LINES OF SYSTEMIC THERAPY
U-1397,USE AS AN ANTISEPTIC FOR THE PREPARATION OF A PATIENTS SKIN PRIOR TO SURGERY
U-2983,TREATMENT OF SCHIZOPHRENIA BY RAPID AND CONTINUOUS INJECTION
U-3145,"TREATMENT OF CYSTIC FIBROSIS IN PATIENTS AGED 6 YEARS AND OLDER WHO HAVE A R117H MUTATION IN THE CFTR GENE WITH ELEXACAFTOR, TEZACAFTOR, AND IVACAFTOR"
U-2296,"TAFINLAR IS INDICATED, IN COMBINATION WITH TRAMETINIB, FOR THE ADJUVANT TREATMENT OF PATIENTS WITH MELANOMA WITH BRAF V600E OR V600K MUTATIONS, AS DETECTED BY AN FDA-APPROVED TEST, AND INVOLVEMENT OF LYMPH NODE(S), FOLLOWING COMPLETE RESECTION"
U-331,METHOD OF TREATING HYPERLIPIDEMIA WITH NICOTINIC ACID BY DOSING ONCE PER DAY IN THE EVENING OR AT NIGHT
U-1526,THE TREATMENT OF PATIENTS WITH TRAVELERS DIARRHEA (TD) OR THE REDUCTION IN RISK OF OVERT HEPATIC ENCEPHALOPATHY (HE) RECURRENCE
U-562,TOPICAL TREATMENT OF CUTANEOUS LESIONS IN PATIENTS WITH AIDS-RELATED KAPOSIS SARCOMA
U-2480,"MAINTENANCE TREATMENT OF GBRCA- OR SBRCA-MUTATED ADVANCED EPITHELIAL OVARIAN, FALLOPIAN TUBE OR PRIMARY PERITONEAL CANCER WHO ARE IN A COMPLETE OR PARTIAL RESPONSE TO FIRST-LINE PLATINUM-BASED CHEMOTHERAPY"
U-1176,TREATMENT OR PREVENTION OF STROKE
U-3088,TREATMENT OF DUCHENNE MUSCULAR DYSTROPHY (DMD) IN PATIENTS WHO HAVE A MUTATION OF THE DMD GENE THAT IS AMENABLE TO EXON 45 SKIPPING
U-1503,METHOD OF TREATING TYPE 2 DIABETES MELLITUS BY ADMINISTERING LINAGLIPTIN IN COMBINATION WITH METFORMIN
U-840,TREATMENT FOR TYPE 2 DIABETES MELLITUS
U-3309,"NORLIQVA IS INDICATED FOR THE TREATMENT OF HYPERTENSION, TO LOWER BLOOD PRESSURE IN ADULTS AND CHILDREN 6 YEARS OF AGE AND OLDER"
U-1930,METHOD OF AEROSOLIZING/DEAGGLOMERATING AN INSULIN DRY POWDER FOR USE IN TREATING DIABETES MELLITUS VIA ORAL INHALATION USING AN INHALER WITH A CARTRIDGE CONTAINING THE INSULIN DRY POWDER.
U-2665,TREATMENT OF CHRONIC GRAFT VERSUS HOST DISEASE AFTER FAILURE OF ONE OR MORE LINES OF SYSTEMIC THERAPY
U-1562,TREATMENT OF PATIENTS WITH HEPATIC ENCEPHALOPATHY (HE)
U-1849,METHOD OF TREATING PULMONARY HYPERTENSION BY ADMINISTERING TREPROSTINIL OR A SALT THEREOF BY INHALATION USING A DEVICE
U-3186,METHOD OF TREATING PRURITUS IN PATIENTS 3 MONTHS OR OLDER SUFFERING FROM PROGRESSIVE FAMILIAL INTRAHEPATIC CHOLESTASIS (PFIC)
U-292,INHIBITING TRANSPLANT REJECTION USING RAPAMYCIN (SIROLIMUS) IN COMBINATION WITH AZATHIOPRINE
U-1659,MANAGEMENT OF PAIN
U-29,"CT IMAGING OF THE HEAD AND BODY, AND INTRAVENOUS EXCRETORY UROGRAPHY"
U-2610,TREATMENT OF COMPLICATED INTRA-ABDOMINAL INFECTION IN PATIENTS WITH END-STAGE RENAL DISEASE ON HEMODIALYSIS
U-13,A METHOD FOR TREATING ANXIETY IN A HUMAN SUBJECT IN NEED OF SUCH TREATMENT
U-2016,TREATMENT FOR ONYCHOMYCOSIS THAT IS TINEA UNGUIUM
U-3158,"TREATMENT OF CYSTIC FIBROSIS IN PATIENTS AGED 6 YEARS AND OLDER WHO HAVE AT LEAST ONE F508DEL MUTATION IN THE CFTR GENE OR A MUTATION IN THE CFTR GENE THAT IS RESPONSIVE BASED ON IN VITRO DATA WITH AN EFFECTIVE AMOUNT OF ELX, TEZ, AND IVA"
U-858,"PEDIATRIC USE AGED 1-11 YEARS, GERD AND EROSIVE ESOPHAGITIS"
U-1308,MULTIPLE MYELOMA
U-2532,"TREATMENT OF CHRONIC HEPATITIS C VIRUS (HCV) GENOTYPE 1, 2, 3, 4, OR 6 IN ADULT AND PEDIATRIC PATIENTS 12 YEARS AND OLDER OR WEIGHING AT LEAST 45 KG"
U-268,ACROMEGALY
U-2272,TREATMENT OF NASAL POLYPS IN PATIENTS >=18 YEARS OF AGE WHO HAVE HAD ETHMOID SINUS SURGERY USING A CORTICOSTEROID-ELUTING (MOMETASONE FUROATE) IMPLANT
U-2060,"DOSAGE MODIFICATION FOLLOWING GRADE 2 ABNORMALITY IN BIOMARKER AST AND/OR ALT AFTER PIRFENIDONE ADMINISTRATION, BY DISCONTINUING PIRFENIDONE UNTIL BIOMARKERS OF LIVER FUNCTION ARE WITHIN NORMAL LIMITS, THEN AT LEAST 1600MG/DAY IN TREATMENT OF IPF"
U-1548,"FOR THE LONG-TERM, ONCE-DAILY MAINTENANCE TREATMENT OF AIRFLOW OBSTRUCTION IN PATIENTS WITH COPD, INCLUDING CHRONIC BRONCHITIS AND/OR EMPHYSEMA, ALSO TO REDUCE EXACERBATIONS OF COPD IN PATIENTS WITH A HISTORY OF EXACERBATIONS"
U-3232,USE OF ORAL OCTREOTIDE FOR LONG-TERM MAINTENANCE TREATMENT IN ACROMEGALY PATIENTS WHILE AVOIDING CONCOMITANT ADMINISTRATION OF LEVONORGESTREL
U-61,CEREBRAL AND PERIPHERAL ARTERIOGRAPHY AND CT IMAGING OF THE HEAD
U-3591,"TREATMENT OF CF IN PATIENTS AGED 2 TO <6 YEARS WHO HAVE AT LEAST ONE F508DEL MUTATION OR A MUTATION IN THE CFTR GENE THAT IS RESPONSIVE BASED ON IN VITRO DATA USING A SOLID COMPOSITION COMPRISING ELX, TEZ, AMORPHOUS IVA, AND < ~30% CRYSTALLINE IVA"
U-2108,TREATMENT OF HORMONE RECEPTOR POSITIVE HER2-NEGATIVE ADVANCED BREAST CANCER IN POSTMENOPAUSAL WOMEN NOT PREVIOUSLY TREATED WITH ENDOCRINE THERAPY
U-166,TREATMENT OF H.PYLORI-ASSOCIATED DUODENAL ULCER
U-464,PERIPHERAL ARTERIOGRAPHY
U-2866,TREATMENT OF CHRONIC MYELOMONOCYTIC LEUKEMIA
U-2181,TREATING OPIOID DEPENDENCY BY SUBCUTANEOUSLY ADMINISTERING BUPRENORPHINE
U-5,METHOD OF PRODUCING BRONCHODILATION
U-3166,"OTC USE: ALLERGY SYMPTOM RELIEVER; TEMPORARY RELIEF OF THESE SYMPTOMS DUE TO HAY FEVER OR OTHER UPPER RESPIRATORY ALLERGIES: NASAL CONGESTION, RUNNY NOSE, SNEEZING AND ITCHY NOSE"
U-3179,METHOD OF TREATING FOLLICULAR LYMPHOMA
U-1428,TOPICAL TREATMENT OF FACIAL ERYTHEMA OF ROSACEA
U-1222,TO INHIBIT THE PROLIFERATIVE ACTIVITY OF NEOPLASTIC CELLS
U-3036,TREATMENT OF TRD IN ADULTS BY NASALLY ADMINISTERING 56MG OR 84MG OF ESKETAMINE 2X WEEKLY FOR 4 WEEKS DURING THE INDUCTION PHASE FOLLOWED BY A MAINTENANCE PHASE OF 56MG OR 84 MG WEEKLY OR 1X EVERY TWO WEEKS IN CONJUNCTION WITH AN ORAL ANTIDEPRESSANT
U-3415,INDICATED FOR THE PREVENTIVE TREATMENT OF MIGRAINE IN PATIENTS 12 YEARS AND OLDER
U-330,TREATMENT OF NAUSEA AND VOMITING
U-1702,TREATMENT OF COPD
U-2690,USE OF VASCEPA TO LOWER TRIGLYCERIDES IN AN ADULT PATIENT WITH ELEVATED TRIGLYCERIDE (TG) LEVELS (ABOUT 200 MG/DL TO LESS THAN ABOUT 500 MG/DL) AND ON STATIN THERAPY
U-3185,"TAFINLAR(R) IS INDICATED, IN COMBINATION WITH TRAMETINIB, FOR THE ADJUVANT TREATMENT OF PATIENTS WITH MELANOMA WITH BRAF V600E OR V600K MUTATIONS AS DETECTED BY AN FDA-APPROVED TEST, AND INVOLVEMENT OF LYMPH NODE(S), FOLLOWING COMPLETE RESECTION"
U-3391,"A METHOD OF TITRATING AN OPIOID TO MANAGE PAIN SEVERE ENOUGH TO REQUIRE DAILY, AROUND-THE-CLOCK, LONG-TERM OPIOID TREATMENT AND FOR WHICH ALTERNATIVE TREATMENTS ARE INADEQUATE"
U-2149,TREATMENT OF NON-24 HOUR SLEEP-WAKE DISORDER BY ADMINISTERING TASIMELTEON
U-1464,TREATMENT OF OPIOID DEPENDENCE/SUBLINGUAL OR BUCCAL APPLICATION
U-3444,TREATMENT OF DEPRESSIVE SYMPTOMS IN ADULTS WITH MDD WITH ACUTE SUICIDAL IDEATION OR BEHAVIOR BY NASALLY ADMINISTERING 56MG OR 84MG OF ESKETAMINE AS A PHARMACEUTICAL COMPOSITION TWICE PER WEEK IN CONJUNCTION WITH AN ORAL ANTIDEPRESSANT
U-2896,ADJUNCT TO DIET AND EXERCISE TO IMPROVE GLYCEMIC CONTROL IN ADULTS WITH TYPE 2 DIABETES BY ADMINISTERING BROMOCRIPTINE MESYLATE AND A FIRST-PHASE INSULIN SECRETAGOGUE AS RECITED IN CLAIMS 1 AND 8 AND WHEREIN THE EFFECTS ARE AS RECITED IN CLAIM 1
U-907,FOR THE MAINTENANCE OF REMISSION OF ULCERATIVE COLITIS IN SUBJECTS 18 YEARS OF AGE AND OLDER
U-2815,"MEASURING TIME-VARYING CHANGE IN BLOOD IN A TISSUE VOLUME USING MODIFIED BEER-LAMBERT LAW IN VASCULAR, GASTROINTESTINAL, ORGAN TRANSPLANT, AND PLASTIC, MICRO- AND RECONSTRUCTIVE, INCLUDING MINIMALLY INVASIVE, SURGERY"
