act_id,struct_id,target_id,target_name,target_class,accession,gene,swissprot,act_value,act_type,act_comment,act_source,relation,moa,moa_source,act_source_url,moa_source_url,action_type,first_in_class,tdl,act_ref_id,moa_ref_id,organism
184834,2563,83,D(2) dopamine receptor,GPCR,P14416,DRD2,DRD2_HUMAN,7.55,Ki,Binding affinity for DA2 receptor,CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
27774,1427,100,5-hydroxytryptamine receptor 1A,GPCR,P08908,HTR1A,5HT1A_HUMAN,5.237,Ki,,PDSP,=,,,,,,,Tclin,,,Homo sapiens
186195,1282,824,TRAF2 and NCK-interacting protein kinase,Kinase,Q9UKE5,TNIK,TNIK_HUMAN,5.16,Kd,Binding constant for TNIK kinase domain,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
27171,2865,111,Histamine H2 receptor,GPCR,P25021,HRH2,HRH2_HUMAN,5.456,Ki,,PDSP,=,,,,,,,Tclin,,,Homo sapiens
165038,1007,62,Sodium channel subunit beta-1,Ion channel,Q07699,SCN1B,SCN1B_HUMAN,,,,WOMBAT-PK,,,,,,,,Tbio,,,Homo sapiens
218856,5347,925,Testis-specific serine/threonine-protein kinase 1,Kinase,Q9BXA7,TSSK1B,TSSK1_HUMAN,5.89,Kd,Binding constant for TSSK1B kinase domain,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
164112,2847,268,Cytochrome P450 2C9,Enzyme,P11712,CYP2C9,CP2C9_HUMAN,4.867,Ki,,WOMBAT-PK,=,,,,,,,Tchem,,,Homo sapiens
189075,4921,2875,"Sodium channel alpha subunits; brain (Types I, II, III)",Ion channel,P04774|P04775|P08104,Scn1a|Scn2a|Scn3a,SCN1A_RAT|SCN2A_RAT|SCN3A_RAT,5.09,IC50,Binding of [3H]batrachotoxin (BTX) to rat brain sodium channel,CHEMBL,=,,,,,,,,,,Rattus norvegicus
164734,407,106,Alpha-1A adrenergic receptor,GPCR,P35348,ADRA1A,ADA1A_HUMAN,7.1,Ki,,WOMBAT-PK,=,,,,,,,Tclin,,,Homo sapiens
183789,1419,94,Potassium voltage-gated channel subfamily H member 2,Ion channel,Q12809,KCNH2,KCNH2_HUMAN,7.0,IC50,Inhibition of human ERG,CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
188021,4223,1847,5-hydroxytryptamine receptor 2C,GPCR,P08909,Htr2c,5HT2C_RAT,5.7,IC50,Inhibition of rat hydroxytryptamine 2C receptor,CHEMBL,=,,,,,,,,,,Rattus norvegicus
26557,109,113,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,5.0,Kd,,IUPHAR,=,,,,,ALLOSTERIC MODULATOR,,Tclin,,,Homo sapiens
182398,518,1784,Prostaglandin G/H synthase 1,Enzyme,P05979,PTGS1,PGH1_SHEEP,4.89,IC50,Inhibition of ovine COX1 after 5 mins,CHEMBL,=,,,,,,,,,,Ovis aries
36595,1836,113,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,5.713,Ki,DRUGMATRIX: Muscarinic M1 radioligand binding (ligand: [3H] N-Methylscopolamine),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
181698,1791,443,"Cytochrome P450 11B1, mitochondrial",Enzyme,P15538,CYP11B1,C11B1_HUMAN,7.84,IC50,Inhibition of human steroid-11beta-hydroxylase expressed in chinese hamster V79 cells using 11-deoxycorticosterone as substrate,CHEMBL,=,1.0,DRUG LABEL,,http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/012911Orig1s033lbl.pdf,INHIBITOR,,Tclin,,368.0,Homo sapiens
187167,1548,695,Receptor tyrosine-protein kinase erbB-4,Kinase,Q15303,ERBB4,ERBB4_HUMAN,7.27,Kd,Binding constant for ERBB4 kinase domain,CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
222197,5280,2188,MAP kinase-interacting serine/threonine-protein kinase 1,Kinase,Q9BUB5,MKNK1,MKNK1_HUMAN,6.64,Kd,Binding constant for MKNK1 kinase domain,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
219981,2503,4918,"6-hydroxymethyl-7,8-dihydropterin pyrophosphokinase",Unclassified,Q8IAU3,PF3D7_0810800,Q8IAU3_PLAF7,7.14,IC50,Parasite growth inhibition assay,IUPHAR,=,,,,,,,,,,Plasmodium falciparum (isolate 3D7)
184488,1440,203,Androgen receptor,Nuclear hormone receptor,P10275,AR,ANDR_HUMAN,9.85,EC50,Agonist activity at androgen receptor (unknown origin) expressed in HeLa cells co-expressing PSA-(ARE)4-Luc13 assessed as induction of DHT-induced luciferase activity after 20 mins by luciferase reporter gene assay,CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
5299,2434,208,Lanosterol 14-alpha demethylase,Enzyme,P10613,ERG11,CP51_CANAL,,,,WOMBAT-PK,,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1201196,INHIBITOR,,,,,Candida albicans (strain SC5314 / ATCC MYA-2876)
183310,1153,83,D(2) dopamine receptor,GPCR,P14416,DRD2,DRD2_HUMAN,6.09,Ki,Affinity towards Dopamine receptor D2,CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
182131,1593,132,Alpha-2C adrenergic receptor,GPCR,P18825,ADRA2C,ADA2C_HUMAN,7.16,Ki,Displacement of [3H]RS-79948-197 from human adrenoceptor aplha 2C expressed in CHO cells,CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
165253,4119,619,Histone deacetylase 3,Enzyme,O15379,HDAC3,HDAC3_HUMAN,7.604,Ki,,WOMBAT-PK,=,,,,,,,Tclin,,,Homo sapiens
216274,2846,95,Cytochrome P450 3A4,Enzyme,P08684,CYP3A4,CP3A4_HUMAN,4.89,IC50,,CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
215692,2233,131,5-hydroxytryptamine receptor 1D,GPCR,P28221,HTR1D,5HT1D_HUMAN,5.78,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
37241,2302,66,Prostaglandin G/H synthase 1,Enzyme,P23219,PTGS1,PGH1_HUMAN,5.417,IC50,DRUGMATRIX: Cyclooxygenase COX-1 enzyme inhibition (substrate: Arachidonic acid),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
186563,3533,2230,Dual specificity mitogen-activated protein kinase kinase 6,Kinase,P52564,MAP2K6,MP2K6_HUMAN,5.41,Kd,Binding constant for MEK6 kinase domain,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
36776,1982,98,Sodium-dependent serotonin transporter,Transporter,P31645,SLC6A4,SC6A4_HUMAN,6.26,Ki,"DRUGMATRIX: Transporter, Serotonin (5-Hydroxytryptamine) (SERT) radioligand binding (ligand: [3H] Paroxetine)",DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
219294,4907,3727,Poly [ADP-ribose] polymerase 4,Enzyme,Q9UKK3,PARP4,PARP4_HUMAN,6.39,IC50,Inhibition of recombinant human His6-tagged PARP4 ADP-ribosyltransferase domain expressed in Escherichia coli BL21(DE3) preincubated for 15 mins followed by biotinylated NAD+ addition by chemiluminescence assay,CHEMBL,=,,,,,,,,,,Homo sapiens
218745,5347,2197,SRSF protein kinase 1,Kinase,Q96SB4,SRPK1,SRPK1_HUMAN,6.8,Kd,Binding constant for SRPK1 kinase domain,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
215767,2389,54,Beta-1 adrenergic receptor,GPCR,P08588,ADRB1,ADRB1_HUMAN,5.301,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
134565,4892,2059,Sodium/glucose cotransporter 1,Transporter,P13866,SLC5A1,SC5A1_HUMAN,5.073,IC50,,SCIENTIFIC LITERATURE,=,,,https://pubmed.ncbi.nlm.nih.gov/22889351,,,,Tclin,10.0,,Homo sapiens
34385,671,1713,5-hydroxytryptamine receptor 1B,GPCR,P28564,Htr1b,5HT1B_RAT,6.658,Ki,DRUGMATRIX: Serotonin (5-Hydroxytryptamine) 5-HT1B radioligand binding (ligand: [125I] Cyanopindolol),DRUG MATRIX,=,,,,,,,,,,Rattus norvegicus
219399,607,3544,Dihydrofolate reductase,Enzyme,P00376,DHFR,DYR_BOVIN,7.52,IC50,Inhibition of bovine liver DHFR,CHEMBL,=,,,,,,,,,,Bos taurus
36239,1688,116,Muscarinic acetylcholine receptor M4,GPCR,P08173,CHRM4,ACM4_HUMAN,7.721,Ki,DRUGMATRIX: Muscarinic M4 radioligand binding (ligand: [3H] N-Methylscopolamine),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
185804,114,1759,Mu-type opioid receptor,GPCR,P97266,OPRM1,OPRM_CAVPO,7.82,IC50,In vitro binding activity against opioid receptor mu using [3H]DAGO) as radioligand,CHEMBL,=,,,,,,,,,,Cavia porcellus
188869,4903,2232,Calcium/calmodulin-dependent protein kinase type IV,Kinase,Q16566,CAMK4,KCC4_HUMAN,5.43,Kd,Binding constant for CAMK4 kinase domain,CHEMBL,=,,,,,,,Tbio,,,Homo sapiens
163710,2729,2738,GABA-A receptor alpha-1/beta-3/gamma-2,Ion channel,P14867|P18507|P28472,GABRA1|GABRG2|GABRB3,GBRA1_HUMAN|GBRG2_HUMAN|GBRB3_HUMAN,9.097,Ki,,WOMBAT-PK,=,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL646,POSITIVE ALLOSTERIC MODULATOR,,Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin,,,Homo sapiens
185877,945,1865,D(3) dopamine receptor,GPCR,P19020,Drd3,DRD3_RAT,7.93,Ki,Displacement of [3H]nemonapride from Rattus norvegicus (rat) wild type dopamine D3 receptor transfected in african green monkey COS7 cells after 1 hr by beta scintillation counting,CHEMBL,=,,,,,,,,,,Rattus norvegicus
183160,3514,1771,Adenosine receptor A1,GPCR,P25099,Adora1,AA1R_RAT,5.61,Ki,Displacement of specific [3H]PIA binding from adenosine A1 receptor in rat brain membranes.,CHEMBL,=,,,,,,,,,,Rattus norvegicus
187498,4124,575,Histone deacetylase 5,Enzyme,Q9UQL6,HDAC5,HDAC5_HUMAN,7.48,Ki,Inhibition of HDAC5,CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
182035,1145,1784,Prostaglandin G/H synthase 1,Enzyme,P05979,PTGS1,PGH1_SHEEP,5.41,IC50,Inhibition of ovine COX1 by enzyme-immuno assay,CHEMBL,=,,,,,,,,,,Ovis aries
164976,2637,82,D(1A) dopamine receptor,GPCR,P21728,DRD1,DRD1_HUMAN,7.1,IC50,,WOMBAT-PK,=,,,,,,,Tclin,,,Homo sapiens
187651,4178,535,Tyrosine-protein kinase Fyn,Kinase,P06241,FYN,FYN_HUMAN,6.44,Kd,Binding constant for FYN kinase domain,CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
186089,1212,2862,Adenylate cyclase,Enzyme,D4A3N4|P21932|P26769|P26770|P40146|Q03343|Q04400|Q8CFM9,Adcy1|Adcy3|Adcy2|Adcy4|Adcy8|Adcy6|Adcy5,D4A3N4_RAT|ADCY3_RAT|ADCY2_RAT|ADCY4_RAT|ADCY8_RAT|ADCY6_RAT|ADCY5_RAT|Q8CFM9_RAT,7.1,IC50,The compound was tested for adenylate cyclase activity in rat corpus striatum,CHEMBL,=,,,,,,,,,,Rattus norvegicus
181002,947,1824,Beta-2 adrenergic receptor,GPCR,P54833,ADRB2,ADRB2_CANFA,4.3,Ki,Binding of [3H]dihydroalprenolol to beta-2 adrenergic receptor of rat cerebral cortical membranes,CHEMBL,=,,,,,,,,,,Canis familiaris
188607,4630,344,Farnesyl pyrophosphate synthase,Enzyme,P14324,FDPS,FPPS_HUMAN,4.53,Ki,Inhibition of human recombinant FPPS expressed in Escherichia coli BL21 after 10 mins,CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
187645,4178,2196,Serine/threonine-protein kinase SIK2,Kinase,Q9H0K1,SIK2,SIK2_HUMAN,6.37,Kd,Binding constant for full-length SNF1LK2,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
182287,228,108,D(3) dopamine receptor,GPCR,P35462,DRD3,DRD3_HUMAN,8.59,Ki,Displacement of [3H]domperidone from human cloned dopamine D3 receptor expressed in mouse CCL1-3 cells by scintillation counting,CHEMBL,=,,,,,AGONIST,,Tclin,,,Homo sapiens
218828,5347,2320,Interleukin-1 receptor-associated kinase 4,Kinase,Q9NWZ3,IRAK4,IRAK4_HUMAN,5.92,Kd,Binding constant for IRAK4 kinase domain,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
26030,2605,129,Beta-3 adrenergic receptor,GPCR,P13945,ADRB3,ADRB3_HUMAN,8.6,Ki,,IUPHAR,=,,,,,ANTAGONIST,,Tclin,,,Homo sapiens
170685,1646,3386,Neuronal acetylcholine receptor subunit alpha-6,Ion channel,Q15825,CHRNA6,ACHA6_HUMAN,4.96,IC50,,IUPHAR,=,,,,,BLOCKER,,Tchem,,,Homo sapiens
37789,2600,108,D(3) dopamine receptor,GPCR,P35462,DRD3,DRD3_HUMAN,6.292,Ki,DRUGMATRIX: Dopamine D3 radioligand binding (ligand: [3H] Spiperone),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
37297,2337,170,Alpha-1D adrenergic receptor,GPCR,P25100,ADRA1D,ADA1D_HUMAN,7.457,Ki,DRUGMATRIX: Alpha-1D adrenergic receptor radioligand binding (ligand: prazosin),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
221913,4801,2355,Serine/threonine-protein kinase ULK1,Kinase,O75385,ULK1,ULK1_HUMAN,6.73,Kd,"Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.",CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
186244,1751,276,Bifunctional dihydrofolate reductase-thymidylate synthase,Enzyme,Q07422,,DRTS_TOXGO,8.85,IC50,Inhibitory activity against Dihydrofolate reductase from Toxoplasma gondii was evaluated using 90 uM dihydrofolic acid as substrate,CHEMBL,=,,,,,,,,,,Toxoplasma gondii
185868,2239,238,3-hydroxy-3-methylglutaryl-coenzyme A reductase,Enzyme,P04035,HMGCR,HMDH_HUMAN,7.52,IC50,Tested in vitro for the inhibition of HMG-CoA reductase from partially purified microsomal preparations.,CHEMBL,=,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1144,INHIBITOR,,Tclin,,,Homo sapiens
188575,4573,2420,Dihydrofolate reductase,Enzyme,P0A017,folA,DYR_STAAU,10.1,Ki,Inhibition of Staphylococcus aureus DHFR using dihydrofolate as substrate preincubated for 10 mins followed by substrate addition by spectrophotometric analysis in presence of NADPH,CHEMBL,=,,,,,,,,,,Staphylococcus aureus
216630,2599,1732,Alpha-1A adrenergic receptor,GPCR,P43140,Adra1a,ADA1A_RAT,4.88,IC50,,CHEMBL,=,,,,,,,,,,Rattus norvegicus
36576,1821,546,Receptor tyrosine-protein kinase erbB-2,Kinase,P04626,ERBB2,ERBB2_HUMAN,5.691,IC50,"DRUGMATRIX: Protein Tyrosine Kinase, ERBB2 (HER2) enzyme inhibition (substrate: Poly(Glu:Tyr))",DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
224010,2350,191,ATP-binding cassette sub-family G member 2,Transporter,Q9UNQ0,ABCG2,ABCG2_HUMAN,5.07,IC50,Inhibition of human ABCG2 expressed in human HEK293 cells membrane vesicles mediated transport of 3[H]-MTX for 2 mins using [3H]-methotrexate as substrate by rapid filtration technique,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
163772,1076,2796,GABA A receptor alpha-4/beta-2/delta,Ion channel,O14764|P47870|P48169,GABRD|GABRB2|GABRA4,GBRD_HUMAN|GBRB2_HUMAN|GBRA4_HUMAN,,,,WOMBAT-PK,,,,,,,,Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin,,,Homo sapiens
181359,2551,1799,Acetylcholinesterase,Enzyme,P23795,ACHE,ACES_BOVIN,7.4,Ki,Inhibition of fetal Bovine serum AChE,CHEMBL,=,,,,,,,,,,Bos taurus
187034,1932,2461,Dual specificity mitogen-activated protein kinase kinase 5,Kinase,Q13163,MAP2K5,MP2K5_HUMAN,6.72,Kd,Binding constant for MEK5 kinase domain,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
182732,658,371,Peroxisome proliferator-activated receptor alpha,Nuclear hormone receptor,Q07869,PPARA,PPARA_HUMAN,6.05,EC50,Transactivation of GAL4-fused PPARalpha LBD expressed in HepG2 cells after 20 hrs by luminescence assay,CHEMBL,=,1.0,SCIENTIFIC LITERATURE,,https://pubmed.ncbi.nlm.nih.gov/15123680,AGONIST,,Tclin,,475.0,Homo sapiens
185657,2740,91,Sigma non-opioid intracellular receptor 1,Membrane receptor,Q99720,SIGMAR1,SGMR1_HUMAN,7.82,Ki,Affinity for sigma receptor type 1 of guinea pig using [3H]ifenprodil or (+)-[3H]pentazocine radioligand,CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
182383,1057,500,Steryl-sulfatase,Enzyme,P08842,STS,STS_HUMAN,4.08,IC50,Inhibition of steroid sulfatase activity of JEG-3 cells,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
215659,1150,98,Sodium-dependent serotonin transporter,Transporter,P31645,SLC6A4,SC6A4_HUMAN,6.176,Ki,,PDSP,,,,,,,,Tclin,,,Homo sapiens
216945,331,132,Alpha-2C adrenergic receptor,GPCR,P18825,ADRA2C,ADA2C_HUMAN,6.264,Ki,,SCIENTIFIC LITERATURE,=,,,https://pubmed.ncbi.nlm.nih.gov/22711801,,,,Tclin,659.0,,Homo sapiens
181761,2492,2392,Beta-lactamase,Enzyme,Q7X575,SHV-11,Q7X575_ECOLX,5.62,IC50,Inhibition of Escherichia coli JM109 beta-lactamase SHV-11,CHEMBL,=,,,,,,,,,,Escherichia coli
186109,2435,158,D(4) dopamine receptor,GPCR,P21917,DRD4,DRD4_HUMAN,7.96,Ki,Displacement of [3H]-YM-09151-2 (0.06 nM) from human Dopamine receptor D4 expressed in CHO cells,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
216285,829,203,Androgen receptor,Nuclear hormone receptor,P10275,AR,ANDR_HUMAN,5.85,Ki,,CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
221760,5280,670,Rho-associated protein kinase 1,Kinase,Q13464,ROCK1,ROCK1_HUMAN,6.23,Kd,Binding constant for ROCK1 kinase domain,CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
183759,949,2055,Carbonic anhydrase 13,Enzyme,Q8N1Q1,CA13,CAH13_HUMAN,7.74,Ki,Inhibition of human carbonic anhydrase13 preincubated for 15 mins by stopped-flow CO2 hydration assay,CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
222508,5209,901,STE20-like serine/threonine-protein kinase,Kinase,Q9H2G2,SLK,SLK_HUMAN,5.98,Kd,"Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.",CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
181402,2439,1692,Potassium channel subfamily K member 18,Ion channel,Q7Z418,KCNK18,KCNKI_HUMAN,,,Mechanism of Action; CHEMBL2331042; SINGLE PROTEIN,CHEMBL,,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1200694,OPENER,,Tclin,,,Homo sapiens
216933,5221,3714,Programmed cell death 1 ligand 1,CD molecules,Q9NZQ7,CD274,PD1L1_HUMAN,,,,UNKNOWN,,1.0,DRUG LABEL,,http://www.accessdata.fda.gov/drugsatfda_docs/label/2017/761049s000lbl.pdf,ANTIBODY BINDING,,Tclin,,654.0,Homo sapiens
216748,1830,1748,D(2) dopamine receptor,GPCR,P61169,Drd2,DRD2_RAT,7.48,Ki,,CHEMBL,=,,,,,,,,,,Rattus norvegicus
187534,4167,1548,Sphingosine-1-phosphate lyase 1,Enzyme,O95470,SGPL1,SGPL1_HUMAN,4.77,IC50,Inhibition of human recombinant S1PL (62 to 568) expressed in Sf9 insect cells using S1P as substrate after 1 hr,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
215475,4109,200,Glycine receptor subunit alpha-1,Ion channel,P23415,GLRA1,GLRA1_HUMAN,5.89,EC50,,CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
184172,2537,400,Carbonic anhydrase 7,Enzyme,P43166,CA7,CAH7_HUMAN,8.44,Ki,Inhibition of human recombinant carbonic anhydrase 7 preincubated for 15 mins by stopped flow CO2 hydration assay,CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
221706,4716,94,Potassium voltage-gated channel subfamily H member 2,Ion channel,Q12809,KCNH2,KCNH2_HUMAN,6.11,IC50,Inhibition of human ERG incubated for 4 hrs by competitive fluorescence tracer binding based assay,CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
215508,4314,117,Muscarinic acetylcholine receptor M5,GPCR,P08912,CHRM5,ACM5_HUMAN,5.1,EC50,,IUPHAR,=,,,,,AGONIST,,Tclin,,,Homo sapiens
170534,4923,3394,Programmed cell death protein 1,Membrane receptor,Q15116,PDCD1,PDCD1_HUMAN,9.14,Kd,,IUPHAR,=,1.0,SCIENTIFIC LITERATURE,https://pubmed.ncbi.nlm.nih.gov/24872026,https://pubmed.ncbi.nlm.nih.gov/24872026,ANTIBODY BINDING,,Tclin,129.0,129.0,Homo sapiens
36913,2090,90,Alpha-2A adrenergic receptor,GPCR,P08913,ADRA2A,ADA2A_HUMAN,6.287,Ki,DRUGMATRIX: Alpha-2A adrenergic receptor radioligand binding (ligand: MK-912),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
181180,2302,2731,GABA-A receptor alpha-1/beta-2/gamma-2,Ion channel,P14867|P18507|P47870,GABRA1|GABRG2|GABRB2,GBRA1_HUMAN|GBRG2_HUMAN|GBRB2_HUMAN,5.7,EC50,Potentiation of GABA responses at human Gamma-aminobutyric acid A receptor alpha-1-beta-2-gamma-2,CHEMBL,=,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL526,POSITIVE ALLOSTERIC MODULATOR,,Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin,,,Homo sapiens
189111,4985,620,Insulin receptor,Kinase,P06213,INSR,INSR_HUMAN,,,Mechanism of Action,DRUG LABEL,,1.0,DRUG LABEL,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/021536s031s051lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/021536s031s051lbl.pdf,AGONIST,,Tclin,266.0,266.0,Homo sapiens
222880,1328,519,Aspartyl/asparaginyl beta-hydroxylase,Enzyme,Q12797,ASPH,ASPH_HUMAN,6.6,IC50,"Inhibition of N-His6-tagged human AspH (315-755) expressed in Escherichia coli BL21 (DE3) using 1 uM hFX-CP as substrate mixture with 3 uM 2OG, 100 uM L-ascorbic acid and 2 uM FAS incubated for 35 mins by MS analysis",CHEMBL,=,,,,,,,Tbio,,,Homo sapiens
217636,4458,1807,Endothelin-1 receptor,GPCR,P26684,Ednra,EDNRA_RAT,6.11,IC50,Antagonism of [125 I]ET-1 binding to the rat endothelin receptor in vascular smooth muscle VSM-A10 cells.,CHEMBL,=,,,,,,,,,,Rattus norvegicus
162605,1679,199,"Glutamate receptor ionotropic, NMDA 3A",Ion channel,Q8TCU5,GRIN3A,NMD3A_HUMAN,,,,WOMBAT-PK,,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1699,NEGATIVE ALLOSTERIC MODULATOR,,Tclin,,,Homo sapiens
38225,3952,90,Alpha-2A adrenergic receptor,GPCR,P08913,ADRA2A,ADA2A_HUMAN,7.824,Ki,DRUGMATRIX: Alpha-2A adrenergic receptor radioligand binding (ligand: MK-912),DRUG MATRIX,=,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL420,AGONIST,,Tclin,,,Homo sapiens
183481,2361,144,Sodium-dependent dopamine transporter,Transporter,Q01959,SLC6A3,SC6A3_HUMAN,7.22,Ki,In vitro competitive binding versus [N-methyl-3H]WIN-35428 in murine kidney cells transfected with cDNA for human dopamine transporter (DAT),CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
188685,4683,1955,Cannabinoid receptor 1,GPCR,P47746,Cnr1,CNR1_MOUSE,5.92,IC50,Displacement of [3H]CP-55940 from CB1 receptor in mouse brain,CHEMBL,=,,,,,,,,,,Mus musculus
217454,1588,1777,5-hydroxytryptamine receptor 7,GPCR,P32305,Htr7,5HT7R_RAT,9.3,Ki,,IUPHAR,=,,,,,AGONIST,,,,,Rattus norvegicus
36510,1800,621,Thromboxane-A synthase,Enzyme,P24557,TBXAS1,THAS_HUMAN,6.58,IC50,DRUGMATRIX: Thromboxane Synthetase enzyme inhibition (substrate: PGH2),DRUG MATRIX,=,,,,,,,Tchem,,,Homo sapiens
26379,972,104,5-hydroxytryptamine receptor 6,GPCR,P50406,HTR6,5HT6R_HUMAN,6.4,Ki,,IUPHAR,=,,,,,ANTAGONIST,,Tchem,,,Homo sapiens
219986,672,4915,Short transient receptor potential channel 3,Ion channel,Q13507,TRPC3,TRPC3_HUMAN,5.04,IC50,,IUPHAR,=,,,,,BLOCKER,,Tchem,,,Homo sapiens
188331,4359,574,"Phosphorylase b kinase gamma catalytic chain, liver/testis isoform",Kinase,P15735,PHKG2,PHKG2_HUMAN,5.89,Kd,Binding constant for PHKG2 kinase domain,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
220400,73,83,D(2) dopamine receptor,GPCR,P14416,DRD2,DRD2_HUMAN,,,,DRUGBANK,,1.0,DRUGBANK,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL39560,ANTAGONIST,,Tclin,,,Homo sapiens
36758,1971,132,Alpha-2C adrenergic receptor,GPCR,P18825,ADRA2C,ADA2C_HUMAN,7.523,Ki,DRUGMATRIX: Adrenergic Alpha-2C radioligand binding (ligand: [3H] MK-912),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
164126,2825,266,Multidrug resistance-associated protein 7,Transporter,Q5T3U5,ABCC10,MRP7_HUMAN,,,,WOMBAT-PK,,,,,,,,Tbio,,,Homo sapiens
222929,5288,4047,Transient receptor potential cation channel subfamily A member 1,Ion channel,Q6RI86,Trpa1,TRPA1_RAT,6.35,IC50,Antagonist activity at rat TRPA1 expressed in HEK293 cells assessed as inhibition of allylisothiocyanate-induced Ca2+ response preincubated for 5 mins followed by allylisothiocyanate addition by Fluo-4AM dye based fluorescence assay,CHEMBL,=,,,,,,,,,,Rattus norvegicus
217922,5252,892,Cyclin-dependent kinase 16,Kinase,Q00536,CDK16,CDK16_HUMAN,5.64,Kd,Binding constant for PCTK1 kinase domain,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
26401,1865,129,Beta-3 adrenergic receptor,GPCR,P13945,ADRB3,ADRB3_HUMAN,6.3,Ki,,IUPHAR,=,,,,,ANTAGONIST,,Tclin,,,Homo sapiens
216247,215,329,Corticosteroid-binding globulin,Secreted,P08185,SERPINA6,CBG_HUMAN,5.76,Ki,,CHEMBL,=,,,,,,,Tbio,,,Homo sapiens
162404,1999,472,Sodium channel protein type 10 subunit alpha,Ion channel,Q9Y5Y9,SCN10A,SCNAA_HUMAN,5.201,IC50,,WOMBAT-PK,=,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL900,BLOCKER,,Tclin,,,Homo sapiens
