id,struct_id,concept_id,relationship_name,concept_name,umls_cui,snomed_full_name,cui_semantic_type,snomed_conceptid
135221,1827,21001432,indication,Hypertensive disorder,C0020538,Hypertensive disorder,T047,38341003.0
154351,180,21001029,contraindication,Hyperactive behavior,C0424295,Hyperactive behavior,T033,44548000.0
147898,1874,21001480,contraindication,Cor pulmonale,C0034072,Cor pulmonale,T047,83291003.0
149645,484,21004068,contraindication,Secondary angle-closure glaucoma,C0271149,Secondary angle-closure glaucoma,T047,21571006.0
150278,824,21002035,contraindication,Peptic ulcer,C0030920,Peptic ulcer,T047,13200003.0
142003,802,21001768,indication,Sinusitis,C0037199,Sinusitis,T047,36971009.0
134385,380,21001149,contraindication,Myasthenia gravis,C0026896,Myasthenia gravis,T047,91637004.0
175874,2146,40249896,indication,Prevention of intraoperative miosis,,,,
155284,1385,21003376,contraindication,Anaphylaxis,C0002792,Anaphylaxis,T046,39579001.0
175381,5692,21000595,indication,Diabetes mellitus type 1,C0011854,Diabetes mellitus type 1,T047,46635009.0
171472,734,21000584,contraindication,Hypothyroidism,C0020676,Hypothyroidism,T047,40930008.0
141722,408,21002098,contraindication,Inflammatory bowel disease,C0021390,Inflammatory bowel disease,T047,24526004.0
159029,1046,21002623,indication,Complicated Skin and Skin Structure Infection,,,,
134780,2331,21002089,contraindication,Ulcerative colitis,C0009324,Ulcerative colitis,T047,64766004.0
157958,2424,21001714,contraindication,Bleeding,C0019080,Bleeding,T046,131148009.0
135831,380,21001432,indication,Hypertensive disorder,C0020538,Hypertensive disorder,T047,38341003.0
141300,1407,21002775,contraindication,Systemic lupus erythematosus,C0024141,Systemic lupus erythematosus,T047,55464009.0
149495,2048,21013452,contraindication,Aseptic necrosis of bone of jaw,C2711248,Aseptic necrosis of bone of jaw,T047,441809006.0
152050,946,21003545,contraindication,NSAID-Induced Gastric Ulcer,,,,
153010,3424,21001572,contraindication,Conduction disorder of the heart,C0264886,Conduction disorder of the heart,T047,44808001.0
156412,4266,21001914,contraindication,Decreased respiratory function,C0235063,Decreased respiratory function,T046,80954004.0
134952,2676,21000838,contraindication,Aplastic anemia,C0002874,Aplastic anemia,T047,306058006.0
150733,1884,21001459,contraindication,Prinzmetal angina,C0002963,Prinzmetal angina,T047,87343002.0
152963,1949,21002296,contraindication,Impaired renal function disorder,C0341677,Impaired renal function disorder,T047,197663003.0
139377,434,21001914,contraindication,Decreased respiratory function,C0235063,Decreased respiratory function,T046,80954004.0
154726,3064,21000846,contraindication,Hemophilia,C0684275,Hemophilia,T047,90935002.0
175800,5416,40249826,indication,BardetBiedl syndrome,C0752166,BardetBiedl syndrome,T047,5619004.0
137539,1497,21000075,off-label use,Atypical mycobacterial infection,C0026919,Atypical mycobacterial infection,T047,111812000.0
136506,4072,21013838,contraindication,Osteolysis,C0302313,Osteolysis,T033,203522001.0
172345,4207,21002811,indication,Osteoarthritis,C0029408,Osteoarthritis,T047,396275006.0
166060,607,21002683,contraindication,Psoriasis,C0033860,Psoriasis,T047,9014002.0
141918,1759,21002248,indication,Renal Disease with Edema,,,,
155691,722,21001686,contraindication,Deep venous thrombosis,C0149871,Deep venous thrombosis,T047,128053003.0
151490,2100,21000526,contraindication,Carcinoma of female breast,C3163805,Carcinoma of female breast,T191,447782002.0
133440,2047,21000580,contraindication,Hyperthyroidism,C0020550,Hyperthyroidism,T047,34486009.0
173467,5296,21013403,indication,Follicular non-Hodgkin's lymphoma,C0024301,Follicular non-Hodgkin's lymphoma,T191,308121000.0
152942,4505,21003452,contraindication,Breastfeeding (mother),C1623040,Breastfeeding (mother),T033,413712001.0
136101,4244,21000404,contraindication,Sarcoidosis,C0036202,Sarcoidosis,T047,31541009.0
136664,1282,21003452,contraindication,Breastfeeding (mother),C1623040,Breastfeeding (mother),T033,413712001.0
133552,1897,21013562,contraindication,Gastrointestinal hypomotility,C0948779,Gastrointestinal hypomotility,T047,421807004.0
139271,200,21000848,contraindication,Hereditary factor VIII deficiency disease,C0019069,Hereditary factor VIII deficiency disease,T047,28293008.0
169858,4283,21003302,contraindication,Central nervous system depression,C0151559,Central nervous system depression,T047,418072004.0
168645,463,21013627,indication,Cluster Headache Prevention,,,,
171552,878,21001469,contraindication,Disorder of coronary artery,C1956346,Disorder of coronary artery,T047,414024009.0
172375,351,21002671,indication,Discoid lupus erythematosus,C0024138,Discoid lupus erythematosus,T047,200938002.0
161981,2770,21003200,contraindication,Hypercapnia,C0020440,Hypercapnia,T184,29596007.0
140184,725,21000039,contraindication,Acute tuberculosis,C0275959,Acute tuberculosis,T047,25629007.0
140981,1043,21001679,contraindication,Thrombophlebitis,C0040046,Thrombophlebitis,T047,64156001.0
165282,480,21003130,contraindication,Hyperbilirubinemia,C0020433,Hyperbilirubinemia,T047,14783006.0
151883,2123,21001578,contraindication,Chronic heart failure,C0264716,Chronic heart failure,T047,48447003.0
156737,4257,21003452,contraindication,Breastfeeding (mother),C1623040,Breastfeeding (mother),T033,413712001.0
136827,1688,21001211,contraindication,Glaucoma,C0017601,Glaucoma,T047,23986001.0
166489,4170,21000604,contraindication,Diabetes mellitus,C0011849,Diabetes mellitus,T047,73211009.0
168729,1790,21002792,indication,Bacteroides Joint Infection,,,,
164504,2403,21002202,contraindication,Disease of liver,C0023895,Disease of liver,T047,235856003.0
171411,2823,21000526,indication,Carcinoma of female breast,C3163805,Carcinoma of female breast,T191,447782002.0
168722,1759,21003276,contraindication,Hyperuricemia,C0740394,Hyperuricemia,T047,35885006.0
142550,659,21001105,contraindication,Epilepsy,C0014544,Epilepsy,T047,84757009.0
166412,3508,21002361,contraindication,Benign prostatic hyperplasia,C1739363,Benign prostatic hyperplasia,T047,266569009.0
134422,559,21002326,indication,Bacterial urinary infection,C0729524,Bacterial urinary infection,T047,312124009.0
143929,2095,21003194,contraindication,Apnea,C0003578,Apnea,T046,1023001.0
170326,4606,21000636,contraindication,Adrenal cortical hypofunction,C0405580,Adrenal cortical hypofunction,T047,386584007.0
158348,197,21000341,indication,Disseminated sporotrichosis,C0276725,Disseminated sporotrichosis,T047,91051003.0
144284,2475,21002256,contraindication,Acute nephropathy,C0268734,Acute nephropathy,T047,58574008.0
137509,2865,21012862,off-label use,"Bipolar affective disorder, current episode depression",C0005587,"Bipolar affective disorder, current episode depression",T048,191627008.0
164834,1725,21000902,contraindication,Lymphocytopenia,C0024312,Lymphocytopenia,T047,48813009.0
154575,1247,21000726,contraindication,Hyperphosphatemia,C0085681,Hyperphosphatemia,T047,20165001.0
132986,2173,21001432,indication,Hypertensive disorder,C0020538,Hypertensive disorder,T047,38341003.0
160411,1949,21000604,contraindication,Diabetes mellitus,C0011849,Diabetes mellitus,T047,73211009.0
142371,441,21002246,contraindication,Procedure on urinary system,C0545433,Procedure on urinary system,T058,118677009.0
134932,2590,21003446,contraindication,"Pregnancy, function",C0032961,"Pregnancy, function",T040,289908002.0
155749,1999,21002296,contraindication,Impaired renal function disorder,C0341677,Impaired renal function disorder,T047,197663003.0
175034,4933,40249589,indication,Still's disease,C1456792,Still's disease with juvenile onset and/or adult onset,T047,410794002.0
145359,4266,21003237,contraindication,Incontinence of feces,C0015732,Incontinence of feces,T047,72042002.0
157869,2291,21001149,contraindication,Myasthenia gravis,C0026896,Myasthenia gravis,T047,91637004.0
161920,2031,21000649,indication,Primary Hypogonadism due to Bilateral Torsion,,,,
172611,1207,21011711,off-label use,Local Anesthesia for Ophthalmologic Procedure,,,,
152996,4061,21001706,contraindication,Orthostatic hypotension,C0020651,Orthostatic hypotension,T033,28651003.0
148453,380,21000609,contraindication,Hyperparathyroidism,C0020502,Hyperparathyroidism,T047,66999008.0
144444,4616,21000517,contraindication,Primary malignant neoplasm of gastrointestinal tract,C1306632,Primary malignant neoplasm of gastrointestinal tract,T191,363745004.0
154956,1732,21000897,contraindication,Neutropenic disorder,C0027947,Neutropenic disorder,T047,303011007.0
148084,4498,21001071,contraindication,Neuroleptic malignant syndrome,C0027849,Neuroleptic malignant syndrome,T047,15244003.0
137275,1048,21007034,contraindication,Anemia due to enzyme deficiency,C0272053,Anemia due to enzyme deficiency,T047,111577008.0
135472,4349,21001903,contraindication,Fibrosis of lung,C0034069,Fibrosis of lung,T047,51615001.0
143314,547,21002456,indication,Proteus Endometritis,,,,
138414,2132,21001855,contraindication,Pulmonary emphysema,C0034067,Pulmonary emphysema,T047,87433001.0
140834,305,21000609,contraindication,Hyperparathyroidism,C0020502,Hyperparathyroidism,T047,66999008.0
168732,1817,21000996,contraindication,Alcoholism,C0001973,Alcoholism,T048,7200002.0
148770,200,21000192,contraindication,Chronic type B viral hepatitis,C0524909,Chronic type B viral hepatitis,T047,61977001.0
137517,3944,4342132,off-label use,Hodgkin's disease,C0019829,Hodgkin's disease,T191,118599009.0
149904,4343,21001868,contraindication,Acute exacerbation of asthma,C0347950,Acute exacerbation of asthma,T047,708038006.0
134357,103,21000897,contraindication,Neutropenic disorder,C0027947,Neutropenic disorder,T047,303011007.0
175348,5679,21001074,indication,Amyotrophic lateral sclerosis,C0002736,Amyotrophic lateral sclerosis,T047,86044005.0
157997,1767,21001460,contraindication,Angina pectoris,C0002962,Angina pectoris,T033,194828000.0
141172,734,21002166,indication,Proctitis,C0033246,Proctitis,T047,3951002.0
162984,2725,21013739,contraindication,Oral infection,C0555971,Oral infection,T047,275393007.0
134584,785,21001498,contraindication,Pericardial effusion,C0031039,Pericardial effusion,T047,373945007.0
138337,589,21001035,indication,Streptococcal meningitis,C0154639,Streptococcal meningitis,T047,4510004.0
139697,475,21001709,contraindication,Low blood pressure,C0020649,Low blood pressure,T033,45007003.0
135251,886,21001578,contraindication,Chronic heart failure,C0264716,Chronic heart failure,T047,48447003.0
165923,3658,21001775,indication,Nasal congestion,C0027424,Nasal congestion,T184,68235000.0
140985,1048,21001934,indication,Preoperative Bowel Preparation,,,,
159485,1826,21001601,contraindication,Left ventricular hypertrophy,C0149721,Left ventricular hypertrophy,T047,55827005.0
137447,1329,21000723,contraindication,Hypomagnesemia,C0151723,Hypomagnesemia,T033,190855004.0
148700,954,21002202,contraindication,Disease of liver,C0023895,Disease of liver,T047,235856003.0
137282,1085,21002319,contraindication,Urethral stricture,C0041974,Urethral stricture,T190,76618002.0
154484,1056,21003064,indication,Severe Insomnia,,,,
156315,3356,21001686,contraindication,Deep venous thrombosis,C0149871,Deep venous thrombosis,T047,128053003.0
149567,2245,21002775,indication,Systemic lupus erythematosus,C0024141,Systemic lupus erythematosus,T047,55464009.0
143516,2777,21002526,indication,E. Coli Septic Abortion,,,,
155075,610,21000528,contraindication,Family history of malignant neoplasm of breast,C1261325,Family history of malignant neoplasm of breast,T033,429740004.0
169287,2113,21001578,contraindication,Chronic heart failure,C0264716,Chronic heart failure,T047,48447003.0
151346,2834,21012149,indication,Mineral deficiency,C0687148,Mineral deficiency,T047,111379007.0
135827,348,21002908,contraindication,Osteopenia,C0029453,Osteopenia,T046,312894000.0
171823,4527,21000750,contraindication,Body fluid retention,C0268000,Body fluid retention,T046,43498006.0
157816,734,21000180,contraindication,Herpes simplex keratitis,C0019357,Herpes simplex keratitis,T047,9389005.0
148913,4302,21002116,off-label use,Irritable bowel syndrome,C0022104,Irritable bowel syndrome,T047,10743008.0
153819,2589,21003446,contraindication,"Pregnancy, function",C0032961,"Pregnancy, function",T040,289908002.0
155250,811,21001149,contraindication,Myasthenia gravis,C0026896,Myasthenia gravis,T047,91637004.0
150877,200,21000604,contraindication,Diabetes mellitus,C0011849,Diabetes mellitus,T047,73211009.0
172937,3096,40249192,indication,Cholestanol storage disease,C0238052,Cholestanol storage disease,T047,63246000.0
138101,842,21002296,contraindication,Impaired renal function disorder,C0341677,Impaired renal function disorder,T047,197663003.0
172241,247,21000229,indication,Vivax malaria,C0024537,Vivax malaria,T047,27052006.0
146799,676,21003068,contraindication,Sleep apnea,C0037315,Sleep apnea,T047,73430006.0
139503,158,21000701,contraindication,Hypercholesterolemia,C0020443,Hypercholesterolemia,T047,13644009.0
137935,669,21002453,indication,Enterobacter Endometritis,,,,
141382,4203,21000755,contraindication,Familial hyperkalemic periodic paralysis,C0238357,Familial hyperkalemic periodic paralysis,T047,304737009.0
175028,4907,40249360,indication,Hormone refractory prostate cancer,C1328504,Hormone refractory prostate cancer,T191,427492003.0
140631,1245,21001433,off-label use,Hypertension due to Scleroderma,,,,
139599,269,21000836,contraindication,Bone marrow depression,C0151773,Bone marrow depression,T047,307762000.0
156174,2331,21001770,indication,Allergic rhinitis,C2607914,Allergic rhinitis,T047,61582004.0
170375,2284,21000948,indication,Schizophrenia,C0036341,Schizophrenia,T048,58214004.0
139715,2245,21000873,indication,Idiopathic thrombocytopenic purpura,C0043117,Idiopathic thrombocytopenic purpura,T047,32273002.0
134176,2680,21009390,contraindication,Hemodialysis with High-Flux Membrane,,,,
170025,4621,21002213,contraindication,Disorder of gallbladder,C0016977,Disorder of gallbladder,T047,39621005.0
142973,2727,21001882,indication,Aspiration pneumonitis,C1761609,Aspiration pneumonitis,T047,155597006.0
163821,1647,21000413,contraindication,Acute infectious disease,C0275518,Acute infectious disease,T047,63171007.0
156023,616,21001206,contraindication,Angle-closure glaucoma,C0017605,Angle-closure glaucoma,T047,392291006.0
132903,4867,21003262,contraindication,Oliguria,C0028961,Oliguria,T184,83128009.0
167775,4200,21013622,contraindication,Hyporeninemic hypoaldosteronism,C0376185,Hyporeninemic hypoaldosteronism,T047,236464008.0
146593,1613,21003033,contraindication,Coma,C0009421,Coma,T047,371632003.0
165617,1231,21002638,contraindication,Phototoxicity,C1527358,Phototoxicity,T047,84326006.0
142403,2337,21001566,contraindication,Prolonged QT interval,C0151878,Prolonged QT interval,T033,111975006.0
156283,912,21000860,contraindication,Disseminated intravascular coagulation,C0012739,Disseminated intravascular coagulation,T047,67406007.0
141371,973,21002377,contraindication,Oligozoospermia,C0868910,Oligozoospermia,T034,88311004.0
157477,871,21001860,contraindication,Asthma,C0004096,Asthma,T047,195967001.0
141348,463,21001770,indication,Allergic rhinitis,C2607914,Allergic rhinitis,T047,61582004.0
170881,625,21001022,contraindication,Depressive disorder,C0011581,Depressive disorder,T048,35489007.0
167343,1082,21003452,contraindication,Breastfeeding (mother),C1623040,Breastfeeding (mother),T033,413712001.0
165377,547,21002125,indication,Clostridium Peritonitis,,,,
151544,1700,21013490,indication,Administration of Local Anesthetic Nerve Block,,,,
153156,2239,21000733,contraindication,Hypercalcemia,C0020437,Hypercalcemia,T047,66931009.0
145279,1655,21000604,contraindication,Diabetes mellitus,C0011849,Diabetes mellitus,T047,73211009.0
171386,1878,21001126,contraindication,Lesion of brain,C0221505,Lesion of brain,T047,301766008.0
134815,2995,21001136,contraindication,CNS Trauma,,,,
156342,2616,21000067,indication,Erythema nodosum leprosum,C0343467,Erythema nodosum leprosum,T047,240411003.0
152798,2977,21000345,indication,Refractory Aspergillosis,,,,
163002,1890,21012862,off-label use,"Bipolar affective disorder, current episode depression",C0005587,"Bipolar affective disorder, current episode depression",T048,191627008.0
171654,1606,21000712,contraindication,Hypoalbuminemia,C0239981,Hypoalbuminemia,T033,119247004.0
146806,700,21001022,contraindication,Depressive disorder,C0011581,Depressive disorder,T048,35489007.0
150225,2755,21000697,contraindication,Deficiency of glucose-6-phosphate dehydrogenase,C2939465,Deficiency of glucose-6-phosphate dehydrogenase,T047,124134002.0
160283,2620,21011008,contraindication,Smoking cessation assistance,C1692317,Smoking cessation assistance,T061,384742004.0
164807,4476,21001675,contraindication,Peripheral vascular disease,C0085096,Peripheral vascular disease,T047,400047006.0
160683,2389,21013399,contraindication,Metabolic syndrome X,C0524620,Metabolic syndrome X,T047,237602007.0
160525,773,21000439,indication,Metastatic malignant melanoma,C0860594,Metastatic malignant melanoma,T191,443493003.0
167820,348,21002706,contraindication,Atrophoderma,C0151514,Atrophoderma,T047,399979006.0
164402,2245,21001284,indication,Blepharoconjunctivitis,C0005743,Blepharoconjunctivitis,T047,68659002.0
132720,4978,21002827,indication,Ankylosing spondylitis,C0038013,Ankylosing spondylitis,T047,9631008.0
155678,647,21000732,contraindication,Hypocalcemia,C0020598,Hypocalcemia,T046,5291005.0
150640,1817,21004638,indication,Prevention of NSAID-Induced Gastric Ulcer,,,,
164601,868,21001206,contraindication,Angle-closure glaucoma,C0017605,Angle-closure glaucoma,T047,392291006.0
140505,504,21003063,indication,Insomnia,C0917801,Insomnia,T184,193462001.0
153182,4383,21000746,contraindication,Dehydration,C0011175,Dehydration,T047,34095006.0
157315,2749,21000789,contraindication,Obesity,C0028754,Obesity,T047,414916001.0
163352,1696,21008952,contraindication,Hepatic encephalopathy,C0019151,Hepatic encephalopathy,T047,13920009.0
161973,2755,21001846,indication,Acute exacerbation of chronic bronchitis,C0856695,Acute exacerbation of chronic bronchitis,T047,425748003.0
166271,129,21002109,contraindication,Gastrointestinal obstruction,C0236124,Gastrointestinal obstruction,T046,126765001.0
134906,4213,21006266,contraindication,Varicella-zoster virus infection,C0586989,Varicella-zoster virus infection,T047,309465005.0
166068,625,21002208,contraindication,Calculus in biliary tract,C0008350,Calculus in biliary tract,T047,266474003.0
152794,1948,21001586,contraindication,Left heart failure,C0023212,Left heart failure,T047,85232009.0
165301,1510,21001709,contraindication,Low blood pressure,C0020649,Low blood pressure,T033,45007003.0
173444,5280,40249341,indication,Immune thrombocytopenia,C0272286,Immune thrombocytopenia,T047,2897005.0
145232,1024,21001458,contraindication,Chronic myocardial ischemia,C0264694,Chronic myocardial ischemia,T047,413844008.0
156269,2514,21001848,indication,Streptococcus Pneumoniae Chronic Bronchitis,,,,
162790,2279,21001629,contraindication,Cerebrovascular accident,C0038454,Cerebrovascular accident,T047,230690007.0
145190,1513,21000310,indication,Onychomycosis of toenails,C1274470,Onychomycosis of toenails,T047,403059006.0
168919,678,21002463,indication,Anaerobic Endometritis,,,,
134667,1751,21002089,contraindication,Ulcerative colitis,C0009324,Ulcerative colitis,T047,64766004.0
163043,609,21002216,contraindication,Obstruction of bile duct,C0008370,Obstruction of bile duct,T047,30144000.0
162606,1028,21001528,contraindication,Wolff-Parkinson-White pattern,C0043202,Wolff-Parkinson-White pattern,T047,74390002.0
143045,2831,21002100,contraindication,Gastroenteritis,C0017160,Gastroenteritis,T047,25374005.0
172283,4753,21013468,indication,Exposure to Americium Radiation,,,,
159990,594,21001614,contraindication,Congenital long QT syndrome,C1141890,Congenital long QT syndrome,T047,442917000.0
158612,4072,21001770,contraindication,Allergic rhinitis,C2607914,Allergic rhinitis,T047,61582004.0
152887,1879,21000825,off-label use,Congenital hypoplastic anemia,C1260899,Congenital hypoplastic anemia,T019,88854002.0
146130,2512,21002202,contraindication,Disease of liver,C0023895,Disease of liver,T047,235856003.0
160167,358,21001706,contraindication,Orthostatic hypotension,C0020651,Orthostatic hypotension,T033,28651003.0
162748,1845,21002296,contraindication,Impaired renal function disorder,C0341677,Impaired renal function disorder,T047,197663003.0
165215,1300,21000633,contraindication,Primary adrenocortical insufficiency,C0001403,Primary adrenocortical insufficiency,T047,373662000.0
146352,1349,21002686,indication,Plaque psoriasis,C0406317,Plaque psoriasis,T047,200965009.0
157098,2082,21001891,indication,Gangrenous pneumonia,C0264515,Gangrenous pneumonia,T047,7063008.0
146145,2611,21003300,contraindication,Hypoxia,C0242184,Hypoxia,T046,389086002.0
154710,616,21001077,contraindication,Disorder of autonomic nervous system,C1145628,Disorder of autonomic nervous system,T047,15241006.0
147277,976,21000878,contraindication,Thrombocytopenic disorder,C0040034,Thrombocytopenic disorder,T033,302215000.0
135505,4524,21000755,contraindication,Familial hyperkalemic periodic paralysis,C0238357,Familial hyperkalemic periodic paralysis,T047,304737009.0
138973,1230,21000950,contraindication,Mania,C0338831,Mania,T048,231494001.0
151284,435,21000999,contraindication,Opioid dependence,C0524662,Opioid dependence,T048,75544000.0
146421,3927,21003309,indication,Catabolic Process,,,,
164398,2148,21001770,indication,Allergic rhinitis,C2607914,Allergic rhinitis,T047,61582004.0
173108,5060,21002811,indication,Osteoarthritis,C0029408,Osteoarthritis,T047,396275006.0
149434,2607,21001063,contraindication,Chorea,C0008489,Chorea,T047,271700006.0
145740,2291,21001566,contraindication,Prolonged QT interval,C0151878,Prolonged QT interval,T033,111975006.0
137402,1897,21002154,contraindication,Peritonitis,C0031154,Peritonitis,T047,48661000.0
136142,2468,21000289,indication,Disseminated Gonococcal Infection,,,,
171389,1897,21001860,contraindication,Asthma,C0004096,Asthma,T047,195967001.0
146637,1059,21000701,contraindication,Hypercholesterolemia,C0020443,Hypercholesterolemia,T047,13644009.0
162730,4253,21002292,contraindication,Kidney disease,C0022658,Kidney disease,T047,90708001.0
141106,2763,21000580,contraindication,Hyperthyroidism,C0020550,Hyperthyroidism,T047,34486009.0
170520,2561,21008953,indication,Infiltrating duct carcinoma of breast,C1134719,Infiltrating duct carcinoma of breast,T191,408643008.0
167827,432,21001460,contraindication,Angina pectoris,C0002962,Angina pectoris,T033,194828000.0
152718,2726,21013803,contraindication,Cerebral malaria,C0024534,Cerebral malaria,T047,53622003.0
138640,2770,21004377,contraindication,Hypovolemia,C0546884,Hypovolemia,T033,28560003.0
160438,734,21002683,indication,Psoriasis,C0033860,Psoriasis,T047,9014002.0
164335,574,21001924,indication,Lower respiratory tract infection,C0149725,Lower respiratory tract infection,T047,50417007.0
150535,1539,21013880,contraindication,HLA-B 5701 Positive Status,,,,
135613,1209,21013500,contraindication,Senile dementia,C0011268,Senile dementia,T048,15662003.0
169072,2274,21013767,contraindication,Organophosphate poisoning,C0700359,Organophosphate poisoning,T037,8260003.0
156532,2990,21000846,contraindication,Hemophilia,C0684275,Hemophilia,T047,90935002.0
135608,4183,21003053,contraindication,Seizure disorder,C0014544,Seizure disorder,T047,128613002.0
164702,1057,21011007,contraindication,Smokes tobacco daily,C3266136,Smokes tobacco daily,T033,449868002.0
175772,2255,40249558,indication,Peripheral neuropathic pain,C0458960,Peripheral neuropathic pain,T184,279981003.0
143250,2420,21002231,contraindication,Gastrointestinal hemorrhage,C0017181,Gastrointestinal hemorrhage,T046,74474003.0
148867,463,21001053,contraindication,Reye's syndrome,C0035400,Reye's syndrome,T047,74351001.0
132656,5020,40249064,indication,Antiseptic preparation,C0443072,Antiseptic preparation,T121,261276004.0
143826,1854,21000026,contraindication,Pseudomembranous enterocolitis,C0014358,Pseudomembranous enterocolitis,T047,397683000.0
167650,4526,21002236,off-label use,Stress-Related GI Mucosal Bleeding Prevention,,,,
145567,1976,21001461,contraindication,Progressive Angina Pectoris,,,,
154369,2370,21000736,contraindication,Hyponatremia,C0020625,Hyponatremia,T033,89627008.0
172169,4741,21000038,indication,Pulmonary tuberculosis,C0041327,Pulmonary tuberculosis,T047,154283005.0
134151,3135,21006439,contraindication,Ornithine Carbamyltransferase Deficiency,C0268542,Ornithine carbamoyltransferase deficiency,T047,80908008.0
172997,234,21001432,indication,Hypertensive disorder,C0020538,Hypertensive disorder,T047,38341003.0
135658,568,21002035,contraindication,Peptic ulcer,C0030920,Peptic ulcer,T047,13200003.0
151832,2459,21013874,indication,Liver cell carcinoma,C2239176,Liver cell carcinoma,T191,109841003.0
146492,3333,21000301,indication,Yaws,C0043388,Yaws,T047,70647001.0
170578,2633,21000587,contraindication,Myxedema,C0027145,Myxedema,T047,43153006.0
166601,4296,21001563,contraindication,Bradycardia,C0428977,Bradycardia,T046,48867003.0
171201,4138,21000325,off-label use,Candidiasis of skin,C0006846,Candidiasis of skin,T047,49883006.0
142376,463,21003181,contraindication,Shock,C0036974,Shock,T046,27942005.0
172471,1444,21001472,indication,Slow Progression of Coronary Artery Disease,,,,
162774,2801,21012355,indication,Prevention of CMV Disease After Kidney-Pancreas Transplantation,,,,
163930,1814,21001629,contraindication,Cerebrovascular accident,C0038454,Cerebrovascular accident,T047,230690007.0
146411,2861,21002196,contraindication,Hepatic failure,C0085605,Hepatic failure,T047,59927004.0
169806,1986,21003173,contraindication,Epistaxis,C0014591,Epistaxis,T046,12441001.0
154137,3344,21000846,contraindication,Hemophilia,C0684275,Hemophilia,T047,90935002.0
160260,509,21000716,contraindication,Gout,C0018099,Gout,T047,90560007.0
151554,294,21002202,contraindication,Disease of liver,C0023895,Disease of liver,T047,235856003.0
147819,2777,21002436,indication,Female genital tract infection,C1263758,Female genital tract infection,T047,125585007.0
148115,1768,21002172,contraindication,Anastomosis of intestine,C0192711,Anastomosis of intestine,T061,235407009.0
171371,4293,21001572,contraindication,Conduction disorder of the heart,C0264886,Conduction disorder of the heart,T047,44808001.0
156112,666,21003452,contraindication,Breastfeeding (mother),C1623040,Breastfeeding (mother),T033,413712001.0
132648,5016,21008593,indication,Familial hypercholesterolemia - heterozygous,C0342882,Familial hypercholesterolemia - heterozygous,T019,238079002.0
158395,4124,21002202,contraindication,Disease of liver,C0023895,Disease of liver,T047,235856003.0
161839,1981,21001924,indication,Lower respiratory tract infection,C0149725,Lower respiratory tract infection,T047,50417007.0
138669,1314,21003227,contraindication,Acute vomiting,C0232597,Acute vomiting,T184,23971007.0
136284,1300,21001578,contraindication,Chronic heart failure,C0264716,Chronic heart failure,T047,48447003.0
134871,4439,21002114,contraindication,Constipation,C0009806,Constipation,T184,14760008.0
133463,2392,21001562,contraindication,Sick sinus syndrome,C0037052,Sick sinus syndrome,T047,36083008.0
132806,990,21000241,indication,African trypanosomiasis,C0041228,African trypanosomiasis,T047,27031003.0
147642,2620,21001855,indication,Pulmonary emphysema,C0034067,Pulmonary emphysema,T047,87433001.0
141928,1808,21001594,contraindication,Disorder of cardiovascular system,C0007222,Disorder of cardiovascular system,T047,49601007.0
141706,1798,21000327,indication,Prevention of Disseminated Candidiasis,,,,
137846,2607,21002394,contraindication,Gynecomastia,C0018418,Gynecomastia,T047,4754008.0
146397,3188,21003293,contraindication,Nonspecific Abnormal Papanicolaou Smear of Cervix,,,,
173310,5179,21002686,indication,Plaque psoriasis,C0406317,Plaque psoriasis,T047,200965009.0
163234,4072,21013571,contraindication,Operation on stomach,C0192398,Operation on stomach,T061,16453004.0
148947,513,21001709,contraindication,Low blood pressure,C0020649,Low blood pressure,T033,45007003.0
153891,776,21005673,indication,Prevention of Thromboembolism with Chronic Atrial Fibrillation,,,,
138506,2253,21001770,indication,Allergic rhinitis,C2607914,Allergic rhinitis,T047,61582004.0
170407,2770,21001480,contraindication,Cor pulmonale,C0034072,Cor pulmonale,T047,83291003.0
140938,463,21001517,contraindication,Complete atrioventricular block,C0151517,Complete atrioventricular block,T047,27885002.0
155337,875,21002475,contraindication,Endometriosis,C0014175,Endometriosis,T047,129103003.0
172506,1444,21000703,indication,Hypertriglyceridemia,C0020557,Hypertriglyceridemia,T033,302870006.0
138270,2514,21000144,indication,Aerobic Gram-Negative Bacillary Infection,,,,
140436,2497,21001299,indication,Infective blepharitis,C0729587,Infective blepharitis,T047,312219000.0
168684,4213,21003181,contraindication,Shock,C0036974,Shock,T046,27942005.0
174224,5401,40249453,indication,Human immunodeficiency virus I infection,C0276500,Human immunodeficiency virus I infection,T047,40780007.0
136355,1385,21000737,contraindication,Acidosis,C0001122,Acidosis,T046,51387008.0
172039,2245,21001261,contraindication,Vaccinia keratitis,C1301518,Vaccinia keratitis,T047,397552005.0
166095,1230,21002232,contraindication,Upper gastrointestinal hemorrhage,C0041909,Upper gastrointestinal hemorrhage,T046,37372002.0
140120,1208,21001252,indication,Punctate keratopathy,C0423234,Punctate keratopathy,T033,246936005.0
146279,4664,21002310,contraindication,Bladder outflow obstruction,C0403654,Bladder outflow obstruction,T020,236645006.0
142651,2727,21002686,indication,Plaque psoriasis,C0406317,Plaque psoriasis,T047,200965009.0
146859,209,21001909,contraindication,Eosinophilic asthma,C1527407,Eosinophilic asthma,T047,367542003.0
134852,4246,21001284,indication,Blepharoconjunctivitis,C0005743,Blepharoconjunctivitis,T047,68659002.0
