id,pmid,doi,document_id,type,authors,title,isbn10,url,journal,volume,issue,dp_year,pages
109,,,EMEA/H/C/000916,DRUG LABEL,,,,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000916/WC500038317.pdf,,,,2014.0,
260,,,NDA:021174,DRUG LABEL,,,,http://www.accessdata.fda.gov/drugsatfda_docs/label/2006/021174s020lbl.pdf,,,,2006.0,
310,,,EMEA/H/C/002055,DRUG LABEL,,,,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002055/WC500127968.pdf,,,,2014.0,
15,20565075.0,10.1021/jm100541c,,JOURNAL ARTICLE,,"Discovery of the dual orexin receptor antagonist [(7R)-4-(5-chloro-1,3-benzoxazol-2-yl)-7-methyl-1,4-diazepan-1-yl][5-methyl-2-(2H -1,2,3-triazol-2-yl)phenyl]methanone (MK-4305) for the treatment of insomnia.",,,J Med Chem,,,2010.0,
301,21828261.0,10.1124/jpet.111.185314,,JOURNAL ARTICLE,"Shin JM, Inatomi N, Munson K, Strugatsky D, Tokhtaeva E, Vagin O, Sachs G","Characterization of a novel potassium-competitive acid blocker of the gastric H,K-ATPase, 1-[5-(2-fluorophenyl)-1-(pyridin-3-ylsulfonyl)-1H-pyrrol-3-yl]-N-methylmethanamine monofumarate (TAK-438).",,,J. Pharmacol. Exp. Ther.,339,2,2011.0,412-20
173,17943726.0,,,JOURNAL ARTICLE,"Matsui J, Yamamoto Y, Funahashi Y, Tsuruoka A, Watanabe T, Wakabayashi T, Uenaka T, Asada M","E7080, a novel inhibitor that targets multiple kinases, has potent antitumor activities against stem cell factor producing human small cell lung cancer H146, based on angiogenesis inhibition.",,,Int. J. Cancer,122,3,2008.0,664-71
2776,24987056.0,10.1158/1078-0432.CCR-14-0695,,JOURNAL ARTICLE,"Deckert J, Wetzel MC, Bartle LM, Skaletskaya A, Goldmacher VS, Vallee F, Zhou-Liu Q, Ferrari P, Pouzieux S, Lahoute C, Dumontet C, Plesa A, Chiron M, Lejeune P, Chittenden T, Park PU, Blanc V","SAR650984, a novel humanized CD38-targeting antibody, demonstrates potent antitumor activity in models of multiple myeloma and other CD38+ hematologic malignancies",,,Clin Cancer Res,20,17,2014.0,4574-4583
368,,,NDA:012911,DRUG LABEL,,,,http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/012911Orig1s033lbl.pdf,,,,2013.0,
2919,24520856.0,10.1021/jm401856k,,JOURNAL ARTICLE,"Ferraris D, Duvall B, Delahanty G, Mistry B, Alt J, Rojas C, Rowbottom C, Sanders K, Schuck E, Huang KC, Redkar S, Slusher BB, Tsukamoto T","Design, synthesis, and pharmacological evaluation of fluorinated tetrahydrouridine derivatives as inhibitors of cytidine deaminase",,,J Med Chem,57,6,2014.0,2582–2588
2588,31161538.0,10.1007/s40265-019-01142-9,,JOURNAL ARTICLE,Markham A,Erdafitinib: First global approval,,,Drugs,79,9,2019.0,1017-21
3069,30937733.0,10.1007/s40265-019-01105-0,,JOURNAL ARTICLE,Markham A,Relugolix: first global approval,,,Drugs,79,6,2019.0,675–679
376,22042473.0,10.1097/SLA.0b013e318236bc0f,,JOURNAL ARTICLE,"Fendrich V, Wiese D, Waldmann J, Lauth M, Heverhagen AE, Rehm J, Bartsch DK",Hedgehog inhibition with the orally bioavailable Smo antagonist LDE225 represses tumor growth and prolongs survival in a transgenic mouse model of islet cell neoplasms.,,,Ann. Surg.,254,5,2011.0,818-23; discussion 823
27,2164086.0,,,JOURNAL ARTICLE,,"BY 1023/SK&F 96022 INN pantoprazole, a novel gastric proton pump inhibitor, potently inhibits acid secretion but lacks relevant cytochrome P450 interactions.",,,J Pharmacol Exp Ther,,,1990.0,
250,,,NDA:206619,DRUG LABEL,,,,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/206619s003lbl.pdf,,,,2015.0,
393,,,NDA:021106,DRUG LABEL,,,,http://www.accessdata.fda.gov/drugsatfda_docs/label/2013/021106s036lbl.pdf,,,,2013.0,
2773,,,NDA:212801,DRUG LABEL,,,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/212801s000lbl.pdf,,,,2020.0,
3703,,,BLA:761342,DRUG LABEL,,,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2023/761342s000lbl.pdf,,,,2023.0,
639,,,NDA:203094,DRUG LABEL,,,,http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/203094s005lbl.pdf,,,,2016.0,
3245,16134951.0,10.1021/jm0402162,,JOURNAL ARTICLE,"Huang HC, Tremont SJ, Lee LF, Keller BT, Carpenter AJ, Wang CC, Banerjee SC, Both SR, Fletcher T, Garland DJ, Huang W, Jones C, Koeller KJ, Kolodziej SA, Li J, Manning RE, Mahoney MW, Miller RE, Mischke DA, Rath NP, Reinhard EJ, Tollefson MB, Vernier WF, Wagner GM, Rapp SR, Beaudry J, Glenn K, Regina K, Schuh JR, Smith ME, Trivedi JS, Reitz DB","Discovery of potent, nonsystemic apical sodium-codependent bile acid transporter inhibitors (Part 2)",,,J Med Chem,48,18,2005.0,5853-5868
130,,,EMEA/H/C/002430,DRUG LABEL,,,,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Public_assessment_report/human/002430/WC500133771.pdf,,,,2012.0,
332,,,NDA:018780,DRUG LABEL,,,,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/018780s150lbl.pdf,,,,2015.0,
3550,,,EMEA/H/C/005304 review,DRUG LABEL,,,,https://www.ema.europa.eu/en/documents/assessment-report/beyfortus-epar-public-assessment-report_en.pdf,,,,2022.0,
3075,,,BLA:761169,DRUG LABEL,,,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/761169s000lbl.pdf,,,,2020.0,
430,22497992.0,10.1016/j.pbb.2012.03.021,,JOURNAL ARTICLE,"Duffy RA, Morgan C, Naylor R, Higgins GA, Varty GB, Lachowicz JE, Parker EM","Rolapitant (SCH 619734): a potent, selective and orally active neurokinin NK1 receptor antagonist with centrally-mediated antiemetic effects in ferrets.",,,Pharmacol. Biochem. Behav.,102,1,2012.0,95-100
3406,,,BLA:761234 review,DRUG LABEL,,,,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2022/761234Orig1s000MultidisciplineR.pdf,,,,2022.0,
2703,,,BLA:125586,DRUG LABEL,,,,https://www.fda.gov/media/113279/download,,,,2018.0,
3383,33436577.0,10.1038/s41467-020-20602-5,,JOURNAL ARTICLE,"Kim C, Ryu DK, Lee J, Kim YI, Seo JM, Kim YG, Jeong JH, Kim M, Kim JI, Kim P, Bae JS, Shim EY, Lee MS, Kim MS, Noh H, Park GS, Park JS, Son D, An Y, Lee JN, Kwon KS, Lee JY, Lee H, Yang JS, Kim KC, Kim SS, Woo HM, Kim JW, Park MS, Yu KM, Kim SM, Kim EH, Park SJ, Jeong ST, Yu CH, Song Y, Gu SH, Oh H, Koo BS, Hong JJ, Ryu CM, Park WB, Oh MD, Choi YK, Lee SY",A therapeutic neutralizing antibody targeting receptor binding domain of SARS-CoV-2 spike protein,,,Nat Commun,12,1,2021.0,288
7,19783139.0,10.1016/j.bmcl.2009.08.091,,JOURNAL ARTICLE,,"Discovery of 3-(2-cyano-4-pyridyl)-5-(4-pyridyl)-1,2,4-triazole, FYX-051 - a xanthine oxidoreductase inhibitor for the treatment of hyperuricemia [corrected].",,,Bioorg Med Chem Lett,,,2009.0,
674,21093089.0,10.1016/j.diabres.2010.10.012,,JOURNAL ARTICLE,"Cho JM, Jang HW, Cheon H, Jeong YT, Kim DH, Lim YM, Choi SH, Yang EK, Shin CY, Son MH, Kim SH, Kim HJ, Lee MS",A novel dipeptidyl peptidase IV inhibitor DA-1229 ameliorates streptozotocin-induced diabetes by increasing β-cell replication and neogenesis.,,,Diabetes Res. Clin. Pract.,91,1,2011.0,72-9
327,12825935.0,,,JOURNAL ARTICLE,"Renaud J, Bischoff SF, Buhl T, Floersheim P, Fournier B, Halleux C, Kallen J, Keller H, Schlaeppi JM, Stark W",Estrogen receptor modulators: identification and structure-activity relationships of potent ERalpha-selective tetrahydroisoquinoline ligands.,,,J. Med. Chem.,46,14,2003.0,2945-57
392,,,NDA:205422,DRUG LABEL,,,,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/205422s000lbl.pdf,,,,2015.0,
504,25349307.0,10.1158/1535-7163.MCT-14-0274,,JOURNAL ARTICLE,"Kodama T, Tsukaguchi T, Satoh Y, Yoshida M, Watanabe Y, Kondoh O, Sakamoto H",Alectinib shows potent antitumor activity against RET-rearranged non-small cell lung cancer.,,,Mol. Cancer Ther.,13,12,2014.0,2910-8
2780,20847162.0,10.2967/jnumed.110.075648,,JOURNAL ARTICLE,"Heskamp S, van Laarhoven HW, Molkenboer-Kuenen JD, Franssen GM, Versleijen-Jonkers YM, Oyen WJ, van der Graaf WT, Boerman OC",ImmunoSPECT and immunoPET of IGF-1R expression with the radiolabeled antibody R1507 in a triple-negative breast cancer model,,,J Nucl Med,51,10,2010.0,1565-1572
214,6782492.0,,,JOURNAL ARTICLE,"Schrör K, Sauerland S, Kuhn A, Rösen R",Different sensitivities of prostaglandin-cyclooxygenases in blood platelets and coronary arteries against non-steroidal antiinflammatory drugs.,,,Naunyn Schmiedebergs Arch. Pharmacol.,313,1,1980.0,69-76
2937,,,NDA:214787,DRUG LABEL,,,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/214787Orig1s000lbl.pdf,,,,2020.0,
3244,31020659.0,10.1111/head.13510,,JOURNAL ARTICLE,"Hargreaves R, Olesen J",Calcitonin Gene-Related Peptide Modulators - The History and Renaissance of a New Migraine Drug Class,,,Headache,59,6,2019.0,951-970
685,,,NDA:209606,DRUG LABEL,,,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/209606s000lbl.pdf,,,,2017.0,
601,8736619.0,,,JOURNAL ARTICLE,"Patel SS, Wilde MI",Ebrotidine.,,,Drugs,51,6,1996.0,974-80; discussion 981
2741,30805897.0,10.1007/s40265-019-01077-1,,JOURNAL ARTICLE,Dhillon S,Roxadustat: First Global Approval,,,Drugs,79,5,2019.0,563-572
412,2521224.0,,,JOURNAL ARTICLE,"Santen RJ, Demers LM, Adlercreutz H, Harvey H, Santner S, Sanders S, Lipton A",Inhibition of aromatase with CGS 16949A in postmenopausal women.,,,J. Clin. Endocrinol. Metab.,68,1,1989.0,99-106
2564,,,NDA:210854,DRUG LABEL,,,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/210854s000lbl.pdf,,,,2018.0,
220,,,EMEA/H/C/002498,DRUG LABEL,,,,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/002498/WC500138940.pdf,,,,2015.0,
112,15200144.0,10.1016/j.ceca.2003.10.013,,JOURNAL ARTICLE,"Breitwieser GE, Miedlich SU, Zhang M",Calcium sensing receptors as integrators of multiple metabolic signals.,,,Cell Calcium,35,3,2004.0,209-16
3058,31301309.0,10.1016/j.ejphar.2019.172532,,JOURNAL ARTICLE,"Fukui K, Shinozaki Y, Kobayashi H, Deai K, Yoshiuchi H, Matsui T, Matsuo A, Matsushita M, Tanaka T, Nangaku M","JTZ-951 (enarodustat), a hypoxia-inducibe factor prolyl hydroxylase inhibitor, stabilizes HIF-α protein and induces erythropoiesis without effects on the function of vascular endothelial growth factor",,,Eur J Pharmacol,15,859,2019.0,172532
236,,,NDA:202292,DRUG LABEL,,,,http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/202292s000lbl.pdf,,,,2012.0,
561,,,NDA:020452,DRUG LABEL,,,,http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/020452s005lbl.pdf,,,,2010.0,
3399,,,NDA:215888,DRUG LABEL,,,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/215888s000lbl.pdf,,,,2022.0,
3402,,,BLA:761164 review,DRUG LABEL,,,,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2022/761164Orig1s000PharmR.pdf,,,,2022.0,
659,22711801.0,10.1073/pnas.1204524109,,JOURNAL ARTICLE,"Gregori-Puigjané E, Setola V, Hert J, Crews BA, Irwin JJ, Lounkine E, Marnett L, Roth BL, Shoichet BK",Identifying mechanism-of-action targets for drugs and probes.,,,Proc. Natl. Acad. Sci. U.S.A.,109,28,2012.0,11178-83
3256,,,EMEA/H/C/005255,DRUG LABEL,,,,https://www.ema.europa.eu/en/documents/product-information/adtralza-epar-product-information_en.pdf,,,,2021.0,
80,2165421.0,10.1016/0005-2728(90)90114-J,,JOURNAL ARTICLE,,Flux-dependent increase in the stoichiometry of charge translocation by mitochondrial ATPase/ATP synthase induced by almitrine.,,,Biochim Biophys Acta,,,1990.0,
653,,,NDA:208447,DRUG LABEL,,,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/208447lbl.pdf,,,,2017.0,
2578,,,NDA:208711,DRUG LABEL,,,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/208711s000lbl.pdf,,,,2019.0,
425,,,BLA:103694,DRUG LABEL,,,,http://www.accessdata.fda.gov/drugsatfda_docs/label/2009/103694s1008lbl.pdf,,,,2009.0,
2929,,,BLA:761149,DRUG LABEL,,,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/761149s000lbl.pdf,,,,2020.0,
144,,,BLA:103691,DRUG LABEL,,,,http://www.accessdata.fda.gov/drugsatfda_docs/label/2011/103691s5095lbl.pdf,,,,2011.0,
3053,23553846.0,10.1158/1078-0432.CCR-12-3247,,JOURNAL ARTICLE,"Bladt F, Faden B, Friese-Hamim M, Knuehl C, Wilm C, Fittschen C, Gradler U, Meyring M, Dorsch D, Jaehrling F, Pehl U, Stieber F, Schadt O, Blaukat A",EMD 1214063 and EMD 1204831 constitute a new class of potent and highly selective c-Met inhibitors,,,Clin Cancer Res,19,11,2013.0,2941-2951
67,10976457.0,10.1254/fpj.116.63,,JOURNAL ARTICLE,,"[Pharmacological properties of naftopidil, a drug for treatment of the bladder outlet obstruction for patients with benign prostatic hyperplasia].",,,Nihon Yakurigaku Zasshi,,,2000.0,
532,,,NDA:208261,DRUG LABEL,,,,http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/208261Orig1s000lbl.pdf,,,,2016.0,
2942,10377218.0,10.1021/jm990030g,,JOURNAL ARTICLE,"Strickland CL, Weber PC, Windsor WT, Wu Z, Le HV, Albanese MM, Alvarez CS, Cesarz D, del Rosario J, Deskus J, Mallams AK, Njoroge FG, Piwinski JJ, Remiszewski S, Rossman RR, Taveras AG, Vibulbhan B, Doll RJ, Girijavallabhan VM, Ganguly AK",Tricyclic farnesyl protein transferase inhibitors: crystallographic and calorimetric studies of structure−activity relationships,,,J Med Chem,42,12,1999.0,2125–2135
3385,34807428.0,10.1007/s40265-021-01638-3,,JOURNAL ARTICLE,"Deeks ED, Duggan S",Abrocitinib: first approval,,,Drugs,81,18,2021.0,2149-2157
168,,,BLA:125511,DRUG LABEL,,,,http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/125511s000lbl.pdf,,,,2015.0,
19,20410884.0,10.1038/nature08960,,JOURNAL ARTICLE,,Chemical genetics strategy identifies an HCV NS5A inhibitor with a potent clinical effect.,,,Nature,,,2010.0,
3068,,,NDA:214621,DRUG LABEL,,,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/214621s000lbl.pdf,,,,2020.0,
615,24900456.0,10.1021/ml2002482,,JOURNAL ARTICLE,"Zhong M, Gadek TR, Bui M, Shen W, Burnier J, Barr KJ, Hanan EJ, Oslob JD, Yu CH, Zhu J, Arkin MR, Evanchik MJ, Flanagan WM, Hoch U, Hyde J, Prabhu S, Silverman JA, Wright J",Discovery and Development of Potent LFA-1/ICAM-1 Antagonist SAR 1118 as an Ophthalmic Solution for Treating Dry Eye.,,,ACS Med Chem Lett,3,3,2012.0,203-6
637,26558155.0,10.4292/wjgpt.v6.i4.213,,JOURNAL ARTICLE,"Shailubhai K, Palejwala V, Arjunan KP, Saykhedkar S, Nefsky B, Foss JA, Comiskey S, Jacob GS, Plevy SE","Plecanatide and dolcanatide, novel guanylate cyclase-C agonists, ameliorate gastrointestinal inflammation in experimental models of murine colitis.",,,World J Gastrointest Pharmacol Ther,6,4,2015.0,213-22
2943,,,NDA:213793,DRUG LABEL,,,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/213793Orig1s000RPLlbl.pdf,,,,2020.0,
686,15715478.0,,,JOURNAL ARTICLE,"Tsou HR, Overbeek-Klumpers EG, Hallett WA, Reich MF, Floyd MB, Johnson BD, Michalak RS, Nilakantan R, Discafani C, Golas J, Rabindran SK, Shen R, Shi X, Wang YF, Upeslacis J, Wissner A","Optimization of 6,7-disubstituted-4-(arylamino)quinoline-3-carbonitriles as orally active, irreversible inhibitors of human epidermal growth factor receptor-2 kinase activity.",,,J. Med. Chem.,48,4,2005.0,1107-31
3529,,,BLA:761148,DRUG LABEL,,,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761148Orig1s000Corrected_lbl.pdf,,,,2022.0,
643,,,BLA:125359,DRUG LABEL,,,,http://www.accessdata.fda.gov/drugsatfda_docs/label/2016/125359s088lbl.pdf,,,,2016.0,
691,,,NDA:209936,DRUG LABEL,,,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/209936s000lbl.pdf,,,,2017.0,
122,,,EU/3/08/554,DRUG LABEL,,,,http://www.ema.europa.eu/docs/en_GB/document_library/Orphan_designation/2009/10/WC500005871.pdf,,,,2008.0,
235,15869320.0,,,JOURNAL ARTICLE,,Cilansetron: KC 9946.,,,Drugs R D,6,3,2005.0,169-73
537,11304936.0,,,JOURNAL ARTICLE,"Kwon D, Chae JB, Park CW, Kim YS, Lee SM, Kim EJ, Huh IH, Kim DY, Cho KD","Effects of IY-81149, a newly developed proton pump inhibitor, on gastric acid secretion in vitro and in vivo.",,,Arzneimittelforschung,51,3,2001.0,204-13
233,,,EMEA/H/C/000666,DRUG LABEL,,,,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Product_Information/human/000666/WC500021287.pdf,,,,2009.0,
539,9298526.0,,,JOURNAL ARTICLE,"Uneyama H, Takahara A, Dohmoto H, Yoshimoto R, Inoue K, Akaike N",Blockade of N-type Ca2+ current by cilnidipine (FRC-8653) in acutely dissociated rat sympathetic neurones.,,,Br. J. Pharmacol.,122,1,1997.0,37-42
2885,13679426.0,10.1523/JNEUROSCI.23-24-08568.2003,,JOURNAL ARTICLE,"Chen M, Dong Y, Simard JM",Functional coupling between sulfonylurea receptor type 1 and a nonselective cation channel in reactive astrocytes from adult rat brain,,,J Neurosci,23,24,2003.0,8568–8577
3063,,,NDA:214094,DRUG LABEL,,,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/214094s000lbl.pdf,,,,2020.0,
3228,,,BLA:761210 review,DRUG LABEL,,,,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2021/761210Orig1s000MultidisciplineR.pdf,,,,2021.0,
2927,,,BLA:212154,DRUG LABEL,,,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/212154Orig1s000lbl.pdf,,,,2020.0,
40,10461840.0,,,JOURNAL ARTICLE,,"Efficacy of NND-502, a novel imidazole antimycotic agent, in experimental models of Candida albicans and Aspergillus fumigatus infections.",,,Int J Antimicrob Agents,,,1999.0,
640,25676420.0,10.1038/leu.2015.42,,JOURNAL ARTICLE,"Zabriskie MS, Vellore NA, Gantz KC, Deininger MW, O'Hare T",Radotinib is an effective inhibitor of native and kinase domain-mutant BCR-ABL1.,,,Leukemia,29,9,2015.0,1939-42
2783,,,NDA:213411,DRUG LABEL,,,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/213411s000lbl.pdf,,,,2020.0,
1800,,,NDA:209803,DRUG LABEL,,,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/209803s000lbl.pdf,,,,2017.0,
484,2905151.0,,,JOURNAL ARTICLE,"Vincent J, Sumner DJ, Reid JL",Ebastine: the effect of a new antihistamine on psychomotor performance and autonomic responses in healthy subjects.,,,Br J Clin Pharmacol,26,5,1988.0,503-8
2538,25733882.0,10.1073/pnas.1420785112,,JOURNAL ARTICLE,"Zou HY, Li Q, Engstrom LD, West M, Appleman V, Wong KA, McTigue M, Deng YL, Liu W, Brooun A, Timofeevski S, McDonnell SR, Jiang P, Falk MD, Lappin PB, Affolter T, Nichols T, Hu W, Lam J, Johnson TW, Smeal T, Charest A, Fantin VR",PF-06463922 is a potent and selective next-generation ROS1/ALK inhibitor capable of blocking crizotinib-resistant ROS1 mutations.,,,Proc. Natl. Acad. Sci. USA,112,11,2015.0,3493-98
480,18500360.0,10.1038/bjp.2008.198,,JOURNAL ARTICLE,"Matagne A, Margineanu DG, Kenda B, Michel P, Klitgaard H","Anti-convulsive and anti-epileptic properties of brivaracetam (ucb 34714), a high-affinity ligand for the synaptic vesicle protein, SV2A.",,,Br. J. Pharmacol.,154,8,2008.0,1662-71
39,18678486.0,10.1016/j.bmcl.2008.07.088,,JOURNAL ARTICLE,,Structure-activity relationship study on a novel series of cyclopentane-containing macrocyclic inhibitors of the hepatitis C virus NS3/4A protease leading to the discovery of TMC435350.,,,Bioorg Med Chem Lett,,,2008.0,
3230,,,BLA:761210,DRUG LABEL,,,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2021/761210s000lbl.pdf,,,,2021.0,
277,,,NDA:019734,DRUG LABEL,,,,http://www.accessdata.fda.gov/drugsatfda_docs/label/2009/022276s003lbl.pdf,,,,2014.0,
3538,27714851.0,10.1111/exd.13236,,JOURNAL ARTICLE,"Oyama S, Kitamura H, Kuramochi T, Higuchi Y, Matsushita H, Suzuki T, Goto M, Adachi H, Kasutani K, Sakamoto A, Iwayanagi Y, Kaneko A, Nanami M, Fujii E, Esaki K, Takashima Y, Shimaoka S, Hattori K, Kawabe Y",Cynomolgus monkey model of interleukin-31-induced scratching depicts blockade of human interleukin-31 receptor A by a humanized monoclonal antibody,,,Exp Dermatol,27,1,2018.0,14-21
94,19466525.0,10.1007/s00380-008-1106-1,,JOURNAL ARTICLE,,"Effect of edaravone, a novel free radical scavenger, supplemented to cardioplegia on myocardial function after cardioplegic arrest: in vitro study of isolated rat heart",,,Heart Vessels,24,3,2009.0,
1901,,,NDA:209360,DRUG LABEL,,,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/209360s000lbl.pdf,,,,2017.0,
3523,,,BLA:761244,DRUG LABEL,,,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/761244s000lbl.pdf,,,,2022.0,
3421,,,NDA:215272,DRUG LABEL,,,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/215272s000lbl.pdf,,,,2022.0,
2762,32253226.0,10.1126/scitranslmed.abb5883,,JOURNAL ARTICLE,"Sheahan TP, Sims AC, Zhou S, Graham RL, Pruijssers AJ, Agostini ML, Leist SR, Schafer A, Dinnon KH, Stevens LJ, Chappell JD, Lu X, Hughes TM, George AS, Hill CS, Montgomery SA, Brown AJ, Bluemling GR, Natchus MG, Saindane M, Kolykhalov AA, Painter G, Harcourt J, Tamin A, Thornburg NJ, Swanstrom R, Denison MR, Baric RS",An orally bioavailable broad-spectrum antiviral inhibits SARS-CoV-2 in human airway epithelial cell cultures and multiple coronaviruses in mice,,,Sci Transl Med,,,2020.0,eabb5883
554,,,ANDA:077394,DRUG LABEL,,,,http://www.accessdata.fda.gov/drugsatfda_docs/label/2005/077394lbl.pdf,,,,2005.0,
2784,32241871.0,10.1158/1535-7163.MCT-19-0873,,JOURNAL ARTICLE,"Kulukian A, Lee P, Taylor J, Rosler R, de Vries P, Watson D, Forero-Torres A, Peterson S",Preclinical activity of HER2-Selective tyrosine kinase inhibitor tucatinib as a single agent or in combination with trastuzumab or docetaxel in solid tumor models,,,Mol Cancer Ther,19,4,2020.0,976-987
76,1775162.0,10.1016/0166-6851(91)90062-B,,JOURNAL ARTICLE,,Artemisinin (qinghaosu): the role of intracellular hemin in its mechanism of antimalarial action.,,,Mol Biochem Parasitol,,,1991.0,
662,,,NDA:207997,DRUG LABEL,,,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/207997Orig1Orig2s000lbl.pdf,,,,2017.0,
498,7551370.0,,,JOURNAL ARTICLE,"Hozawa S, Haruta Y, Ishioka S, Yamakido M","Effects of a PAF antagonist, Y-24180, on bronchial hyperresponsiveness in patients with asthma.",,,Am. J. Respir. Crit. Care Med.,152,4 Pt 1,1995.0,1198-202
316,,,NDA:021141,DRUG LABEL,,,,http://www.accessdata.fda.gov/drugsatfda_docs/label/2000/21176lbl.pdf,,,,2000.0,
2555,,,BLA:761063,DRUG LABEL,,,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/761063s000lbl.pdf,,,,2018.0,
12,22959556.0,10.1016/j.bmc.2012.08.012,,JOURNAL ARTICLE,,"Discovery and preclinical profile of teneligliptin (3-[(2S,4S)-4-[4-(3-methyl-1-phenyl-1H-pyrazol-5-yl)piperazin-1-yl]pyrrolidin-2-y lcarbonyl]thiazolidine): a highly potent, selective, long-lasting and orally active dipeptidyl peptidase IV inhibitor for the treatment of type 2 diabetes.",,,Bioorg Med Chem,,,2012.0,
563,,,NDA:020221,DRUG LABEL,,,,http://www.accessdata.fda.gov/drugsatfda_docs/label/2008/020221s024lbl.pdf,,,,2008.0,
2312,,,NDA:761067,DRUG LABEL,,,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/761067s000lbl.pdf,,,,2018.0,
222,,10.1111/j.1527-3458.1998.tb00067.x,,JOURNAL ARTICLE,"Kojima, Jun; Onodera, Kenji; Ozeki, Mitsuo; Nakayama, Kunio",Ipidacrine (NIK-247): A Review of Multiple Mechanisms as an Antidementia Agent,,,CNS Drug Reviews,4,3,1998.0,247-59
3548,,,NDA:216340,DRUG LABEL,,,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2022/216340s000lbl.pdf,,,,2022.0,
5,18500680.0,10.1055/s-2008-1076699,,JOURNAL ARTICLE,,"Cetilistat (ATL-962), a novel pancreatic lipase inhibitor, ameliorates body weight gain and improves lipid profiles in rats.",,,Horm Metab Res,,,2008.0,
635,27357069.0,10.1007/s40265-016-0606-z,,JOURNAL ARTICLE,Kim ES,Olmutinib: First Global Approval.,,,Drugs,76,11,2016.0,1153-7
1801,10193788.0,,,JOURNAL ARTICLE,"Vanderheyden PM, Fierens FL, De Backer JP, Fraeyman N, Vauquelin G",Distinction between surmountable and insurmountable selective AT1 receptor antagonists by use of CHO-K1 cells expressing human angiotensin II AT1 receptors.,,,Br. J. Pharmacol.,126,4,1999.0,1057-65
280,3114201.0,,,JOURNAL ARTICLE,"Tatsumi K, Fukushima M, Shirasaka T, Fujii S","Inhibitory effects of pyrimidine, barbituric acid and pyridine derivatives on 5-fluorouracil degradation in rat liver extracts.",,,Jpn. J. Cancer Res.,78,7,1987.0,748-55
2759,,10.1101/2020.03.11.987016,,JOURNAL ARTICLE,"Matsuyama S, Kawase M, Nao N, Shirato K, Ujike M, Kamitani W, Shimojima M, Fukushi S",The inhaled corticosteroid ciclesonide blocks coronavirus RNA replication by targeting viral NSP15,,,bioRxiv,,,2020.0,
2571,,,NDA:211172,DRUG LABEL,,,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/211172lbl.pdf,,,,2018.0,
3561,,,NDA:208171,DRUG LABEL,,,,https://www.accessdata.fda.gov/drugsatfda_docs/label/2020/208171s000lbl.pdf,,,,2022.0,
3696,,,EMEA/H/C/004867 review,DRUG LABEL,,,,https://www.ema.europa.eu/en/documents/assessment-report/sohonos-epar-refusal-public-assessment-report_en.pdf,,,,2023.0,
