id,text,label_id,code,title
28661680,"Drug/Laboratory Test Interactions. false-positive reaction for ketones in the urine may occur with tests using nitroprusside, but not with those using nitroferricyanide. The administration of cefdinir may result in false-positive reaction for glucose in urine using Clinitest (R), Benedicts solution, or Fehlings solution. It is recommended that glucose tests based on enzymatic glucose oxidase reactions (such as Clinistix (R)or Tes-Tape (R)) be used. Cephalosporins are known to occasionally induce positive direct Coombs test.",d336a56f-dc85-6b55-e053-2995a90ad11f,34074-5,DRUG & OR LABORATORY TEST INTERACTIONS SECTION
29766555,Stop use and ask doctor if. oyou experience any of the following signs of stomach bleeding:ofeel faint ovomit blood ohave bloody or black stoolsohave stomach pain that does not get betteroyou have symptoms of heart problems or stroke:ochest pain otrouble breathingoweakness in one part or side of bodyoslurred speecholeg swellingopain gets worse or lasts more than 10 daysofever gets worse or lasts more than daysoredness or swelling is present in the painful areaoany new symptoms appear. oyou experience any of the following signs of stomach bleeding:. ofeel faint ovomit blood ohave bloody or black stools. ohave stomach pain that does not get better. oyou have symptoms of heart problems or stroke:. ochest pain otrouble breathing. oweakness in one part or side of body. oslurred speech. oleg swelling. opain gets worse or lasts more than 10 days. ofever gets worse or lasts more than days. oredness or swelling is present in the painful area. oany new symptoms appear.,b514b589-d965-4a21-91b3-fab4019e9d96,50566-9,OTC - STOP USE SECTION
27984637,"Pediatric Use. Safety and effectiveness in the pediatric population have not been established (see and ). Two placebo-controlled trials in 407 pediatric patients with MDD have been conducted with Citalopram, and the data were not sufficient to support claim for use in pediatric patients. Anyone considering the use of Citalopram in child or adolescent must balance the potential risks with the clinical need. BOXED WARNING WARNINGS--Clinical Worsening and Suicide Risk Decreased appetite and weight loss have been observed in association with the use of SSRIs. Consequently, regular monitoring of weight and growth should be performed in children and adolescents treated with Citalopram.",7d8c8762-e491-4798-8866-0db6425308e8,34081-0,PEDIATRIC USE SECTION
28021938,INDICATIONS AND USAGE. Nitroglycerin sublingual tablets are indicated for the acute relief of an attack or acute prophylaxis of angina pectoris due to coronary artery disease.,c555f8de-477f-0225-98a2-baf8945bbd63,34067-9,INDICATIONS & USAGE SECTION
28317274,"Description. Testosterone Cypionate Injection, USP for intramuscular injection, contains testosterone cypionate, USP which is the oil-soluble 17 (beta)- cyclopentylpropionate ester of the androgenic hormone testosterone.Testosterone Cypionate, USP is white or creamy white crystalline powder, odorless or nearly so and stable in air. It is insoluble in water, freely soluble in alcohol, chloroform, dioxane, ether, and soluble in vegetable oils.The chemical name for Testosterone Cypionate, USP is androst-4-en-3-one,17-(3-cyclopentyl-1-oxopropoxy)-, (17b)-. Its molecular formula is C27H40O3 and the molecular weight 412.61.The structural formula is represented below:Each mL of the 200 mg/mL solution contains:Testosterone Cypionate, USP 200 mgBenzyl Benzoate, USP 0.25 mLBenzyl Alcohol, USP 0.02 mLGrape Seed Oil 0.50 mL. Chemical Structure.",874dec5e-8910-3b3f-e053-2a95a90a8334,34089-3,DESCRIPTION SECTION
28300311,"5 WARNINGS AND PRECAUTIONS. Hepatotoxicity; evaluate high risk populations and monitor serum liver tests 5.1) Birth defects, decreased IQ, and neurodevelopmental disorders following in utero exposure; should not be used to treat women with epilepsy or bipolar disorder who are pregnant or who plan to become pregnant or to treat woman of childbearing potential unless other medications have failed to provide adequate symptom control or are otherwise unacceptable (5.2 5.3 5.4) Pancreatitis; divalproex sodium delayed-release tablets should ordinarily be discontinued (5.5) Suicidal behavior or ideation; Antiepileptic drugs, including divalproex sodium delayed-release tablets, increase the risk of suicidal thoughts or behavior (5.7) Bleeding and other hematopoietic disorders; monitor platelet counts and coagulation tests (5.8) Hyperammonemia and hyperammonemic encephalopathy; measure ammonia level if unexplained lethargy and vomiting or changes in mental status, and also with concomitant topiramate use; consider discontinuation of valproate therapy (5.6, 5.9, 5.10) Hypothermia; Hypothermia has been reported during valproate therapy with or without associated hyperammonemia. This adverse reaction can also occur in patients using concomitant topiramate (5.11) Drug Reaction with Eosinophilia and Systemic Symptoms (DRESS)/Multiorgan hypersensitivity reaction; discontinue divalproex sodium delayed-release tablets (5.12) Somnolence in the elderly can occur. Divalproex sodium delayed-release tablets dosage should be increased slowly and with regular monitoring for fluid and nutritional intake (5.14) Hepatotoxicity; evaluate high risk populations and monitor serum liver tests 5.1) Birth defects, decreased IQ, and neurodevelopmental disorders following in utero exposure; should not be used to treat women with epilepsy or bipolar disorder who are pregnant or who plan to become pregnant or to treat woman of childbearing potential unless other medications have failed to provide adequate symptom control or are otherwise unacceptable (5.2 5.3 5.4) Pancreatitis; divalproex sodium delayed-release tablets should ordinarily be discontinued (5.5) Suicidal behavior or ideation; Antiepileptic drugs, including divalproex sodium delayed-release tablets, increase the risk of suicidal thoughts or behavior (5.7) Bleeding and other hematopoietic disorders; monitor platelet counts and coagulation tests (5.8) Hyperammonemia and hyperammonemic encephalopathy; measure ammonia level if unexplained lethargy and vomiting or changes in mental status, and also with concomitant topiramate use; consider discontinuation of valproate therapy (5.6, 5.9, 5.10) Hypothermia; Hypothermia has been reported during valproate therapy with or without associated hyperammonemia. This adverse reaction can also occur in patients using concomitant topiramate (5.11) Drug Reaction with Eosinophilia and Systemic Symptoms (DRESS)/Multiorgan hypersensitivity reaction; discontinue divalproex sodium delayed-release tablets (5.12) Somnolence in the elderly can occur. Divalproex sodium delayed-release tablets dosage should be increased slowly and with regular monitoring for fluid and nutritional intake (5.14) 5.1 Hepatotoxicity. General Information on HepatotoxicityHepatic failure resulting in fatalities has occurred in patients receiving valproate. These incidents usually have occurred during the first six months of treatment. Serious or fatal hepatotoxicity may be preceded by non-specific symptoms such as malaise, weakness, lethargy, facial edema, anorexia, and vomiting. In patients with epilepsy, loss of seizure control may also occur. Patients should be monitored closely for appearance of these symptoms. Serum liver tests should be performed prior to therapy and at frequent intervals thereafter, especially during the first six months of valproate therapy. However, healthcare providers should not rely totally on serum biochemistry since these tests may not be abnormal in all instances, but should also consider the results of careful interim medical history and physical examination. Caution should be observed when administering valproate products to patients with prior history of hepatic disease. Patients on multiple anticonvulsants, children, those with congenital metabolic disorders, those with severe seizure disorders accompanied by mental retardation, and those with organic brain disease may be at particular risk. See below, Patients with Known or Suspected Mitochondrial Disease.Experience has indicated that children under the age of two years are at considerably increased risk of developing fatal hepatotoxicity, especially those with the aforementioned conditions. When divalproex sodium delayed-release tablets are used in this patient group, it should be used with extreme caution and as sole agent. The benefits of therapy should be weighed against the risks. In progressively older patient groups experience in epilepsy has indicated that the incidence of fatal hepatotoxicity decreases considerably.Patients with Known or Suspected Mitochondrial DiseaseDivalproex sodium delayed-release tablets are contraindicated in patients known to have mitochondrial disorders caused by POLG mutations and children under two years of age who are clinically suspected of having mitochondrial disorder [see Contraindications (4)]. Valproate-induced acute liver failure and liver-related deaths have been reported in patients with hereditary neurometabolic syndromes caused by mutations in the gene for mitochondrial DNA polymerase (POLG) (e.g., Alpers-Huttenlocher Syndrome) at higher rate than those without these syndromes. Most of the reported cases of liver failure in patients with these syndromes have been identified in children and adolescents. POLG-related disorders should be suspected in patients with family history or suggestive symptoms of POLG-related disorder, including but not limited to unexplained encephalopathy, refractory epilepsy (focal, myoclonic), status epilepticus at presentation, developmental delays, psychomotor regression, axonal sensorimotor neuropathy, myopathy cerebellar ataxia, ophthalmoplegia, or complicated migraine with occipital aura. POLG mutation testing should be performed in accordance with current clinical practice for the diagnostic evaluation of such disorders. The A467T and W748S mutations are present in approximately 2/3 of patients with autosomal recessive POLG-related disorders.In patients over two years of age who are clinically suspected of having hereditary mitochondrial disease, divalproex sodium delayed-release tablets should only be used after other anticonvulsants have failed. This older group of patients should be closely monitored during treatment with divalproex sodium delayed-release tablets for the development of acute liver injury with regular clinical assessments and serum liver test monitoring.The drug should be discontinued immediately in the presence of significant hepatic dysfunction, suspected or apparent. In some cases, hepatic dysfunction has progressed in spite of discontinuation of drug [see Boxed Warning and Contraindications (4)]. 5.2 Structural Birth Defects. Valproate can cause fetal harm when administered to pregnant woman. Pregnancy registry data show that maternal valproate use can cause neural tube defects and other structural abnormalities (e.g., craniofacial defects, cardiovascular malformations, hypospadias, limb malformations). The rate of congenital malformations among babies born to mothers using valproate is about four times higher than the rate among babies born to epileptic mothers using other anti-seizure monotherapies. Evidence suggests that folic acid supplementation prior to conception and during the first trimester of pregnancy decreases the risk for congenital neural tube defects in the general population [see Use in Specific Populations (8.1)]. 5.3 Decreased IQ Following in utero Exposure Valproate can cause decreased IQ scores following in utero exposure. Published epidemiological studies have indicated that children exposed to valproate in utero have lower cognitive test scores than children exposed in utero to either another antiepileptic drug or to no antiepileptic drugs. The largest of these studies is prospective cohort study conducted in the United States and United Kingdom that found that children with prenatal exposure to valproate (n=62) had lower IQ scores at age (97 [95% C.I. 94 to 101]) than children with prenatal exposure to the other antiepileptic drug monotherapy treatments evaluated: lamotrigine (108 [95% C.I. 105 to 110]), carbamazepine (105 [95% C.I. 102 to 108]), and phenytoin (108 [95% C.I. 104 to 112]). It is not known when during pregnancy cognitive effects in valproate-exposed children occur. Because the women in this study were exposed to antiepileptic drugs throughout pregnancy, whether the risk for decreased IQ was related to particular time period during pregnancy could not be assessed. Although all of the available studies have methodological limitations, the weight of the evidence supports the conclusion that valproate exposure in utero can cause decreased IQ in children. In animal studies, offspring with prenatal exposure to valproate had malformations similar to those seen in humans and demonstrated neurobehavioral deficits [see Use in Specific Populations (8.1)]. 5.4 Use in Women of Childbearing Potential. Because of the risk to the fetus of decreased IQ, neurodevelopmental disorders, and major congenital malformations (including neural tube defects), which may occur very early in pregnancy, valproate should not be administered to woman of childbearing potential unless other medications have failed to provide adequate symptom control or are otherwise unacceptable. This is especially important when valproate use is considered for condition not usually associated with permanent injury or death such as prophylaxis of migraine headaches [see Contraindications (4)]. Women should use effective contraception while using valproate. Women of childbearing potential should be counseled regularly regarding the relative risks and benefits of valproate use during pregnancy. This is especially important for women planning pregnancy and for girls at the onset of puberty; alternative therapeutic options should be considered for these patients [see Boxed Warning and Use in Specific Populations (8.1)]. To prevent major seizures, valproate should not be discontinued abruptly, as this can precipitate status epilepticus with resulting maternal and fetal hypoxia and threat to life.Evidence suggests that folic acid supplementation prior to conception and during the first trimester of pregnancy decreases the risk for congenital neural tube defects in the general population. It is not known whether the risk of neural tube defects or decreased IQ in the offspring of women receiving valproate is reduced by folic acid supplementation. Dietary folic acid supplementation both prior to conception and during pregnancy should be routinely recommended for patients using valproate.. 5.5 Pancreatitis. Cases of life-threatening pancreatitis have been reported in both children and adults receiving valproate. Some of the cases have been described as hemorrhagic with rapid progression from initial symptoms to death. Some cases have occurred shortly after initial use as well as after several years of use. The rate based upon the reported cases exceeds that expected in the general population and there have been cases in which pancreatitis recurred after rechallenge with valproate. In clinical trials, there were cases of pancreatitis without alternative etiology in 2,416 patients, representing 1,044 patient-years experience. Patients and guardians should be warned that abdominal pain, nausea, vomiting, and/or anorexia can be symptoms of pancreatitis that require prompt medical evaluation. If pancreatitis is diagnosed, divalproex sodium delayed-release tablets should ordinarily be discontinued. Alternative treatment for the underlying medical condition should be initiated as clinically indicated [see Boxed Warning]. 5.6 Urea Cycle Disorders. Divalproex sodium delayed-release tablets are contraindicated in patients with known urea cycle disorders (UCD).Hyperammonemic encephalopathy, sometimes fatal, has been reported following initiation of valproate therapy in patients with urea cycle disorders, group of uncommon genetic abnormalities, particularly ornithine transcarbamylase deficiency. Prior to the initiation of divalproex sodium delayed-release tablets therapy, evaluation for UCD should be considered in the following patients: 1) those with history of unexplained encephalopathy or coma, encephalopathy associated with protein load, pregnancy-related or postpartum encephalopathy, unexplained mental retardation, or history of elevated plasma ammonia or glutamine; 2) those with cyclical vomiting and lethargy, episodic extreme irritability, ataxia, low BUN, or protein avoidance; 3) those with family history of UCD or family history of unexplained infant deaths (particularly males); 4) those with other signs or symptoms of UCD. Patients who develop symptoms of unexplained hyperammonemic encephalopathy while receiving valproate therapy should receive prompt treatment (including discontinuation of valproate therapy) and be evaluated for underlying urea cycle disorders [see Contraindications (4) and Warnings and Precautions (5.10)]. 5.7 Suicidal Behavior and Ideation. Antiepileptic drugs (AEDs), including divalproex sodium delayed-release tablets, increase the risk of suicidal thoughts or behavior in patients taking these drugs for any indication. Patients treated with any AED for any indication should be monitored for the emergence or worsening of depression, suicidal thoughts or behavior, and/or any unusual changes in mood or behavior.Pooled analyses of 199 placebo-controlled clinical trials (mono- and adjunctive therapy) of 11 different AEDs showed that patients randomized to one of the AEDs had approximately twice the risk (adjusted Relative Risk 1.8, 95% CI:1.2, 2.7) of suicidal thinking or behavior compared to patients randomized to placebo. In these trials, which had median treatment duration of 12 weeks, the estimated incidence rate of suicidal behavior or ideation among 27,863 AED-treated patients was 0.43%, compared to 0.24% among 16,029 placebo-treated patients, representing an increase of approximately one case of suicidal thinking or behavior for every 530 patients treated. There were four suicides in drug-treated patients in the trials and none in placebo-treated patients, but the number is too small to allow any conclusion about drug effect on suicide.The increased risk of suicidal thoughts or behavior with AEDs was observed as early as one week after starting drug treatment with AEDs and persisted for the duration of treatment assessed. Because most trials included in the analysis did not extend beyond 24 weeks, the risk of suicidal thoughts or behavior beyond 24 weeks could not be assessed.The risk of suicidal thoughts or behavior was generally consistent among drugs in the data analyzed. The finding of increased risk with AEDs of varying mechanisms of action and across range of indications suggests that the risk applies to all AEDs used for any indication. The risk did not vary substantially by age (5 to 100 years) in the clinical trials analyzed.Table shows absolute and relative risk by indication for all evaluated AEDs.Table 1. Risk by Indication for Antiepileptic Drugs in the Pooled AnalysisIndicationPlacebo Patients with Events Per 1,000 PatientsDrug Patients with Events Per 1,000 PatientsRelative Risk: Incidence of Events in Drug Patients/Incidence in Placebo PatientsRisk Difference: Additional Drug Patients with Events Per 1,000 PatientsEpilepsy13.43.52.4Psychiatric5.78.51.52.9Other11.81.90.9Total2.44.31.81.9The relative risk for suicidal thoughts or behavior was higher in clinical trials for epilepsy than in clinical trials for psychiatric or other conditions, but the absolute risk differences were similar for the epilepsy and psychiatric indications.Anyone considering prescribing divalproex sodium delayed-release tablets or any other AED must balance the risk of suicidal thoughts or behavior with the risk of untreated illness. Epilepsy and many other illnesses for which AEDs are prescribed are themselves associated with morbidity and mortality and an increased risk of suicidal thoughts and behavior. Should suicidal thoughts and behavior emerge during treatment, the prescriber needs to consider whether the emergence of these symptoms in any given patient may be related to the illness being treated.. 5.8 Bleeding and Other Hematopoietic Disorders. Valproate is associated with dose-related thrombocytopenia. In clinical trial of valproate as monotherapy in patients with epilepsy, 34/126 patients (27%) receiving approximately 50 mg/kg/day on average, had at least one value of platelets <= 75 10 9/L. Approximately half of these patients had treatment discontinued, with return of platelet counts to normal. In the remaining patients, platelet counts normalized with continued treatment. In this study, the probability of thrombocytopenia appeared to increase significantly at total valproate concentrations of >= 110 mcg/mL (females) or >= 135 mcg/mL (males). The therapeutic benefit which may accompany the higher doses should therefore be weighed against the possibility of greater incidence of adverse effects. Valproate use has also been associated with decreases in other cell lines and myelodysplasia. Because of reports of cytopenias, inhibition of the secondary phase of platelet aggregation, and abnormal coagulation parameters, (e.g., low fibrinogen, coagulation factor deficiencies, acquired von Willebrands disease), measurements of complete blood counts and coagulation tests are recommended before initiating therapy and at periodic intervals. It is recommended that patients receiving divalproex sodium delayed-release tablets be monitored for blood counts and coagulation parameters prior to planned surgery and during pregnancy [see Use in Specific Populations (8.1)]. Evidence of hemorrhage, bruising, or disorder of hemostasis/coagulation is an indication for reduction of the dosage or withdrawal of therapy. 5.9 Hyperammonemia. Hyperammonemia has been reported in association with valproate therapy and may be present despite normal liver function tests. In patients who develop unexplained lethargy and vomiting or changes in mental status, hyperammonemic encephalopathy should be considered and an ammonia level should be measured. Hyperammonemia should also be considered in patients who present with hypothermia [see Warnings and Precautions (5.11)]. If ammonia is increased, valproate therapy should be discontinued. Appropriate interventions for treatment of hyperammonemia should be initiated, and such patients should undergo investigation for underlying urea cycle disorders [see Contraindications (4) and Warnings and Precautions (5.6, 5.10)]. Asymptomatic elevations of ammonia are more common and when present, require close monitoring of plasma ammonia levels. If the elevation persists, discontinuation of valproate therapy should be considered.. 5.10 Hyperammonemia and Encephalopathy Associated with Concomitant Topiramate Use. Concomitant administration of topiramate and valproate has been associated with hyperammonemia with or without encephalopathy in patients who have tolerated either drug alone. Clinical symptoms of hyperammonemic encephalopathy often include acute alterations in level of consciousness and/or cognitive function with lethargy or vomiting. Hypothermia can also be manifestation of hyperammonemia [see Warnings and Precautions (5.11)]. In most cases, symptoms and signs abated with discontinuation of either drug. This adverse reaction is not due to pharmacokinetic interaction. Patients with inborn errors of metabolism or reduced hepatic mitochondrial activity may be at an increased risk for hyperammonemia with or without encephalopathy. Although not studied, an interaction of topiramate and valproate may exacerbate existing defects or unmask deficiencies in susceptible persons. In patients who develop unexplained lethargy, vomiting, or changes in mental status, hyperammonemic encephalopathy should be considered and an ammonia level should be measured [see Contraindications (4) and Warnings and Precautions (5.6, 5.9)]. 5.11 Hypothermia. Hypothermia, defined as an unintentional drop in body core temperature to <35C (95F), has been reported in association with valproate therapy both in conjunction with and in the absence of hyperammonemia. This adverse reaction can also occur in patients using concomitant topiramate with valproate after starting topiramate treatment or after increasing the daily dose of topiramate [see Drug Interactions (7.3)]. Consideration should be given to stopping valproate in patients who develop hypothermia, which may be manifested by variety of clinical abnormalities including lethargy, confusion, coma, and significant alterations in other major organ systems such as the cardiovascular and respiratory systems. Clinical management and assessment should include examination of blood ammonia levels. 5.12 Drug Reaction with Eosinophilia and Systemic Symptoms (DRESS)/Multiorgan Hypersensitivity Reactions. Drug Reaction with Eosinophilia and Systemic Symptoms (DRESS), also known as Multiorgan Hypersensitivity, has been reported in patients taking valproate. DRESS may be fatal or life-threatening. DRESS typically, although not exclusively, presents with fever, rash, lymphadenopathy, and/or facial swelling, in association with other organ system involvement, such as hepatitis, nephritis, hematological abnormalities, myocarditis, or myositis sometimes resembling an acute viral infection. Eosinophilia is often present. Because this disorder is variable in its expression, other organ systems not noted here may be involved. It is important to note that early manifestations of hypersensitivity, such as fever or lymphadenopathy, may be present even though rash is not evident. If such signs or symptoms are present, the patient should be evaluated immediately. Valproate should be discontinued and not be resumed if an alternative etiology for the signs or symptoms cannot be established.. 5.13 Interaction with Carbapenem Antibiotics. Carbapenem antibiotics (for example, ertapenem, imipenem, meropenem; this is not complete list) may reduce serum valproate concentrations to subtherapeutic levels, resulting in loss of seizure control. Serum valproate concentrations should be monitored frequently after initiating carbapenem therapy. Alternative antibacterial or anticonvulsant therapy should be considered if serum valproate concentrations drop significantly or seizure control deteriorates [see Drug Interactions (7.1)]. 5.14 Somnolence in the Elderly. In double-blind, multicenter trial of valproate in elderly patients with dementia (mean age 83 years), doses were increased by 125 mg/day to target dose of 20 mg/kg/day. significantly higher proportion of valproate patients had somnolence compared to placebo, and although not statistically significant, there was higher proportion of patients with dehydration. Discontinuations for somnolence were also significantly higher than with placebo. In some patients with somnolence (approximately one-half), there was associated reduced nutritional intake and weight loss. There was trend for the patients who experienced these events to have lower baseline albumin concentration, lower valproate clearance, and higher BUN. In elderly patients, dosage should be increased more slowly and with regular monitoring for fluid and nutritional intake, dehydration, somnolence, and other adverse reactions. Dose reductions or discontinuation of valproate should be considered in patients with decreased food or fluid intake and in patients with excessive somnolence [see Dosage and Administration (2.4)]. 5.15 Monitoring: Drug Plasma Concentration. Since valproate may interact with concurrently administered drugs which are capable of enzyme induction, periodic plasma concentration determinations of valproate and concomitant drugs are recommended during the early course of therapy [see Drug Interactions (7)]. 5.16 Effect on Ketone and Thyroid Function Tests. Valproate is partially eliminated in the urine as keto-metabolite which may lead to false interpretation of the urine ketone test.There have been reports of altered thyroid function tests associated with valproate. The clinical significance of these is unknown.. 5.17 Effect on HIV and CMV Viruses Replication. There are in vitro studies that suggest valproate stimulates the replication of the HIV and CMV viruses under certain experimental conditions. The clinical consequence, if any, is not known. Additionally, the relevance of these in vitro findings is uncertain for patients receiving maximally suppressive antiretroviral therapy. Nevertheless, these data should be borne in mind when interpreting the results from regular monitoring of the viral load in HIV infected patients receiving valproate or when following CMV infected patients clinically. 5.18 Medication Residue in the Stool. There have been rare reports of medication residue in the stool. Some patients have had anatomic (including ileostomy or colostomy) or functional gastrointestinal disorders with shortened GI transit times. In some reports, medication residues have occurred in the context of diarrhea. It is recommended that plasma valproate levels be checked in patients who experience medication residue in the stool, and patients clinical condition should be monitored. If clinically indicated, alternative treatment may be considered.",64b509bc-f398-48ad-bdcb-9904e61d9225,43685-7,WARNINGS AND PRECAUTIONS SECTION
28620578,"DESCRIPTION. Sodium Bicarbonate Injection, USP is sterile, nonpyrogenic, hypertonic solution of sodium bicarbonate (NaHCO3) in water for injection for administration by the intravenous route as an electrolyte replenisher and systemic alkalizer.The solution is offered in concentration of 4.2%. See table in HOW SUPPLIED section for contents and characteristics.The solution has an approximate pH of 8.0 (7.0 8.5). It contains no bacteriostat, antimicrobial agent or added buffer and is intended only for use as single-use injection. When smaller doses are required, the unused portion should be discarded.Sodium bicarbonate, 42 mg is equal to 0.5 milliequivalent each of Na+ and HCO3-. Sodium Bicarbonate, USP is chemically designated NaHCO3, white crystalline powder soluble in water.Water for Injection, USP is chemically designated H2O.",1e5c0aac-ca7d-4992-bb88-42c5ad0462a9,34089-3,DESCRIPTION SECTION
29600234,"Directions. Apply liberally 15 minutes before sun exposure. Reapply at least every hours.Use water resistant sunscreen if swimming or sweating.Sun Protection Measures: Spending time in the sun increases your risk of skin cancer and early skin aging. To decrease this risk, regularly use sunscreen with Broad Spectrum SPF value of 15 or higher and other sun protection measures including:limit time in sun, especially from 10 a.m.-2 p.m., wear long-sleeved shirts, pants, hats and sunglasses. Children under months of age: ask doctor. Apply liberally 15 minutes before sun exposure. Reapply at least every hours.. Use water resistant sunscreen if swimming or sweating.. Sun Protection Measures: Spending time in the sun increases your risk of skin cancer and early skin aging. To decrease this risk, regularly use sunscreen with Broad Spectrum SPF value of 15 or higher and other sun protection measures including:limit time in sun, especially from 10 a.m.-2 p.m., wear long-sleeved shirts, pants, hats and sunglasses. Children under months of age: ask doctor.",c8aa873e-8271-8cf0-e053-2995a90a3cec,34068-7,DOSAGE & ADMINISTRATION SECTION
28853025,"11 DESCRIPTION. Azithromycin Tablets, USP contain the active ingredient azithromycin, macrolide antibacterial drug, for oral administration. Azithromycin has the chemical name (2R,3S,4R,5R,8R,10R,11R,12S,13S,14R)-13-[(2,6-dideoxy-3-C-methyl-3-O-methyl--L-ribo-hexopyranosyl)oxy]-2-ethyl-3,4,10-trihydroxy-3,5,6,8,10,12,14-heptamethyl-11-[[3,4,6-trideoxy-3-(dimethylamino)--D-xylo-hexopyranosyl]oxy]-1-oxa-6-azacyclopentadecan-15-one. Azithromycin is derived from erythromycin; however, it differs chemically from erythromycin in that methyl-substituted nitrogen atom is incorporated into the lactone ring. Its molecular formula is 38H 72N 2O 12, and its molecular weight is 749.00. Azithromycin has the following structural formula: Azithromycin, as the dihydrate, is white crystalline powder with molecular formula of 38H 72N 2O 122H 2O and molecular weight of 785.0. Azithromycin is supplied as tablets containing azithromycin dihydrate equivalent to 500 mg azithromycin and the following inactive ingredients: croscarmellose sodium, dibasic calcium phosphate anhydrous, FD&C Blue aluminum lake and lecithin, FD&C Red 40 aluminum Lake, FD&C Yellow aluminum Lake, macrogol/PEG, magnesium stearate, polyvinyl alcohol, pregelatinized starch, talc, and titanium dioxide.. Chemical Structure.",e2ad6eff-97ff-135a-e053-2a95a90afed5,34089-3,DESCRIPTION SECTION
28804351,Geriatric Use. The elderly may be more sensitive to the effects of benzodiazepines. They exhibit higher plasma alprazolam concentrations due to reduced clearance of the drug as compared with younger population receiving the same doses. The smallest effective dose of alprazolam should be used in the elderly to preclude the development of ataxia and oversedation (see CLINICAL PHARMACOLOGY and DOSAGE AND ADMINISTRATION).,8c22b4df-a352-4d90-a5c7-ea67ebb64e8f,34082-8,GERIATRIC USE SECTION
28007373,"DOSAGE AND ADMINISTRATION. Take one tablet per day or as directed by your physician, orally.",a35c0b50-18e7-4be0-9e31-677d35b5b661,34068-7,DOSAGE & ADMINISTRATION SECTION
28989859,"KEEP OUT OF REACH OF CHILDREN. IN CASE OF ACCIDENTAL INGESTION, GET MEDICAL HELP OR CONTACT POISON CONTROL CENTER IMMEDIATELY.",04a4fa0c-6c03-4076-895e-bb4cdab18a58,50565-1,OTC - KEEP OUT OF REACH OF CHILDREN SECTION
