id,descr,category,keyword
KW-1151,Viral protein that forms an icosahedral capsid with a T=219 symmetry to protect the viral genome. The T=219 capsid is composed of 13140 subunits. Its diameter is about 130-160 nm.,Cellular component,T=219 icosahedral capsid protein
KW-0925,"Protein involved in the synthesis of oxygenated fatty acids (oxylipins), including jasmonic acid (jasmonate) (JA) and its derivatives. Oxylipins regulate many defense and developmental pathways in plants. JA is involved in wound-mediated signaling pathways, plant defense, and reproductive development. It acts as a growth inhibitor and promotes senescence.",Biological process,Oxylipin biosynthesis
KW-0364,"Protein which is implicated in heterocyst formation. A heterocyst is a differentiated cyanobacterial cell that carries out nitrogen fixation. The heterocysts function as the sites for nitrogen fixation under aerobic conditions. They are formed in response to a lack of fixed nitrogen (NH4 or NO3). The morphological differentiation is accompanied by biochemical alterations. The mature heterocysts contain no functional photosystem II and cannot produce oxygen. Instead, they contain only photosystem I, which enables them to carry out cyclic photophosphorylation and ATP regeneration. These changes provide the appropriate conditions for the functioning of the oxygen-sensitive nitrogenase.",Developmental stage,Heterocyst
KW-0857,"Protein which, if defective, causes xeroderma pigmentosum, an autosomal recessive disease characterized by extreme photosensitivity to ultraviolet light and the development of multiple skin cancers.",Disease,Xeroderma pigmentosum
KW-0722,"Protein which inhibits serine proteases, a group of proteolytic enzymes which are characterized by a catalytically active serine residue in their active site.",Molecular function,Serine protease inhibitor
KW-0601,"Protein involved in a light-dependent process to convert 2-phospho-glycolate (2-PG) into 3-phospho-D-glycerate (3-PG), where oxygen is consumed and carbon dioxide released. It takes place in plants and cyanobacteria during the light period, since in the presence of O(2) their type of Rubisco can catalyze the oxidative fragmentation of ribulose 1,5-biphosphate to 3-PG and 2-PG. 2-PG inhibits the Calvin cycle enzyme triose-phosphate isomerase, and so must be eliminated quickly. In plants 2-PG is recycled to 3-PG via reactions in peroxisomes, mitochondria as well as chloroplasts. For every 2 molecules of 2-PG, one molecule of 3-PG is formed and one molecule of CO(2) is lost. In cyanobacteria it seems there are two mechanisms to deal with 2-PG; a path similar to that described for plants and the bacterial-like glycerate pathway.",Biological process,Photorespiration
KW-0124,"Protein involved in the biosynthesis of carnitine (L-3-hydroxy-4, N,N,N-trimethylaminobutyrate), an essential metabolite with a number of indispensable roles in intermediary metabolism.",Biological process,Carnitine biosynthesis
KW-0904,"Enzyme that catalyzes the hydrolysis of phosphate monoesters bonds of phosphoserines, phosphothreonines, phosphotyrosines or phosphoaspartic acids. While many protein phosphatases inhibit the activities of phosphorylation cascades, some activate them.",Molecular function,Protein phosphatase
KW-0055,Protein involved in the synthesis of the basic amino acid arginine (Arg).,Biological process,Arginine biosynthesis
KW-1037,"Protein which is a component or which is associated with the host cytoskeleton, a dynamic three-dimensional structure that fills the host cytoplasm of eukaryotic cells. It is responsible for cell movement, cytokinesis, and the organization of the organelles or organelle-like structures within the host cell.",Cellular component,Host cytoskeleton
KW-0935,"Protein which, if defective, causes progressive external ophthalmoplegia with mitochondrial DNA deletions. Progressive external ophthalmoplegia (PEO) is characterized by ptosis and weakness of the extraocular muscles. Typical symptoms are ophthalmoparesis and exercise intolerance. Some people also may develop cardiomyopathy, cataracts, ataxia, peripheral neuropathy, hypogonadism or major depression. The diagnosis depends on the demonstration, by Southern blotting, of multiple deletions of mtDNA in muscle biopsy specimens. Both autosomal dominant and autosomal recessive inheritance can occur. The autosomal recessive form, which is often associated with multisystemic disorders, is clinically more heterogenous than the autosomal dominant form and can be more severe.",Disease,Progressive external ophthalmoplegia
KW-0699,Protein which binds to ribosomal RNA.,Ligand,rRNA-binding
KW-0333,"Protein found in the Golgi apparatus, an organelle present in eukaryotic cells that appears as a stack of 6-8 plate-like membranous compartments and associated vesicles and vacuoles, often located near the centrosome. It has four functionally distinct compartments: cis, medial and trans Golgi stacks, and the trans Golgi network (TGN). The first three are involved in posttranslational modifications of proteins (e.g., N- or O-glycosylation, sulfation, processing of acid hydrolases), while the TGN is involved in sorting the proteins to their final destination (e.g., to lysosomes, to secretory vesicles, or to plasma membrane).",Cellular component,Golgi apparatus
KW-0266,"Protein involved in the synthesis of ethylene (C2H4), an unsaturated hydrocarbon gas mainly produced in plants. It has developmental effects as a hormone, including growth inhibition, regulation of fruit development, leaf abscission and aging.",Biological process,Ethylene biosynthesis
KW-0947,"Protein which, if defective, causes limb-girdle muscular dystrophy, a degenerative myopathy without nervous system involvement. The disease is characterized by slowly progressive wasting and weakness of the proximal muscles of arms and legs around the pelvic or shoulder girdles, elevated creatine kinase levels and dystrophic features on muscle biopsy. Onset of symptoms is in late childhood, adolescence or even adult life. Limb-girdle muscular dystrophy is a genetically heterogeneous disorder. Inheritance can be autosomal dominant or autosomal recessive.",Disease,Limb-girdle muscular dystrophy
KW-0430,Protein which specifically binds carbohydrates. Lectins are obtained particularly from seeds of leguminous plants but also from other plant and animal sources. They contain binding sites for specific mono-and oligosaccharides. They agglutinate cells by binding to specific sugar residues in membrane glycoproteins.,Ligand,Lectin
KW-0946,Viral protein detected in the virion.,Cellular component,Virion
KW-0469,"Protein involved in meiotic processes or in regulation of meiosis. Meiosis is the nuclear division which results in the daughter nuclei each containing half the number of chromosomes of the parent. It comprises two distinct nuclear divisions, the first and second meiotic divisions (which may be separated by cell division), the actual reduction in chromosome number takes place during the first division.",Biological process,Meiosis
KW-0261,"Protein of the viral envelope, a lipoprotein membrane which forms the outermost layer of the virion in certain viruses.",Cellular component,Viral envelope protein
KW-0163,Protein which allows the utilization of the 6-carbon tricarboxylic acid citrate as a sole source of carbon and energy.,Biological process,Citrate utilization
KW-0869,"Protein which is part of an anion channel found in the plasma lemma and in intracellular membranes. These channels are permeable for various anions, such as iodide, bromide, but also for nitrates, phosphates and even negatively charged amino acids. They are called chloride channels, because chloride is the most abundant anion and the predominant permeating species in all organisms. They have been classified according to their gating mechanisms, which may depend on changes in the transmembrane electric field (voltage-dependent/gated chloride channels, e.g. ClC family), on a protein kinase/nucleotide mediated mechanism (CFTR), an increase in intracellular calcium (calcium activated chloride channels, e.g. CaCC), cell swelling (volume-regulated anion channels, e.g. VRAC) or binding of a ligand, e.g. glycine or - aminobutyric acid (GABA) activated channels. In contrast with cation channels, they are not involved in the initiation or spread of excitation, but in the regulation of excitability in nerve and muscle. They also participate in many housekeeping processes, such as volume regulation, pH regulation in organelles, electrogenesis and control of synaptic activity. The chloride channels are crucial for transepithelial transport and the control of water flow, and often provide unexpected permeation pathways for a large variety of anions.",Molecular function,Chloride channel
KW-1074,"Viral protein involved in the activation of host NF-kappa-B. This protein is a pleiotropic transcription factor which is present in almost all cell types and is involved in many biological processed such as inflammation, immunity, differentiation, cell growth, tumorigenesis and apoptosis. Several viruses have developed strategies to activate the NF-kappa-B pathway in order to promote viral replication and prevent virus-induced apoptosis.",Biological process,Activation of host NF-kappa-B by virus
KW-0896,Protein involved in egg development and maturation. A process whereby primordial germ cells form mature ova.,Biological process,Oogenesis
KW-0618,"Protein which interacts with plastoquinone, a substituted quinone called plastoquinone because it appeared concentrated in the chloroplasts of higher plants. Plastoquinone transfers electrons from the photosystem II reaction center to the cytochrome bf complex and carries protons across the photosynthetic membrane.",Ligand,Plastoquinone
KW-0106,"Protein which binds at least one calcium atom, or protein whose function is calcium-dependent. Calcium is a metal, chemical symbol Ca. Calcium is essential for a variety of bodily functions, such as neurotransmission, muscle contraction and proper heart function.",Ligand,Calcium
KW-0177,"Protein involved in the degradation of collagen, a family of fibrous proteins found in skin, bones, teeth, cartilage and other tissues of vertebrates.",Biological process,Collagen degradation
KW-0304,"Protein component of, or involved in the formation of, gas vesicles, which are a rigid, hollow structure found in five phyla of the Bacteria and two groups of the Archaea, but mostly restricted to planktonic microorganisms, in which they provide buoyancy. By regulating their relative gas vesicle content, aquatic microbes are able to perform vertical migrations. The gas vesicle is impermeable to liquid water, but is highly permeable to gases and is normally filled with air. Two proteins have been shown to be present in the gas vesicle: GVPa, which makes the ribs that form the structure, and GVPc, which binds to the outside of the ribs and stiffens the structure against collapse.",Cellular component,Gas vesicle
KW-0768,"Protein which contains at least one sushi domain, a motif of approximately 60 amino acids characterized by a framework of four conserved half-cystine residues (1-3 and 2-4 disulfide-bonded) and several other highly conserved residues including proline, tryptophan, tyrosine/phenylalanine and cysteine. This type of structure, also designated SCR (Short Consensus Repeat), is predominantly present in proteins associated with the complement system.",Domain,Sushi
KW-0408,"Protein which binds at least one iron atom, or protein whose function is iron-dependent. Iron is a metal, chemical symbol Fe.",Ligand,Iron
KW-0460,"Protein which binds at least one magnesium atom, or protein whose function is magnesium-dependent. Magnesium is a metallic element, chemical symbol Mg.",Ligand,Magnesium
KW-0937,"Protein involved in the synthesis of abscisic acid (ABA) (5-(1-hydroxy-2,6,6,trimethyl-4-oxocyclohex-2-en-1-y1)-3-methylpenta-2,4-dienoic acid). ABA is a plant hormone which play a role in many aspects of plant growth, development and cellular signaling (e.g. seed dormancy, seed maturation, vegetative growth and responses to various environmental stimuli such as stomatal closure during drought). This phytohormone can be synthesized from farnesyl diphosphate (direct C15 pathway) or from 9-cis-violaxanthine (indirect C40 pathway).",Biological process,Abscisic acid biosynthesis
KW-1234,"Virion surface protein implicated in the binding to a secondary specific host surface molecule(s), which triggers the internalization of viral genome and possibly other viral components into the host cell. In prokaryotic viruses, the attachment to a host entry receptor is called irreversible adsorption.",Biological process,Viral attachment to host entry receptor
KW-0888,Proteolytic enzyme with a threonine residue (Thr) in its active site. The prototype members of this class of enzymes are the proteasome catalytic subunits.,Molecular function,Threonine protease
KW-0582,"Protein which is used or may be used as a pharmaceutical drug, e.g. to treat specific diseases.",Technical term,Pharmaceutical
KW-0416,"Fibrous proteins rich in cysteine and the chief constituent of horn, nails, hair, epidermis and feathers. Two major conformational groups have been characterized, alpha-keratin, whose peptide backbone forms an alpha-helix, and beta-keratin, whose backbone forms a zigzag or pleated sheet structure.",Cellular component,Keratin
KW-0437,"Proteins which form part of the antenna complex, a light-harvesting system found in photosynthetic bacteria which absorb light radiation and transfer the excitation energy to the reaction centres.",Molecular function,Light-harvesting polypeptide
KW-0653,Protein involved in the intracellular transport of proteins from one location to another. All proteins (except the ones synthesized in mitochondria and plastids) are synthesized on ribosomes in the cytosol. Most proteins remain in the cytosol. Proteins with a signal sequence either become plasma membrane components or are exported from the cell of origin.,Biological process,Protein transport
KW-1032,"Protein found in or associated with the host cytoplasmic membrane, a selectively permeable membrane which separates the cytoplasm from its surroundings. Known as the host cell inner membrane in prokaryotes with 2 membranes.",Cellular component,Host cell membrane
KW-0060,"Protein involved in the synthesis of ascorbate, the ionized form of ascorbic acid (vitamin C). Ascorbic acid is derived from glucose via the uronic acid pathway. This water-soluble vitamin is essential for the synthesis of bone, cartilage and dentine. It is required in the diet of primates and some other species that cannot synthesize L-ascorbic acid because of their deficiency in L-gulono-gamma-lactone oxidase, a key enzyme for the biosynthesis of this vitamin.",Biological process,Ascorbate biosynthesis
KW-0095,"Protein belonging to the set of cell surface antigens found chiefly, but not solely, on blood cells. More than fifteen different blood group systems are recognised in humans. In most cases the antigenic determinant resides in the carbohydrate chains of membrane glycoproteins or glycolipids.",Molecular function,Blood group antigen
KW-0771,"Protein found in synaptosomes, the pinched-off nerve endings and their contents of vesicles and cytoplasm together with the attached subsynaptic area of the membrane of the postsynaptic cell. They are largely artificial structures produced by fractionation after selective centrifugation of nervous tissue homogenates.",Cellular component,Synaptosome
KW-0604,"Protein involved in photosystem II (PSII), a complex that uses light energy to mediate electron flows in the chloroplast thylakoid membrane of plants and in cyanobacteria. PSII splits water, releasing hydrogen ions and molecular oxygen. PSII cannot use photons of a wavelength greater than 680 nm, and is thus sometimes called P680. PSII is a quinone type rection center (RC), sharing a common ancestor with the RCs of purple bacteria.",Cellular component,Photosystem II
KW-0597,"Protein which is posttranslationally modified by the attachment of either a single phosphate group, or of a complex molecule, such as 5'-phospho-DNA, through a phosphate group. Target amino acid is usually serine, threonine or tyrosine residues (mostly in eukaryotes), aspartic acid or histidine residues (mostly in prokaryotes).",PTM,Phosphoprotein
KW-1021,"Protein which, if defective, causes pontocerebellar hypoplasia, a heterogeneous group of congenital disorders characterized by hypoplasia and atrophy of the cerebellar cortex, dentate nuclei, pontine nuclei and inferior olives. Additional defects of other brain and spinal cord structures can be present, resulting in clinical manifestations that vary among cases.",Disease,Pontocerebellar hypoplasia
KW-0530,Protein involved in the synthesis of neurotransmitters. The proteins are released by the axon terminal in response to an electrical impulse and travel across the synapse to either excite or inhibit the target cell.,Biological process,Neurotransmitter biosynthesis
KW-1070,"Protein involved in the brassinosteroid (BR) signaling pathway (e.g. transport and signal transduction) that regulates many aspects of plant growth and development including cell expansion and elongation (in association with auxin), vascular differentiation and pollen elongation and pollen tube formation. Also involved in plants protection during chilling and drought stress. BRs are polyhydroxysteroid phytohormones and over 70 BR compounds have been isolated in plants. Brassinolide was the first BR isolated from Brassica napus and remains one of the most active BR.",Biological process,Brassinosteroid signaling pathway
KW-0316,"Protein which, if defective, causes glutaricaciduria (GA), a metabolic disorder characterized by the excretion of glutaric acid in the urine. Type I GA is caused by the deficiency of glutaryl-CoA dehydrogenase, a mitochondrial enzyme involved in the metabolism of lysine, hydroxylysine and tryptophan. Type II GA differs from type I in that multiple acyl-CoA dehydrogenase deficiencies result in a large excretion not only of glutaric acid but also of lactic, ethylmalonic, butyric, isobutyric, 2-methyl-butyric, and isovaleric acids. GA II can result from a deficiency of any one of 3 mitochondrial molecules: the alpha and beta subunits of electron transfer flavoprotein and electron transfer flavoprotein-ubiquinone oxidoreductase.",Disease,Glutaricaciduria
KW-1108,"Viral protein involved in the evasion of host adaptive immune response by inhibiting the tapasin/TAPBP protein. tapasin/TAPBP is a type I transmembrane protein essential for the optimal expression of stable MHC class I molecules on host cell surface. Its helps the MHC class I molecules to remain in a peptide receptive state, avoiding irreversible denaturation. Several retroviruses and DNA viruses encode proteins interacting with tapasin/TAPBP and inhibiting its activity.",Biological process,Inhibition of host tapasin by virus
KW-0149,"Protein involved in the synthesis of chlorophylls. These photosynthetic pigments are magnesium-porphyrin complexes with a long hydrophobic terpenoid side chain (the alcohol phytol). Angiosperms have only a light-dependent pathway for chlorophyll biosynthesis, other oxygenic organisms seem to have both the light-dependent and the light-independent pathways. Non-oxygenic organisms, which make bacteriochlorophyll, only have a light-independent pathway.",Biological process,Chlorophyll biosynthesis
KW-0308,Any protein used in a biotechnological process that results in the modification of a naturally occurring food (crop or livestock). Examples include proteins introduced to enable herbicide or insect resistance or proteins that act in fruit ripening.,Technical term,Genetically modified food
KW-0386,"Protein involved in the synthesis of hypusine, an amino acid formed by the two posttranslational steps in the modification of a lysine: (i) deoxyhypusine synthase catalyzes the transfer of a 4-aminobutyl moiety from spermidine to a specific lysine residue to form a deoxyhypusine residue, N-epsilon-(4-aminobutyl)lysine, and (ii) deoxyhypusine hydroxylase catalyzes the hydroxylation of the deoxyhypusine residue to form hypusine (N-epsilon-(4-amino-2-hydroxybutyl)lysine).",Biological process,Hypusine biosynthesis
KW-0101,"Protein involved in the degradation of the branched-chain amino acids leucine (Leu), isoleucine (Ile) and valine (Val).",Biological process,Branched-chain amino acid catabolism
KW-0021,"Enzyme whose activity is modified by the noncovalent binding of an allosteric effector at a site other than the active site. This binding mediates conformational changes, altering its catalytic or binding properties.",Technical term,Allosteric enzyme
KW-0524,"Protein involved in neurogenesis, which involves the differentiation and development of the nervous system.",Biological process,Neurogenesis
KW-1116,"Viral protein involved in the evasion of host adaptive immune response by inhibiting the presentation of loaded MHC class II molecules at the cell surface. MHC class II molecules are found only on a few specialized cells termed professional antigen-presenting cells (APCs). This group includes macrophages, dendritic cells and B-cells. Many viruses 'intercept' the loaded MHC class II molecules and retain them in the endoplasmic reticulum or target them to degradation in order to prevent presentation of the peptides at the cell surface.",Biological process,Inhibition of host MHC class II molecule presentation by virus
KW-0403,"Intermediate filaments (IF) are proteins which are primordial components of the cytoskeleton and the nuclear envelope. They generally form filamentous structures 8 to 14 nm wide and intermediate in size between microtubules and microfilaments. This family of protein includes cytokeratins, vimentin, desmin, glial fibrillary acidic protein, neurofilament proteins and nestin. All IF proteins are structurally similar in that they consist of: a central rod domain which is arranged in coiled-coiled alpha-helices, with at least two short characteristic interruptions; an N-terminal non-helical domain (head) of variable length; and an C-terminal domain (tail) which is also non-helical and shows extreme length variation between different IF proteins.",Cellular component,Intermediate filament
KW-0369,Protein involved in the biochemical reactions with the weakly basic amino acid histidine.,Biological process,Histidine metabolism
KW-0671,"Protein involved in the synthesis of queuosine (nucleoside Q), a modified guanosine derivative found only in tRNAs for aspartic acid, asparagine, histidine and tyrosine. It can pair with either C or U.",Biological process,Queuosine biosynthesis
KW-0716,"Protein involved in sensory transduction, the process by which a cell converts an extracellular signal, such as light, taste, sound, touch or smell, into electric signals.",Biological process,Sensory transduction
KW-0394,"Protein encoded by a variable region gene (V gene / V segment). The variable region is the region of the immunoglobulin (Ig) which varies greatly in amino acid sequence among different immunoglobulins of the same class. Each immunoglobulin molecules is a tetramer of two identical light chains and two identical heavy chains linked by disulfide bonds. The light chain has one variable region (VL) and one constant region (CL) domain, whereas the heavy chain has one variable region (VH) and three or four constant region domains (CH1 to CH4). The V regions confer the antigenic specificity, and are associated with the antigen-binding site. Variable and constant regions are encoded by separated genes, called V genes and C genes respectively, which join during cell differentiation.",Domain,Immunoglobulin V region
KW-0718,"Protein involved in the synthesis of the amino acid serine, a constituent of proteins and precursor of several metabolites, including cysteine, glycine and choline. Serine is mostly formed from 3-phosphoglycerate in a 3-step reaction pathway.",Biological process,Serine biosynthesis
KW-0007,Protein which is posttranslationally modified by the attachment of at least one acetyl group; generally at the N-terminus.,PTM,Acetylation
KW-0282,"Protein present in or involved in the biogenesis or function of the flagellum, a long whip-like or feathery structure which propels the cell through a liquid medium. This motile cilium is produced by the unicellular eukaryotes, and by the motile male gametes of many eukaryotic organisms. The flagella commonly have a characteristic axial '9+2' microtubular array (axoneme) and bends are generated along the length of the flagellum by restricted sliding of the nine outer doublets.",Cellular component,Flagellum
KW-1078,"Viral protein involved in the modulation of host cell cycle progression by dysregulating the G1/S transition. Some viruses benefit from an arrest in G1 to S phase transition, while others force through S phase to favor their own replication.",Biological process,G1/S host cell cycle checkpoint dysregulation by virus
KW-0022,"Protein that inhibits alpha-amylase, an enzyme that catalyzes the endohydrolysis of 1,4-alpha-glucosidic linkages in oligosaccharides and polysaccharides.",Molecular function,Alpha-amylase inhibitor
KW-0360,"Protein which, if defective, causes hereditary hemolytic anemia, a hereditary disease characterized by the premature destruction of red blood cells.",Disease,Hereditary hemolytic anemia
KW-0740,Protein involved in the active transport system which simultaneously moves two potassium ions into the cell and three sodium ions out of the cell.,Biological process,Sodium/potassium transport
KW-1034,"Protein found in or associated with a host cell projection, a host cell protrusion such as pseudopodium, filopodium, lamellipodium, growth cone, flagellum, acrosome, axon, pili or bacterial comet tail. These membrane-cytoskeleton-coupled processes are involved in many biological functions, such as host cell motility, cancer-cell invasion, endocytosis, phagocytosis, exocytosis, pathogen infection, neurite extension and cytokinesis.",Cellular component,Host cell projection
KW-1101,"Viral protein involved in the inhibition of host translation by inhibiting the poly(A)-binding protein PABPC1. Viruses have evolved ways of interacting with the host translational machinery to shutoff host gene expression. This global inhibition of cellular protein synthesis serves to ensure maximal viral gene expression and to evade host immune response. One common target is the translation initiation factor PABPC1. Some viruses proteolytically cleave PABPC1, while others displace PABPC1 from EIF4G1.",Biological process,Inhibition of host poly(A)-binding protein by virus
KW-0195,"Protein that belongs to the cyclin family or that contains a cyclin box-like domain. Cyclins are regulatory subunits of the cyclin-dependent protein kinases. They form kinase holoenzymes, with distinct biochemical characteristics and nonredundant biological functions, which mediate phosphorylation of cellular proteins, including key cell cycle regulatory molecules. In this way, the kinase holoenzymes promote the transit of cells through the division cycle. Cyclins accumulate during interphase of eukaryotic cell cycle and are destroyed at the end of mitosis.",Molecular function,Cyclin
KW-0874,"Protein which interacts with quinones. Quinones are aromatic dicarbonyl compounds, where the two carbonyl groups are usually in the para position. Most naturally occuring quinones contain a long isoprenoid side chain, and are divided in two major structural groups, the naphtoquinones and benzoquinones; the number of isoprene units depends on the organism. These highly hydrophobic molecules are mainly involved in electron transport, as electron carriers in redox reactions. For example, ubiquinone (coenzyme Q) and menaquinone (vitamin K2) are essential components of the respiratory electron transport chain. Plastoquinone, found in chloroplasts and in cyanobacteria, functions as one of the carrier molecules of the electron transport chain in photosynthesis. Phylloquinone (vitamin K1) is the major form of vitamin K found in plants. Chlorobiumquinone, demethylmenaquinone, alpha-tocopherolquinone, rhodoquinone, epoxyubiquinone and caldariellaquinone are other quinones found in several species.",PTM,Quinone
KW-0490,Protein of the major histocompatibility complex (MHC) class I which is involved in the induction of strong immune reaction. MHC I is involved in immune responses against virus-infected cells and rejection of transplanted tissue.,Cellular component,MHC I
KW-0931,"Protein involved in the 'ER-to-Golgi' transport, a bidirectional membrane traffic between the endoplasmic reticulum and the Golgi apparatus which mediates the transfer of cargo molecules by means of small vesicles or tubular-saccular extensions.",Biological process,ER-Golgi transport
KW-0116,"Protein which binds at least one cAMP. cAMP is the abbreviation for cyclic AMP, adenosine 3',5'-cyclic monophosphate.",Ligand,cAMP-binding
KW-1261,Viral protein which prevents host gene expression by blocking host transcription or inducing the degradation of the bacterial chromosome. This gives viral transcripts a competitive edge to use the hijacked host translation machinery. Preventing the expression of host proteins is also a strategy to counteract the antiviral response.,Biological process,Bacterial host gene expression shutoff by virus
KW-0303,"Protein component of gap junctions which are specialized regions of the plasma membrane formed by a cluster of channels allowing small molecules to diffuse from the cytosol of one cell to that of an adjacent cell. A current model of the gap junction consists of a cluster of gap-junction channels. Both membranes contain connexon hemichannels, composed of a hexamer of an integral membrane protein which is often referred to as connexin. The junction of two adjacent connexons forms a gap-junction channel.",Cellular component,Gap junction
KW-1254,"Viral factor that modulates its bacterial host's virulence against a third organism. These virulence factors are mostly expressed from integrated viral genomes and have diverse functions. Bacterial host, and populations, and the encoding (pro)virus probably benefit from the expression of such factors. For example, Bor and Lom outer membrane proteins encoded by bacteriophage lambda modify the virulence of the host bacteria against a eukaryotic target. Some enteric bacterioviruses direct alterations in lipopolysaccharide biosynthesis, resulting in bacterial immune evasion of its eukaryotic target. Other prokaryotic viruses encode exotoxins changing their host bacteria into serious pathogens. A well-known bacterial exotoxin encoded by a provirus is the diphtheria toxin.",Biological process,Modulation of host virulence by virus
KW-0956,"Protein which, if defective, causes Kallmann syndrome, a disorder characterized by the association of hypogonadotropic hypogonadism with anosmia or hyposmia. Kallmann syndrome is caused by impaired embryonic development of the olfactory system and the GnRH-synthesizing neurons. The main clinical features consist of the association of micropenis and cryptorchidism in young boys, the absence of spontaneous puberty, and a partial or total loss of the sense of smell (anosmia). In some patients other developmental anomalies can be present such as renal agenesis, cleft lip/palate, selective tooth agenesis and bimanual synkinesis.",Disease,Kallmann syndrome
KW-0855,"Protein involved in the induction of whooping cough, a respiratory infection caused by the very small Gram-negative aerobic coccobacillus Bordetella pertussis. It is characterized by paroxysmal coughing often ending in a characteristic inspiratory gasp (whoop). The bacterium is a pathogen for humans and possibly for higher primates.",Disease,Whooping cough
KW-0326,"Hydrolases which attack glycosidic bonds in carbohydrates, glycoproteins and glycolipids. The glycosidases are not highly specific. Usually they distinguish only the type of bond, e.g. O- or N-glycosidic, and its configuration (alpha or beta).",Molecular function,Glycosidase
KW-0810,"Protein involved in the regulation of peptide formation on ribosomes, directed by messenger RNA (mRNA).",Biological process,Translation regulation
KW-0160,"Protein which can be altered by a structural chromosomal rearrangement. Structural rearrangements result from chromosome breakage, followed by reconstitution in an abnormal combination. Classes of chromosomal rearrangements include: deletions, duplications, insertions, inversions, translocations and transpositions.",Coding sequence diversity,Chromosomal rearrangement
KW-0209,"Protein which, if defective, causes a partial or total inability to hear. The two principal types of deafness are conductive deafness that results from changes in the middle ear, and nerve or sensorineural deafness that is caused by damages to the inner ear, the nerve pathways to the brain, or the area of the brain that receives sound information.",Disease,Deafness
KW-0093,"Protein involved in the synthesis of biotin, a prosthetic group for some carboxylase and decarboxylase enzymes. This water-soluble vitamin is essential for fatty acid biosynthesis, catabolism, and it acts as a growth factor for many cells.",Biological process,Biotin biosynthesis
KW-9993,"Keywords assigned to proteins because they bind, are associated with, or whose activity is dependent of some molecule.",,
KW-0412,Protein involved in the synthesis of the hydrophobic amino acid isoleucine.,Biological process,Isoleucine biosynthesis
KW-1007,"Protein which, if defective, causes hereditary palmoplantar keratoderma (PPK), a genetically and clinically diverse group of cutaneous disorders characterized by abnormal thickening of the skin on the palms and soles. It results from excessive keratin formation leading to hypertrophy of the stratum corneum (hyperkeratosis). PPKs are distinguished from each other on the basis of mode of inheritance, presence of transgrediens (defined as contiguous extension of hyperkeratosis beyond the palmar and/or plantar skin), association with other skin findings and/or abnormalities of other organs, and extent of epidermal involvement (diffuse, focal, punctate). Diffuse PPK is characterized by uniform involvement of the palmoplantar surface; focal PPK consists of localized areas of hyperkeratosis located mainly on pressure points and sites of recurrent friction; punctate PPK shows multiple small, hyperkeratotic papules or nodules on the palms and soles.",Disease,Palmoplantar keratoderma
KW-1001,"Protein found in or associated with the inner membrane of a plastid, which separates the plastid stroma from the intermembrane space.",Cellular component,Plastid inner membrane
KW-0424,"Protein containing at least one laminin EGF-like domain. Laminins are the major noncollagenous components of basement membranes. Their subunits contain consecutive repeats of about 60 amino acids, which include 8 conserved cysteines that form disulfide bonds (C1-C3, C2-C4, C5-C6, C7-C8). The tertiary structure of this domain is remotely similar, in its N-terminal, to that of the EGF-like module.",Domain,Laminin EGF-like domain
KW-0008,"Toxin which interferes with the function of the nicotinic acetylcholine receptor (nAChR). The nAChR is a postsynaptic membrane protein that undergoes an extensive conformational change upon binding to acetylcholine, leading to opening of an ion-conducting channel across the plasma membrane. These toxins are mostly found in snake and cone snail venoms.",Molecular function,Acetylcholine receptor inhibiting toxin
KW-0183,"Protein involved in conidiation, the production of conidia which are asexual fungal spores.",Biological process,Conidiation
KW-0463,"Enzyme involved in the mandelate pathway. These enzymes enable various microorganisms to grow using D(-)-, L(+)- or DL-mandelate (2-hydroxy-2-phenylacetate) as the sole source of carbon and energy.",Biological process,Mandelate pathway
KW-0492,"Protein found in microsomes, a heterogenous set of vesicles 20-200 nm in diameter and formed from the endoplasmic reticulum when cells are disrupted. The vesicles are isolated by differential centrifugation and are composed of three structural features: rough vesicles, smooth vesicles and ribosomes. Numerous enzyme activities are associated with the microsomal fraction.",Cellular component,Microsome
KW-0011,"Protein involved in acute phase, a response of the vertebrate body to insults, infections, immunological reactions or inflammatory processes; characterised by redness (rubor), heat (calor), swelling (tumor), pain (dolor) and sometimes loss of function.",Biological process,Acute phase
KW-1089,"Viral protein involved in the evasion of host innate defense by inhibiting the IFIH1/MDA5 protein. Upon recognition of long viral dsRNAs, IFIH1/MDA5 initiates an antiviral signaling cascade by interacting with downstream partners. Some viral proteins including paramyxovirus V proteins interact with IFIH1/MDA5 and blocks its binding with its downstream partner MAVS.",Biological process,Inhibition of host MDA5 by virus
KW-0344,Protein which catalyzes the release of GDP (guanosine 5'-diphosphate).,Molecular function,Guanine-nucleotide releasing factor
KW-0673,"Protein involved in quorum sensing (QS). QS is a phenomenon whereby the accumulation of signaling molecules enables a single cell to sense the number of bacteria (cell density). The bacterial reponse to QS includes adaptation to availability of nutrients, defence against other microorganisms which may compete for the same nutrients and the avoidance of toxic compounds potentially dangerous for the bacteria.",Biological process,Quorum sensing
KW-1146,"Viral protein that forms an icosahedral capsid with a T=13 symmetry to protect the viral genome. The T=13 capsid is composed of 780 subunits, each subunit occupying a quasi-equivalent position. Its diameter ranges from 70 to 80 nm.",Cellular component,T=13 icosahedral capsid protein
KW-0872,"Protein which interferes with the function of ion channels, which are hydrophilic channels across the lipid bilayer through which specific inorganic ions can diffuse down their electrochemical gradients.",Molecular function,Ion channel impairing toxin
