id,code,chemical_substance,l1_code,l1_name,l2_code,l2_name,l3_code,l3_name,l4_code,l4_name,chemical_substance_count
3368,M01AB15,ketorolac,M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AB,Acetic acid derivatives and related substances,1
694,B01AC05,ticlopidine,B,BLOOD AND BLOOD FORMING ORGANS,B01,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01AC,Platelet aggregation inhibitors excl. heparin,1
5109,V03AE05,sucroferric oxyhydroxide,V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AE,Drugs for treatment of hyperkalemia and hyperphosphatemia,1
264,A06AB05,castor oil,A,ALIMENTARY TRACT AND METABOLISM,A06,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06AB,Contact laxatives,1
4585,R05CA04,ipecacuanha,R,RESPIRATORY SYSTEM,R05,COUGH AND COLD PREPARATIONS,R05C,"EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS",R05CA,Expectorants,0
2801,J07AG01,"haemophilus influenzae B, purified antigen conjugated",J,ANTIINFECTIVES FOR SYSTEMIC USE,J07,VACCINES,J07A,BACTERIAL VACCINES,J07AG,Haemophilus influenzae B vaccines,0
3000,L01EE04,selumetinib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01E,PROTEIN KINASE INHIBITORS,L01EE,Mitogen-activated protein kinase (MEK) inhibitors,1
2769,J06BB04,hepatitis B immunoglobulin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J06,IMMUNE SERA AND IMMUNOGLOBULINS,J06B,IMMUNOGLOBULINS,J06BB,Specific immunoglobulins,0
373,A07EB01,cromoglicic acid,A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07E,INTESTINAL ANTIINFLAMMATORY AGENTS,A07EB,"Antiallergic agents, excl. corticosteroids",1
3256,L03AX16,plerixafor,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L03,IMMUNOSTIMULANTS,L03A,IMMUNOSTIMULANTS,L03AX,Other immunostimulants,1
3091,L01FX12,tafasitamab,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01F,MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES,L01FX,Other monoclonal antibodies and antibody drug conjugates,1
1680,D06AX09,mupirocin,D,DERMATOLOGICALS,D06,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,D06A,ANTIBIOTICS FOR TOPICAL USE,D06AX,Other antibiotics for topical use,1
5349,V09XX02,cobalt (58Co) cyanocobalamine,V,VARIOUS,V09,DIAGNOSTIC RADIOPHARMACEUTICALS,V09X,OTHER DIAGNOSTIC RADIOPHARMACEUTICALS,V09XX,Various diagnostic radiopharmaceuticals,0
5146,V04CD01,metyrapone,V,VARIOUS,V04,DIAGNOSTIC AGENTS,V04C,OTHER DIAGNOSTIC AGENTS,V04CD,Tests for pituitary function,1
3688,N02AJ14,tramadol and dexketoprofen,N,NERVOUS SYSTEM,N02,ANALGESICS,N02A,OPIOIDS,N02AJ,Opioids in combination with non-opioid analgesics,2
4983,S01XA06,ethylmorphine,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01X,OTHER OPHTHALMOLOGICALS,S01XA,Other ophthalmologicals,1
4130,N06BA06,fencamfamin,N,NERVOUS SYSTEM,N06,PSYCHOANALEPTICS,N06B,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",N06BA,Centrally acting sympathomimetics,1
682,B01AB06,nadroparin,B,BLOOD AND BLOOD FORMING ORGANS,B01,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01AB,Heparin group,1
3759,N02BG10,cannabinoids,N,NERVOUS SYSTEM,N02,ANALGESICS,N02B,OTHER ANALGESICS AND ANTIPYRETICS,N02BG,Other analgesics and antipyretics,1
1155,C03AX01,"hydrochlorothiazide, combinations",C,CARDIOVASCULAR SYSTEM,C03,DIURETICS,C03A,"LOW-CEILING DIURETICS, THIAZIDES",C03AX,"Thiazides, combinations with other drugs",1
4529,R03CC04,fenoterol,R,RESPIRATORY SYSTEM,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03C,ADRENERGICS FOR SYSTEMIC USE,R03CC,Selective beta-2-adrenoreceptor agonists,1
1565,D01AC12,fenticonazole,D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AC,Imidazole and triazole derivatives,1
4080,N06AB02,zimeldine,N,NERVOUS SYSTEM,N06,PSYCHOANALEPTICS,N06A,ANTIDEPRESSANTS,N06AB,Selective serotonin reuptake inhibitors,1
2566,J01XD02,tinidazole,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01X,OTHER ANTIBACTERIALS,J01XD,Imidazole derivatives,1
3410,M01AH06,lumiracoxib,M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AH,Coxibs,1
1690,D06BA04,sulfamethizole,D,DERMATOLOGICALS,D06,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,D06B,CHEMOTHERAPEUTICS FOR TOPICAL USE,D06BA,Sulfonamides,1
4154,N06BX13,idebenone,N,NERVOUS SYSTEM,N06,PSYCHOANALEPTICS,N06B,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",N06BX,Other psychostimulants and nootropics,1
307,A06AG06,oil,A,ALIMENTARY TRACT AND METABOLISM,A06,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06AG,Enemas,0
337,A07AA12,fidaxomicin,A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07A,INTESTINAL ANTIINFECTIVES,A07AA,Antibiotics,1
2638,J05AB02,idoxuridine,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AB,Nucleosides and nucleotides excl. reverse transcriptase inhibitors,1
3651,N02AA11,oxymorphone,N,NERVOUS SYSTEM,N02,ANALGESICS,N02A,OPIOIDS,N02AA,Natural opium alkaloids,1
2600,J04AA01,4-aminosalicylic acid,J,ANTIINFECTIVES FOR SYSTEMIC USE,J04,ANTIMYCOBACTERIALS,J04A,DRUGS FOR TREATMENT OF TUBERCULOSIS,J04AA,Aminosalicylic acid and derivatives,1
1649,D04AB05,quinisocaine,D,DERMATOLOGICALS,D04,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",D04A,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",D04AB,Anesthetics for topical use,1
2514,J01MA06,norfloxacin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01M,QUINOLONE ANTIBACTERIALS,J01MA,Fluoroquinolones,1
3933,N05AL06,veralipride,N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AL,Benzamides,1
4219,N07XX15,inotersen,N,NERVOUS SYSTEM,N07,OTHER NERVOUS SYSTEM DRUGS,N07X,OTHER NERVOUS SYSTEM DRUGS,N07XX,Other nervous system drugs,1
4702,R06AE06,oxatomide,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AE,Piperazine derivatives,1
709,B01AC23,cilostazol,B,BLOOD AND BLOOD FORMING ORGANS,B01,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01AC,Platelet aggregation inhibitors excl. heparin,1
1078,C02CA01,prazosin,C,CARDIOVASCULAR SYSTEM,C02,ANTIHYPERTENSIVES,C02C,"ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING",C02CA,Alpha-adrenoreceptor antagonists,1
2403,J01DD05,cefmenoxime,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01D,OTHER BETA-LACTAM ANTIBACTERIALS,J01DD,Third-generation cephalosporins,1
1713,D07AB01,clobetasone,D,DERMATOLOGICALS,D07,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",D07A,"CORTICOSTEROIDS, PLAIN",D07AB,"Corticosteroids, moderately potent (group II)",1
1383,C08EX02,perhexiline,C,CARDIOVASCULAR SYSTEM,C08,CALCIUM CHANNEL BLOCKERS,C08E,NON-SELECTIVE CALCIUM CHANNEL BLOCKERS,C08EX,Other non-selective calcium channel blockers,1
1507,C10AX11,mipomersen,C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AX,Other lipid modifying agents,1
5058,S03CA07,methylprednisolone and antiinfectives,S,SENSORY ORGANS,S03,OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,S03C,CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION,S03CA,Corticosteroids and antiinfectives in combination,1
2700,J05AP10,elbasvir,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AP,Antivirals for treatment of HCV infections,1
4101,N06AX05,trazodone,N,NERVOUS SYSTEM,N06,PSYCHOANALEPTICS,N06A,ANTIDEPRESSANTS,N06AX,Other antidepressants,1
4562,R03DB02,choline theophyllinate and adrenergics,R,RESPIRATORY SYSTEM,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03D,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03DB,Xanthines and adrenergics,1
803,B03AB09,ferric proteinsuccinylate,B,BLOOD AND BLOOD FORMING ORGANS,B03,ANTIANEMIC PREPARATIONS,B03A,IRON PREPARATIONS,B03AB,"Iron trivalent, oral preparations",0
2489,J01FA16,solithromycin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01F,"MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",J01FA,Macrolides,0
1511,C10AX15,bempedoic acid,C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AX,Other lipid modifying agents,1
959,C01BG07,cibenzoline,C,CARDIOVASCULAR SYSTEM,C01,CARDIAC THERAPY,C01B,"ANTIARRHYTHMICS, CLASS I AND III",C01BG,"Other antiarrhythmics, class I and III",1
1491,C10AD01,niceritrol,C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AD,Nicotinic acid and derivatives,1
646,A16AX02,anethole trithione,A,ALIMENTARY TRACT AND METABOLISM,A16,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,A16A,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,A16AX,Various alimentary tract and metabolism products,1
2978,L01EB01,gefitinib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01E,PROTEIN KINASE INHIBITORS,L01EB,Epidermal growth factor receptor (EGFR) tyrosine kinase inhibitors,1
3263,L04AA04,antithymocyte immunoglobulin (rabbit),L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L04,IMMUNOSUPPRESSANTS,L04A,IMMUNOSUPPRESSANTS,L04AA,Selective immunosuppressants,0
2094,G03DB04,nomegestrol,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03D,PROGESTOGENS,G03DB,Pregnadien derivatives,1
673,B01AA08,ethyl biscoumacetate,B,BLOOD AND BLOOD FORMING ORGANS,B01,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01AA,Vitamin K antagonists,1
4905,S01EE03,bimatoprost,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01EE,Prostaglandin analogues,1
4092,N06AF04,tranylcypromine,N,NERVOUS SYSTEM,N06,PSYCHOANALEPTICS,N06A,ANTIDEPRESSANTS,N06AF,"Monoamine oxidase inhibitors, non-selective",1
4734,R06AX32,sequifenadine,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AX,Other antihistamines for systemic use,1
2277,H03AA01,levothyroxine sodium,H,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",H03,THYROID THERAPY,H03A,THYROID PREPARATIONS,H03AA,Thyroid hormones,1
2627,J04AM05,"rifampicin, pyrazinamide and isoniazid",J,ANTIINFECTIVES FOR SYSTEMIC USE,J04,ANTIMYCOBACTERIALS,J04A,DRUGS FOR TREATMENT OF TUBERCULOSIS,J04AM,Combinations of drugs for treatment of tuberculosis,3
3536,M04AX02,pegloticase,M,MUSCULO-SKELETAL SYSTEM,M04,ANTIGOUT PREPARATIONS,M04A,ANTIGOUT PREPARATIONS,M04AX,Other antigout preparations,1
875,B05CX10,combinations,B,BLOOD AND BLOOD FORMING ORGANS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,IRRIGATING SOLUTIONS,B05CX,Other irrigating solutions,0
2240,H01CA01,gonadorelin,H,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",H01,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H01C,HYPOTHALAMIC HORMONES,H01CA,Gonadotropin-releasing hormones,1
2281,H03AA05,thyroid gland preparations,H,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",H03,THYROID THERAPY,H03A,THYROID PREPARATIONS,H03AA,Thyroid hormones,0
1224,C04AE54,"dihydroergocristine, combinations",C,CARDIOVASCULAR SYSTEM,C04,PERIPHERAL VASODILATORS,C04A,PERIPHERAL VASODILATORS,C04AE,Ergot alkaloids,1
3589,N01AB05,trichloroethylene,N,NERVOUS SYSTEM,N01,ANESTHETICS,N01A,"ANESTHETICS, GENERAL",N01AB,Halogenated hydrocarbons,1
42,A02AA01,magnesium carbonate,A,ALIMENTARY TRACT AND METABOLISM,A02,DRUGS FOR ACID RELATED DISORDERS,A02A,ANTACIDS,A02AA,Magnesium compounds,1
1259,C05AE02,isosorbide dinitrate,C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05A,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,C05AE,Muscle relaxants,1
5322,V09IA08,technetium (99mTc) etarfolatide,V,VARIOUS,V09,DIAGNOSTIC RADIOPHARMACEUTICALS,V09I,TUMOUR DETECTION,V09IA,Technetium (99mTc) compounds,0
4237,P01AB51,metronidazole and furazolidone,P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01A,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,P01AB,Nitroimidazole derivatives,2
1242,C05AA01,hydrocortisone,C,CARDIOVASCULAR SYSTEM,C05,VASOPROTECTIVES,C05A,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,C05AA,Corticosteroids,1
3814,N03AG02,valpromide,N,NERVOUS SYSTEM,N03,ANTIEPILEPTICS,N03A,ANTIEPILEPTICS,N03AG,Fatty acid derivatives,1
1773,D07CD01,clobetasol and antibiotics,D,DERMATOLOGICALS,D07,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",D07C,"CORTICOSTEROIDS, COMBINATIONS WITH ANTIBIOTICS",D07CD,"Corticosteroids, very potent, combinations with antibiotics",1
3364,M01AB11,acemetacin,M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AB,Acetic acid derivatives and related substances,1
1836,D08AX06,potassium permanganate,D,DERMATOLOGICALS,D08,ANTISEPTICS AND DISINFECTANTS,D08A,ANTISEPTICS AND DISINFECTANTS,D08AX,Other antiseptics and disinfectants,1
1537,C10BX11,"atorvastatin, amlodipine and perindopril",C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10B,"LIPID MODIFYING AGENTS, COMBINATIONS",C10BX,Lipid modifying agents in combination with other drugs,3
956,C01BD06,tedisamil,C,CARDIOVASCULAR SYSTEM,C01,CARDIAC THERAPY,C01B,"ANTIARRHYTHMICS, CLASS I AND III",C01BD,"Antiarrhythmics, class III",1
2343,J01CA17,temocillin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",J01CA,Penicillins with extended spectrum,1
1144,C03AB01,bendroflumethiazide and potassium,C,CARDIOVASCULAR SYSTEM,C03,DIURETICS,C03A,"LOW-CEILING DIURETICS, THIAZIDES",C03AB,Thiazides and potassium in combination,1
136,A03AB05,propantheline,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AB,"Synthetic anticholinergics, quaternary ammonium compounds",1
2699,J05AP09,dasabuvir,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AP,Antivirals for treatment of HCV infections,1
2132,G03FB07,medrogestone and estrogen,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03F,PROGESTOGENS AND ESTROGENS IN COMBINATION,G03FB,"Progestogens and estrogens, sequential preparations",1
5309,V09HA02,technetium (99mTc) exametazime labelled cells,V,VARIOUS,V09,DIAGNOSTIC RADIOPHARMACEUTICALS,V09H,INFLAMMATION AND INFECTION DETECTION,V09HA,Technetium (99mTc) compounds,0
570,A12AA13,calcium citrate,A,ALIMENTARY TRACT AND METABOLISM,A12,MINERAL SUPPLEMENTS,A12A,CALCIUM,A12AA,Calcium,1
4586,R05CA05,altheae radix,R,RESPIRATORY SYSTEM,R05,COUGH AND COLD PREPARATIONS,R05C,"EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS",R05CA,Expectorants,0
3230,L03AB09,interferon alfacon-1,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L03,IMMUNOSTIMULANTS,L03A,IMMUNOSTIMULANTS,L03AB,Interferons,0
2139,G03GA02,human menopausal gonadotrophin,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03G,GONADOTROPINS AND OTHER OVULATION STIMULANTS,G03GA,Gonadotropins,0
4277,P01BF02,artesunate and mefloquine,P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01B,ANTIMALARIALS,P01BF,"Artemisinin and derivatives, combinations",2
4936,S01GA53,"xylometazoline, combinations",S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01G,DECONGESTANTS AND ANTIALLERGICS,S01GA,Sympathomimetics used as decongestants,1
1533,C10BX07,"rosuvastatin, amlodipine and lisinopril",C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10B,"LIPID MODIFYING AGENTS, COMBINATIONS",C10BX,Lipid modifying agents in combination with other drugs,3
2702,J05AP12,coblopasvir,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AP,Antivirals for treatment of HCV infections,0
4948,S01GX10,epinastine,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01G,DECONGESTANTS AND ANTIALLERGICS,S01GX,Other antiallergics,1
361,A07DA04,difenoxin,A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07D,ANTIPROPULSIVES,A07DA,Antipropulsives,1
3995,N05CA11,heptabarbital,N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05C,HYPNOTICS AND SEDATIVES,N05CA,"Barbiturates, plain",1
2233,H01BA02,desmopressin,H,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",H01,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H01B,POSTERIOR PITUITARY LOBE HORMONES,H01BA,Vasopressin and analogues,1
1363,C08CA08,nitrendipine,C,CARDIOVASCULAR SYSTEM,C08,CALCIUM CHANNEL BLOCKERS,C08C,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,C08CA,Dihydropyridine derivatives,1
367,A07EA02,hydrocortisone,A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07E,INTESTINAL ANTIINFLAMMATORY AGENTS,A07EA,Corticosteroids acting locally,1
3426,M01AX25,chondroitin sulfate,M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AX,"Other antiinflammatory and antirheumatic agents, non-steroids",1
1519,C10BA05,atorvastatin and ezetimibe,C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10B,"LIPID MODIFYING AGENTS, COMBINATIONS",C10BA,Combinations of various lipid modifying agents,2
2214,G04CB51,finasteride and tadalafil,G,GENITO URINARY SYSTEM AND SEX HORMONES,G04,UROLOGICALS,G04C,DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY,G04CB,Testosterone-5-alpha reductase inhibitors,2
1062,C02AA04,"rauwolfia alkaloids, whole root",C,CARDIOVASCULAR SYSTEM,C02,ANTIHYPERTENSIVES,C02A,"ANTIADRENERGIC AGENTS, CENTRALLY ACTING",C02AA,Rauwolfia alkaloids,0
2930,L01BC06,capecitabine,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01B,ANTIMETABOLITES,L01BC,Pyrimidine analogues,1
1592,D01AE15,terbinafine,D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AE,Other antifungals for topical use,1
2359,J01CF01,dicloxacillin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",J01CF,Beta-lactamase resistant penicillins,1
309,A06AG10,"docusate sodium, incl. combinations",A,ALIMENTARY TRACT AND METABOLISM,A06,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06AG,Enemas,1
1970,G01AF18,flutrimazole,G,GENITO URINARY SYSTEM AND SEX HORMONES,G01,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,G01A,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",G01AF,Imidazole derivatives,1
4940,S01GX02,levocabastine,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01G,DECONGESTANTS AND ANTIALLERGICS,S01GX,Other antiallergics,1
2328,J01CA02,pivampicillin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01C,"BETA-LACTAM ANTIBACTERIALS, PENICILLINS",J01CA,Penicillins with extended spectrum,1
3340,L04AX01,azathioprine,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L04,IMMUNOSUPPRESSANTS,L04A,IMMUNOSUPPRESSANTS,L04AX,Other immunosuppressants,1
3737,N02BB74,"propyphenazone, combinations with psycholeptics",N,NERVOUS SYSTEM,N02,ANALGESICS,N02B,OTHER ANALGESICS AND ANTIPYRETICS,N02BB,Pyrazolones,1
1505,C10AX09,ezetimibe,C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AX,Other lipid modifying agents,1
4095,N06AG02,moclobemide,N,NERVOUS SYSTEM,N06,PSYCHOANALEPTICS,N06A,ANTIDEPRESSANTS,N06AG,Monoamine oxidase A inhibitors,1
4813,S01AX07,sodium borate,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01A,ANTIINFECTIVES,S01AX,Other antiinfectives,1
4289,P01CB01,meglumine antimonate,P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01C,AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS,P01CB,Antimony compounds,1
2953,L01CE03,etirinotecan pegol,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01C,PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS,L01CE,Topoisomerase 1 (TOP1) inhibitors,0
3315,L04AC01,daclizumab,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L04,IMMUNOSUPPRESSANTS,L04A,IMMUNOSUPPRESSANTS,L04AC,Interleukin inhibitors,1
2283,H03BA01,methylthiouracil,H,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",H03,THYROID THERAPY,H03B,ANTITHYROID PREPARATIONS,H03BA,Thiouracils,1
89,A02BD01,"omeprazole, amoxicillin and metronidazole",A,ALIMENTARY TRACT AND METABOLISM,A02,DRUGS FOR ACID RELATED DISORDERS,A02B,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02BD,Combinations for eradication of Helicobacter pylori,3
4297,P01CX03,eflornithine,P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01C,AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS,P01CX,Other agents against leishmaniasis and trypanosomiasis,1
4403,R01AD57,"tixocortol, combinations",R,RESPIRATORY SYSTEM,R01,NASAL PREPARATIONS,R01A,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,R01AD,Corticosteroids,1
2701,J05AP11,grazoprevir,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AP,Antivirals for treatment of HCV infections,1
